FeatureCode,DateCode,Measurement,Units,Value,DCLG Dwelling Stock Tenure
E07000005,2012,Numbers of Dwellings,,33660,Private Sector
E07000005,2015,Numbers of Dwellings,,50,Other Public Sector
E07000005,2013,Numbers of Dwellings,,33900,Private Sector
E07000005,2012,Numbers of Dwellings,,60,Other Public Sector
E07000005,2012,Numbers of Dwellings,,4750,Private Registered Provider
E07000005,2011,Numbers of Dwellings,,56,Other Public Sector
E07000005,2013,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000005,2010,Numbers of Dwellings,,4798,Private Registered Provider
E07000005,2011,Numbers of Dwellings,,38290,All tenure types
E07000005,2014,Numbers of Dwellings,,38930,All tenure types
E07000005,2014,Numbers of Dwellings,,4820,Private Registered Provider
E07000005,2016,Numbers of Dwellings,,39220,All tenure types
E07000005,2016,Numbers of Dwellings,,50,Other Public Sector
E07000005,2013,Numbers of Dwellings,,50,Other Public Sector
E07000005,2013,Numbers of Dwellings,,38770,All tenure types
E07000005,2012,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000005,2010,Numbers of Dwellings,,38160,All tenure types
E07000005,2015,Numbers of Dwellings,,39050,All tenure types
E07000005,2015,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000005,2011,Numbers of Dwellings,,4812,Private Registered Provider
E07000005,2016,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000005,2010,Numbers of Dwellings,,33300,Private Sector
E07000005,2011,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000005,2016,Numbers of Dwellings,,34330,Private Sector
E07000005,2014,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000179,2014,Numbers of Dwellings,,720,Other Public Sector
E07000179,2015,Numbers of Dwellings,,6640,Private Registered Provider
E07000179,2013,Numbers of Dwellings,,57600,All tenure types
E07000179,2014,Numbers of Dwellings,,50810,Private Sector
E07000179,2011,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000179,2012,Numbers of Dwellings,,57120,All tenure types
E07000179,2012,Numbers of Dwellings,,720,Other Public Sector
E07000179,2015,Numbers of Dwellings,,0,Other Public Sector
E07000179,2011,Numbers of Dwellings,,49550,Private Sector
E07000179,2010,Numbers of Dwellings,,49370,Private Sector
E07000179,2016,Numbers of Dwellings,,59310,All tenure types
E07000179,2014,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000179,2010,Numbers of Dwellings,,56410,All tenure types
E07000179,2016,Numbers of Dwellings,,6710,Private Registered Provider
E07000179,2016,Numbers of Dwellings,,52600,Private Sector
E07000179,2013,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000179,2014,Numbers of Dwellings,,6580,Private Registered Provider
E07000179,2011,Numbers of Dwellings,,6373,Private Registered Provider
E07000179,2016,Numbers of Dwellings,,0,Other Public Sector
E07000179,2015,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000179,2010,Numbers of Dwellings,,6320,Private Registered Provider
E07000179,2011,Numbers of Dwellings,,56640,All tenure types
E07000179,2015,Numbers of Dwellings,,58730,All tenure types
E07000179,2010,Numbers of Dwellings,,716,Other Public Sector
E07000179,2012,Numbers of Dwellings,,6450,Private Registered Provider
E07000179,2013,Numbers of Dwellings,,720,Other Public Sector
E07000179,2012,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000179,2011,Numbers of Dwellings,,720,Other Public Sector
E07000179,2012,Numbers of Dwellings,,49960,Private Sector
E07000179,2014,Numbers of Dwellings,,58110,All tenure types
E07000179,2016,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000179,2010,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000179,2013,Numbers of Dwellings,,50380,Private Sector
E07000179,2013,Numbers of Dwellings,,6510,Private Registered Provider
E07000179,2015,Numbers of Dwellings,,52090,Private Sector
E07000004,2014,Numbers of Dwellings,,64150,Private Sector
E07000004,2012,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000004,2010,Numbers of Dwellings,,9485,Private Registered Provider
E07000004,2011,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000004,2014,Numbers of Dwellings,,74910,All tenure types
E07000004,2015,Numbers of Dwellings,,10770,Private Registered Provider
E07000004,2012,Numbers of Dwellings,,62700,Private Sector
E07000004,2012,Numbers of Dwellings,,9850,Private Registered Provider
E07000004,2015,Numbers of Dwellings,,65150,Private Sector
E07000004,2012,Numbers of Dwellings,,440,Other Public Sector
E07000004,2011,Numbers of Dwellings,,61850,Private Sector
E07000004,2010,Numbers of Dwellings,,520,Other Public Sector
E07000004,2012,Numbers of Dwellings,,72990,All tenure types
E07000004,2010,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000004,2011,Numbers of Dwellings,,438,Other Public Sector
E07000004,2013,Numbers of Dwellings,,10110,Private Registered Provider
E07000004,2013,Numbers of Dwellings,,63370,Private Sector
E07000004,2010,Numbers of Dwellings,,71250,All tenure types
E07000004,2015,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000004,2014,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000004,2013,Numbers of Dwellings,,73920,All tenure types
E07000004,2011,Numbers of Dwellings,,71880,All tenure types
E07000004,2016,Numbers of Dwellings,,410,Other Public Sector
E07000004,2011,Numbers of Dwellings,,9598,Private Registered Provider
E07000004,2016,Numbers of Dwellings,,10820,Private Registered Provider
E07000004,2013,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000004,2016,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000004,2015,Numbers of Dwellings,,76330,All tenure types
E07000004,2016,Numbers of Dwellings,,77520,All tenure types
E07000004,2016,Numbers of Dwellings,,66290,Private Sector
E07000004,2014,Numbers of Dwellings,,430,Other Public Sector
E07000004,2013,Numbers of Dwellings,,430,Other Public Sector
E07000004,2014,Numbers of Dwellings,,10330,Private Registered Provider
E07000004,2015,Numbers of Dwellings,,410,Other Public Sector
E07000004,2010,Numbers of Dwellings,,61250,Private Sector
E07000177,2013,Numbers of Dwellings,,51910,Private Sector
E07000177,2010,Numbers of Dwellings,,7019,Private Registered Provider
E07000177,2012,Numbers of Dwellings,,7110,Private Registered Provider
E07000177,2014,Numbers of Dwellings,,52290,Private Sector
E07000177,2015,Numbers of Dwellings,,140,Local-Authority (incl. owned by other LAs)
E07000177,2011,Numbers of Dwellings,,325,Other Public Sector
E07000177,2014,Numbers of Dwellings,,330,Other Public Sector
E07000177,2012,Numbers of Dwellings,,330,Other Public Sector
E07000177,2013,Numbers of Dwellings,,59720,All tenure types
E07000177,2013,Numbers of Dwellings,,160,Local-Authority (incl. owned by other LAs)
E07000177,2010,Numbers of Dwellings,,58790,All tenure types
E07000177,2015,Numbers of Dwellings,,61070,All tenure types
E07000177,2016,Numbers of Dwellings,,7610,Private Registered Provider
E07000177,2016,Numbers of Dwellings,,54430,Private Sector
E07000177,2016,Numbers of Dwellings,,330,Other Public Sector
E07000177,2015,Numbers of Dwellings,,53190,Private Sector
E07000177,2014,Numbers of Dwellings,,160,Local-Authority (incl. owned by other LAs)
E07000177,2010,Numbers of Dwellings,,136,Local-Authority (incl. owned by other LAs)
E07000177,2011,Numbers of Dwellings,,59020,All tenure types
E07000177,2013,Numbers of Dwellings,,330,Other Public Sector
E07000177,2010,Numbers of Dwellings,,394,Other Public Sector
E07000177,2014,Numbers of Dwellings,,7350,Private Registered Provider
E07000177,2012,Numbers of Dwellings,,51780,Private Sector
E07000177,2010,Numbers of Dwellings,,51240,Private Sector
E07000177,2014,Numbers of Dwellings,,60130,All tenure types
E07000177,2015,Numbers of Dwellings,,330,Other Public Sector
E07000177,2015,Numbers of Dwellings,,7420,Private Registered Provider
E07000177,2016,Numbers of Dwellings,,62500,All tenure types
E07000177,2012,Numbers of Dwellings,,160,Local-Authority (incl. owned by other LAs)
E07000177,2011,Numbers of Dwellings,,136,Local-Authority (incl. owned by other LAs)
E07000177,2012,Numbers of Dwellings,,59370,All tenure types
E07000177,2016,Numbers of Dwellings,,130,Local-Authority (incl. owned by other LAs)
E07000177,2011,Numbers of Dwellings,,51510,Private Sector
E07000177,2013,Numbers of Dwellings,,7320,Private Registered Provider
E07000177,2011,Numbers of Dwellings,,7044,Private Registered Provider
E06000032,2016,Numbers of Dwellings,,65590,Private Sector
E06000032,2010,Numbers of Dwellings,,3582,Private Registered Provider
E06000032,2011,Numbers of Dwellings,,8180,Local-Authority (incl. owned by other LAs)
E06000032,2012,Numbers of Dwellings,,8120,Local-Authority (incl. owned by other LAs)
E06000032,2011,Numbers of Dwellings,,76010,All tenure types
E06000032,2012,Numbers of Dwellings,,64530,Private Sector
E06000032,2016,Numbers of Dwellings,,7930,Local-Authority (incl. owned by other LAs)
E06000032,2016,Numbers of Dwellings,,4210,Private Registered Provider
E06000032,2014,Numbers of Dwellings,,64760,Private Sector
E06000032,2010,Numbers of Dwellings,,8197,Local-Authority (incl. owned by other LAs)
E06000032,2016,Numbers of Dwellings,,77730,All tenure types
E06000032,2013,Numbers of Dwellings,,8100,Local-Authority (incl. owned by other LAs)
E06000032,2014,Numbers of Dwellings,,4080,Private Registered Provider
E06000032,2013,Numbers of Dwellings,,76730,All tenure types
E06000032,2015,Numbers of Dwellings,,77100,All tenure types
E06000032,2013,Numbers of Dwellings,,4020,Private Registered Provider
E06000032,2014,Numbers of Dwellings,,0,Other Public Sector
E06000032,2010,Numbers of Dwellings,,75800,All tenure types
E06000032,2010,Numbers of Dwellings,,64020,Private Sector
E06000032,2015,Numbers of Dwellings,,0,Other Public Sector
E06000032,2010,Numbers of Dwellings,,0,Other Public Sector
E06000032,2013,Numbers of Dwellings,,0,Other Public Sector
E06000032,2012,Numbers of Dwellings,,76370,All tenure types
E06000032,2015,Numbers of Dwellings,,4150,Private Registered Provider
E06000032,2013,Numbers of Dwellings,,64610,Private Sector
E06000032,2015,Numbers of Dwellings,,8010,Local-Authority (incl. owned by other LAs)
E06000032,2012,Numbers of Dwellings,,3720,Private Registered Provider
E06000032,2011,Numbers of Dwellings,,64090,Private Sector
E06000032,2011,Numbers of Dwellings,,3740,Private Registered Provider
E06000032,2016,Numbers of Dwellings,,0,Other Public Sector
E06000032,2011,Numbers of Dwellings,,0,Other Public Sector
E06000032,2014,Numbers of Dwellings,,8080,Local-Authority (incl. owned by other LAs)
E06000032,2015,Numbers of Dwellings,,64940,Private Sector
E06000032,2012,Numbers of Dwellings,,0,Other Public Sector
E06000032,2014,Numbers of Dwellings,,76910,All tenure types
E06000010,2016,Numbers of Dwellings,,24510,Local-Authority (incl. owned by other LAs)
E06000010,2010,Numbers of Dwellings,,81590,Private Sector
E06000010,2012,Numbers of Dwellings,,116870,All tenure types
E06000010,2013,Numbers of Dwellings,,8460,Private Registered Provider
E06000010,2015,Numbers of Dwellings,,84280,Private Sector
E06000010,2014,Numbers of Dwellings,,25350,Local-Authority (incl. owned by other LAs)
E06000010,2011,Numbers of Dwellings,,228,Other Public Sector
E06000010,2015,Numbers of Dwellings,,240,Other Public Sector
E06000010,2010,Numbers of Dwellings,,115800,All tenure types
E06000010,2014,Numbers of Dwellings,,83260,Private Sector
E06000010,2016,Numbers of Dwellings,,85070,Private Sector
E06000010,2016,Numbers of Dwellings,,118700,All tenure types
E06000010,2010,Numbers of Dwellings,,6892,Private Registered Provider
E06000010,2012,Numbers of Dwellings,,8440,Private Registered Provider
E06000010,2014,Numbers of Dwellings,,8510,Private Registered Provider
E06000010,2013,Numbers of Dwellings,,240,Other Public Sector
E06000010,2011,Numbers of Dwellings,,8219,Private Registered Provider
E06000010,2013,Numbers of Dwellings,,117110,All tenure types
E06000010,2015,Numbers of Dwellings,,24970,Local-Authority (incl. owned by other LAs)
E06000010,2012,Numbers of Dwellings,,82510,Private Sector
E06000010,2014,Numbers of Dwellings,,117350,All tenure types
E06000010,2010,Numbers of Dwellings,,192,Other Public Sector
E06000010,2015,Numbers of Dwellings,,118150,All tenure types
E06000010,2012,Numbers of Dwellings,,240,Other Public Sector
E06000010,2010,Numbers of Dwellings,,27126,Local-Authority (incl. owned by other LAs)
E06000010,2011,Numbers of Dwellings,,82250,Private Sector
E06000010,2014,Numbers of Dwellings,,240,Other Public Sector
E06000010,2012,Numbers of Dwellings,,25690,Local-Authority (incl. owned by other LAs)
E06000010,2011,Numbers of Dwellings,,25799,Local-Authority (incl. owned by other LAs)
E06000010,2011,Numbers of Dwellings,,116500,All tenure types
E06000010,2013,Numbers of Dwellings,,82920,Private Sector
E06000010,2016,Numbers of Dwellings,,8880,Private Registered Provider
E06000010,2015,Numbers of Dwellings,,8660,Private Registered Provider
E06000010,2013,Numbers of Dwellings,,25490,Local-Authority (incl. owned by other LAs)
E06000010,2016,Numbers of Dwellings,,240,Other Public Sector
E09000002,2010,Numbers of Dwellings,,19241,Local-Authority (incl. owned by other LAs)
E09000002,2010,Numbers of Dwellings,,0,Other Public Sector
E09000002,2010,Numbers of Dwellings,,70950,All tenure types
E09000002,2012,Numbers of Dwellings,,71430,All tenure types
E09000002,2016,Numbers of Dwellings,,4730,Private Registered Provider
E09000002,2013,Numbers of Dwellings,,48860,Private Sector
E09000002,2013,Numbers of Dwellings,,19020,Local-Authority (incl. owned by other LAs)
E09000002,2015,Numbers of Dwellings,,4430,Private Registered Provider
E09000002,2012,Numbers of Dwellings,,19140,Local-Authority (incl. owned by other LAs)
E09000002,2016,Numbers of Dwellings,,0,Other Public Sector
E09000002,2014,Numbers of Dwellings,,4160,Private Registered Provider
E09000002,2014,Numbers of Dwellings,,50070,Private Sector
E09000002,2015,Numbers of Dwellings,,0,Other Public Sector
E09000002,2011,Numbers of Dwellings,,48190,Private Sector
E09000002,2016,Numbers of Dwellings,,73910,All tenure types
E09000002,2014,Numbers of Dwellings,,72670,All tenure types
E09000002,2012,Numbers of Dwellings,,0,Other Public Sector
E09000002,2016,Numbers of Dwellings,,18120,Local-Authority (incl. owned by other LAs)
E09000002,2015,Numbers of Dwellings,,18510,Local-Authority (incl. owned by other LAs)
E09000002,2012,Numbers of Dwellings,,48410,Private Sector
E09000002,2010,Numbers of Dwellings,,3542,Private Registered Provider
E09000002,2015,Numbers of Dwellings,,73180,All tenure types
E09000002,2013,Numbers of Dwellings,,71940,All tenure types
E09000002,2010,Numbers of Dwellings,,48160,Private Sector
E09000002,2012,Numbers of Dwellings,,3870,Private Registered Provider
E09000002,2011,Numbers of Dwellings,,19173,Local-Authority (incl. owned by other LAs)
E09000002,2015,Numbers of Dwellings,,50250,Private Sector
E09000002,2011,Numbers of Dwellings,,3717,Private Registered Provider
E09000002,2014,Numbers of Dwellings,,0,Other Public Sector
E09000002,2013,Numbers of Dwellings,,0,Other Public Sector
E09000002,2011,Numbers of Dwellings,,71080,All tenure types
E09000002,2013,Numbers of Dwellings,,4060,Private Registered Provider
E09000002,2014,Numbers of Dwellings,,18430,Local-Authority (incl. owned by other LAs)
E09000002,2011,Numbers of Dwellings,,0,Other Public Sector
E09000002,2016,Numbers of Dwellings,,51070,Private Sector
E07000202,2014,Numbers of Dwellings,,4800,Private Registered Provider
E07000202,2016,Numbers of Dwellings,,5000,Private Registered Provider
E07000202,2010,Numbers of Dwellings,,45840,Private Sector
E07000202,2013,Numbers of Dwellings,,160,Other Public Sector
E07000202,2012,Numbers of Dwellings,,160,Other Public Sector
E07000202,2013,Numbers of Dwellings,,8110,Local-Authority (incl. owned by other LAs)
E07000202,2014,Numbers of Dwellings,,46840,Private Sector
E07000202,2013,Numbers of Dwellings,,46650,Private Sector
E07000202,2010,Numbers of Dwellings,,4570,Private Registered Provider
E07000202,2012,Numbers of Dwellings,,4730,Private Registered Provider
E07000202,2015,Numbers of Dwellings,,47120,Private Sector
E07000202,2012,Numbers of Dwellings,,46530,Private Sector
E07000202,2011,Numbers of Dwellings,,46370,Private Sector
E07000202,2010,Numbers of Dwellings,,160,Other Public Sector
E07000202,2014,Numbers of Dwellings,,59850,All tenure types
E07000202,2010,Numbers of Dwellings,,58760,All tenure types
E07000202,2011,Numbers of Dwellings,,59300,All tenure types
E07000202,2015,Numbers of Dwellings,,160,Other Public Sector
E07000202,2012,Numbers of Dwellings,,8160,Local-Authority (incl. owned by other LAs)
E07000202,2011,Numbers of Dwellings,,160,Other Public Sector
E07000202,2016,Numbers of Dwellings,,47620,Private Sector
E07000202,2012,Numbers of Dwellings,,59580,All tenure types
E07000202,2011,Numbers of Dwellings,,8174,Local-Authority (incl. owned by other LAs)
E07000202,2013,Numbers of Dwellings,,4770,Private Registered Provider
E07000202,2011,Numbers of Dwellings,,4599,Private Registered Provider
E07000202,2015,Numbers of Dwellings,,60320,All tenure types
E07000202,2016,Numbers of Dwellings,,60810,All tenure types
E07000202,2016,Numbers of Dwellings,,8040,Local-Authority (incl. owned by other LAs)
E07000202,2015,Numbers of Dwellings,,7990,Local-Authority (incl. owned by other LAs)
E07000202,2010,Numbers of Dwellings,,8184,Local-Authority (incl. owned by other LAs)
E07000202,2014,Numbers of Dwellings,,8050,Local-Authority (incl. owned by other LAs)
E07000202,2013,Numbers of Dwellings,,59680,All tenure types
E07000202,2015,Numbers of Dwellings,,5050,Private Registered Provider
E07000202,2016,Numbers of Dwellings,,160,Other Public Sector
E07000202,2014,Numbers of Dwellings,,160,Other Public Sector
E07000203,2015,Numbers of Dwellings,,43570,All tenure types
E07000203,2016,Numbers of Dwellings,,39090,Private Sector
E07000203,2011,Numbers of Dwellings,,37290,Private Sector
E07000203,2013,Numbers of Dwellings,,37850,Private Sector
E07000203,2014,Numbers of Dwellings,,38350,Private Sector
E07000203,2014,Numbers of Dwellings,,3390,Local-Authority (incl. owned by other LAs)
E07000203,2015,Numbers of Dwellings,,3350,Local-Authority (incl. owned by other LAs)
E07000203,2012,Numbers of Dwellings,,3420,Local-Authority (incl. owned by other LAs)
E07000203,2012,Numbers of Dwellings,,0,Other Public Sector
E07000203,2016,Numbers of Dwellings,,43880,All tenure types
E07000203,2013,Numbers of Dwellings,,1350,Private Registered Provider
E07000203,2010,Numbers of Dwellings,,0,Other Public Sector
E07000203,2012,Numbers of Dwellings,,1220,Private Registered Provider
E07000203,2016,Numbers of Dwellings,,0,Other Public Sector
E07000203,2013,Numbers of Dwellings,,42610,All tenure types
E07000203,2015,Numbers of Dwellings,,38800,Private Sector
E07000203,2014,Numbers of Dwellings,,43160,All tenure types
E07000203,2011,Numbers of Dwellings,,3418,Local-Authority (incl. owned by other LAs)
E07000203,2010,Numbers of Dwellings,,41530,All tenure types
E07000203,2010,Numbers of Dwellings,,1180,Private Registered Provider
E07000203,2015,Numbers of Dwellings,,0,Other Public Sector
E07000203,2010,Numbers of Dwellings,,36920,Private Sector
E07000203,2014,Numbers of Dwellings,,0,Other Public Sector
E07000203,2016,Numbers of Dwellings,,1520,Private Registered Provider
E07000203,2010,Numbers of Dwellings,,3431,Local-Authority (incl. owned by other LAs)
E07000203,2013,Numbers of Dwellings,,0,Other Public Sector
E07000203,2013,Numbers of Dwellings,,3410,Local-Authority (incl. owned by other LAs)
E07000203,2014,Numbers of Dwellings,,1430,Private Registered Provider
E07000203,2012,Numbers of Dwellings,,42310,All tenure types
E07000203,2015,Numbers of Dwellings,,1430,Private Registered Provider
E07000203,2011,Numbers of Dwellings,,41920,All tenure types
E07000203,2011,Numbers of Dwellings,,1214,Private Registered Provider
E07000203,2011,Numbers of Dwellings,,0,Other Public Sector
E07000203,2016,Numbers of Dwellings,,3260,Local-Authority (incl. owned by other LAs)
E07000203,2012,Numbers of Dwellings,,37680,Private Sector
E07000205,2015,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000205,2013,Numbers of Dwellings,,58920,All tenure types
E07000205,2016,Numbers of Dwellings,,53640,Private Sector
E07000205,2015,Numbers of Dwellings,,59570,All tenure types
E07000205,2014,Numbers of Dwellings,,59140,All tenure types
E07000205,2014,Numbers of Dwellings,,52760,Private Sector
E07000205,2010,Numbers of Dwellings,,6292,Private Registered Provider
E07000205,2014,Numbers of Dwellings,,6380,Private Registered Provider
E07000205,2012,Numbers of Dwellings,,6280,Private Registered Provider
E07000205,2011,Numbers of Dwellings,,6323,Private Registered Provider
E07000205,2014,Numbers of Dwellings,,0,Other Public Sector
E07000205,2015,Numbers of Dwellings,,53140,Private Sector
E07000205,2012,Numbers of Dwellings,,58600,All tenure types
E07000205,2012,Numbers of Dwellings,,52320,Private Sector
E07000205,2011,Numbers of Dwellings,,52010,Private Sector
E07000205,2015,Numbers of Dwellings,,0,Other Public Sector
E07000205,2012,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000205,2016,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000205,2010,Numbers of Dwellings,,51810,Private Sector
E07000205,2010,Numbers of Dwellings,,0,Other Public Sector
E07000205,2012,Numbers of Dwellings,,0,Other Public Sector
E07000205,2013,Numbers of Dwellings,,0,Other Public Sector
E07000205,2014,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000205,2016,Numbers of Dwellings,,0,Other Public Sector
E07000205,2013,Numbers of Dwellings,,6330,Private Registered Provider
E07000205,2010,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000205,2011,Numbers of Dwellings,,0,Other Public Sector
E07000205,2016,Numbers of Dwellings,,6490,Private Registered Provider
E07000205,2013,Numbers of Dwellings,,52590,Private Sector
E07000205,2010,Numbers of Dwellings,,58100,All tenure types
E07000205,2015,Numbers of Dwellings,,6430,Private Registered Provider
E07000205,2011,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000205,2011,Numbers of Dwellings,,58330,All tenure types
E07000205,2013,Numbers of Dwellings,,0,Local-Authority (incl. owned by other LAs)
E07000205,2016,Numbers of Dwellings,,60130,All tenure types
E07000206,2014,Numbers of Dwellings,,55080,All tenure types
E07000206,2014,Numbers of Dwellings,,0,Other Public Sector
E07000206,2013,Numbers of Dwellings,,0,Other Public Sector
E07000206,2015,Numbers of Dwellings,,2970,Private Registered Provider
E07000206,2012,Numbers of Dwellings,,4550,Local-Authority (incl. owned by other LAs)
E07000206,2016,Numbers of Dwellings,,0,Other Public Sector
E07000206,2016,Numbers of Dwellings,,55350,All tenure types
E07000206,2012,Numbers of Dwellings,,47360,Private Sector
E07000206,2016,Numbers of Dwellings,,2990,Private Registered Provider
E07000206,2014,Numbers of Dwellings,,47600,Private Sector
E07000206,2010,Numbers of Dwellings,,4508,Local-Authority (incl. owned by other LAs)
E07000206,2015,Numbers of Dwellings,,0,Other Public Sector
E07000206,2013,Numbers of Dwellings,,2950,Private Registered Provider
E07000206,2014,Numbers of Dwellings,,2940,Private Registered Provider
E07000206,2012,Numbers of Dwellings,,2840,Private Registered Provider
E07000206,2010,Numbers of Dwellings,,54340,All tenure types
E07000206,2012,Numbers of Dwellings,,0,Other Public Sector
E07000206,2011,Numbers of Dwellings,,4584,Local-Authority (incl. owned by other LAs)
E07000206,2010,Numbers of Dwellings,,0,Other Public Sector
E07000206,2011,Numbers of Dwellings,,2793,Private Registered Provider
E07000206,2010,Numbers of Dwellings,,2718,Private Registered Provider
E07000206,2011,Numbers of Dwellings,,0,Other Public Sector
E07000206,2015,Numbers of Dwellings,,55210,All tenure types
E07000206,2016,Numbers of Dwellings,,47870,Private Sector
E07000206,2015,Numbers of Dwellings,,4510,Local-Authority (incl. owned by other LAs)
E07000206,2011,Numbers of Dwellings,,54560,All tenure types
E07000206,2010,Numbers of Dwellings,,47120,Private Sector
E07000206,2013,Numbers of Dwellings,,47430,Private Sector
E07000206,2013,Numbers of Dwellings,,54910,All tenure types
E07000206,2011,Numbers of Dwellings,,47180,Private Sector
E07000206,2016,Numbers of Dwellings,,4490,Local-Authority (incl. owned by other LAs)
E07000206,2014,Numbers of Dwellings,,4540,Local-Authority (incl. owned by other LAs)
E07000206,2012,Numbers of Dwellings,,54750,All tenure types
E07000206,2015,Numbers of Dwellings,,47730,Private Sector
E07000206,2013,Numbers of Dwellings,,4540,Local-Authority (incl. owned by other LAs)
E07000149,2014,Numbers of Dwellings,,10,Local-Authority (incl. owned by other LAs)
E07000149,2015,Numbers of Dwellings,,57670,All tenure types
E07000149,2010,Numbers of Dwellings,,53970,All tenure types
E07000149,2016,Numbers of Dwellings,,58430,All tenure types
E07000149,2015,Numbers of Dwellings,,10,Local-Authority (incl. owned by other LAs)
E07000149,2011,Numbers of Dwellings,,6270,Private Registered Provider
E07000149,2012,Numbers of Dwellings,,48840,Private Sector
E07000149,2010,Numbers of Dwellings,,11,Local-Authority (incl. owned by other LAs)
E07000149,2010,Numbers of Dwellings,,47680,Private Sector
E07000149,2014,Numbers of Dwellings,,49990,Private Sector
E07000149,2015,Numbers of Dwellings,,10,Other Public Sector
E07000149,2013,Numbers of Dwellings,,55960,All tenure types
E07000149,2012,Numbers of Dwellings,,10,Local-Authority (incl. owned by other LAs)
E07000149,2010,Numbers of Dwellings,,6259,Private Registered Provider
E07000149,2013,Numbers of Dwellings,,20,Other Public Sector
E07000149,2016,Numbers of Dwellings,,51580,Private Sector
E07000149,2016,Numbers of Dwellings,,10,Local-Authority (incl. owned by other LAs)
E07000149,2011,Numbers of Dwellings,,25,Other Public Sector
E07000149,2014,Numbers of Dwellings,,20,Other Public Sector
E07000149,2011,Numbers of Dwellings,,11,Local-Authority (incl. owned by other LAs)
E07000149,2016,Numbers of Dwellings,,6840,Private Registered Provider
E07000149,2015,Numbers of Dwellings,,50930,Private Sector
E07000149,2014,Numbers of Dwellings,,56640,All tenure types
E07000149,2014,Numbers of Dwellings,,6620,Private Registered Provider
E07000149,2010,Numbers of Dwellings,,25,Other Public Sector
E07000149,2013,Numbers of Dwellings,,6490,Private Registered Provider
E07000149,2011,Numbers of Dwellings,,48310,Private Sector
E07000149,2011,Numbers of Dwellings,,54620,All tenure types
E07000149,2013,Numbers of Dwellings,,49440,Private Sector
E07000149,2012,Numbers of Dwellings,,30,Other Public Sector
E07000149,2016,Numbers of Dwellings,,10,Other Public Sector
E07000149,2012,Numbers of Dwellings,,6410,Private Registered Provider
E07000149,2013,Numbers of Dwellings,,10,Local-Authority (incl. owned by other LAs)
E07000149,2012,Numbers of Dwellings,,55290,All tenure types
E07000149,2015,Numbers of Dwellings,,6720,Private Registered Provider
E07000143,2014,Numbers of Dwellings,,370,Other Public Sector
E07000143,2015,Numbers of Dwellings,,370,Other Public Sector
E07000143,2013,Numbers of Dwellings,,58100,All tenure types
E07000143,2014,Numbers of Dwellings,,49950,Private Sector
E07000143,2016,Numbers of Dwellings,,10,Local-Authority (incl. owned by other LAs)
E07000143,2012,Numbers of Dwellings,,57770,All tenure types
E07000143,2010,Numbers of Dwellings,,383,Other Public Sector
E07000143,2016,Numbers of Dwellings,,370,Other Public Sector
E07000143,2010,Numbers of Dwellings,,7872,Private Registered Provider
E07000143,2013,Numbers of Dwellings,,49530,Private Sector
E07000143,2013,Numbers of Dwellings,,10,Local-Authority (incl. owned by other LAs)
E07000143,2014,Numbers of Dwellings,,8200,Private Registered Provider
E07000143,2015,Numbers of Dwellings,,59010,All tenure types
E07000143,2014,Numbers of Dwellings,,10,Local-Authority (incl. owned by other LAs)
E07000143,2015,Numbers of Dwellings,,8270,Private Registered Provider
E07000143,2016,Numbers of Dwellings,,59630,All tenure types
E07000143,2010,Numbers of Dwellings,,48970,Private Sector
E07000143,2011,Numbers of Dwellings,,49040,Private Sector
E07000143,2012,Numbers of Dwellings,,49320,Private Sector
E07000143,2011,Numbers of Dwellings,,8020,Private Registered Provider
E07000143,2015,Numbers of Dwellings,,50370,Private Sector
E07000143,2013,Numbers of Dwellings,,370,Other Public Sector
