
"Population estimates - local authority based by single year of age"
"ONS Crown Copyright Reserved [from Nomis on 30 March 2023]"
"Gender     :","Total"
"Age        :","Age 0 - 4"

"local authority: county / unitary (as of April 2021)","mnemonic","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Rutland","E06000017",1806,1840,1834,1743,1776,1784,1769,1830,1858,1855,1861,1776,1637
"Derbyshire","E10000007",41302,41745,41705,42161,41950,41823,41636,41184,40693,40208,39928,39320,38156
"Leicestershire","E10000018",35013,35712,36096,36535,36624,36610,36749,36814,36687,36916,37025,36513,35674
"Lincolnshire","E10000019",36238,37369,37665,38823,39379,39876,40382,40566,40197,39873,38985,37798,35615
"Nottinghamshire","E10000024",43540,44420,45265,46063,46345,46419,46171,45678,45346,44888,44171,43061,41763
"North Northamptonshire","E06000061",20153,20758,21193,21589,21646,21720,21652,21877,21811,21644,21320,20894,20132
"West Northamptonshire","E06000062",24222,24682,25044,25498,25423,25411,25522,25630,25757,25693,25435,25080,23937
"Herefordshire, County of","E06000019",9154,9287,9557,9797,9903,9919,9854,9586,9466,9337,9120,8929,8371
"Shropshire","E06000051",15111,15416,15732,15680,15436,15416,15097,15034,15120,15034,14857,14788,14351
"Stoke-on-Trent","E06000021",16890,16957,17168,17504,17455,17762,17877,17921,17640,17135,16665,16391,15493
"Telford and Wrekin","E06000020",10810,11027,11426,11479,11454,11429,11287,11160,11103,11022,10844,10789,10506
"Staffordshire","E10000028",45315,45796,46134,46202,46089,45611,45347,44957,44684,44389,44086,43948,43535
"Warwickshire","E10000031",30404,30858,31364,31562,31532,31488,31591,31486,31476,31584,31870,31789,31076
"Birmingham","E08000025",81472,82032,82111,83876,84650,84899,85462,85939,85190,83536,81611,79650,74256
"Coventry","E08000026",21206,21956,22585,23199,23571,23768,23783,23706,23295,23068,22757,22395,20278
"Dudley","E08000027",18395,18767,18861,19083,19299,19622,19541,19382,19405,19102,18768,18466,18058
"Sandwell","E08000028",22186,22693,22843,23557,24078,23931,24165,24457,24286,23772,23396,22938,22005
"Solihull","E08000029",11279,11381,11658,11945,12079,12330,12435,12481,12335,12393,12281,12069,11607
"Walsall","E08000030",17859,18089,18328,18615,18735,18872,19074,19381,19446,19650,19501,19265,18097
"Wolverhampton","E08000031",16007,16356,16828,17364,17493,17984,18122,18195,18041,18026,17784,17336,16240
"Worcestershire","E10000034",30821,30834,31135,31498,31827,31817,31899,32070,31867,31348,31114,30504,29391
"Bedford","E06000055",9720,10052,10102,10478,10709,10890,11046,11336,11273,11509,11460,11385,11074
"Central Bedfordshire","E06000056",15648,15903,16117,16627,16964,17186,17586,17739,17724,17751,17971,18161,17853
"Luton","E06000032",16290,16481,16691,16976,17109,17479,17966,18100,17827,17547,17208,17037,15853
"Peterborough","E06000031",13181,13640,14044,14730,15141,15545,15914,16258,16063,15931,15470,14977,14096
"Southend-on-Sea","E06000033",10664,10973,11250,11382,11396,11419,11401,11464,11329,11304,11103,10781,10085
"Thurrock","E06000034",11496,11739,12097,12243,12147,12371,12756,12947,13032,13195,13282,13104,12164
"Cambridgeshire","E10000003",35334,36177,36952,37724,38119,38346,38538,38498,37831,37295,36563,36107,34436
"Essex","E10000012",80018,81505,81996,83652,84433,85135,85905,86459,86169,85981,85618,84837,82893
"Hertfordshire","E10000015",70503,72492,74492,76559,76964,77675,77159,76720,75406,74764,73714,72864,69749
"Norfolk","E10000020",44180,45378,46580,47469,47680,47896,47919,47739,47149,46256,45540,44201,42193
"Suffolk","E10000029",40709,41414,42365,42622,42121,42463,42328,41766,41441,40624,40103,39083,37067
"Camden","E09000007",12901,13020,13161,13822,14137,14289,14523,14358,14056,14039,14108,14174,10045
"City of London","E09000001",210,227,233,275,287,333,378,363,381,435,462,474,205
"Hackney","E09000012",19112,19339,19055,19615,20092,20450,20624,20880,20689,20326,20239,19708,16245
"Hammersmith and Fulham","E09000013",11504,11721,11853,11910,11941,11840,11592,11521,11389,11404,11161,10930,9022
"Haringey","E09000014",18599,18513,18019,18330,18462,18793,18919,19247,18993,18586,17953,17426,14925
"Islington","E09000019",11997,12312,12298,12681,12987,13161,13404,13318,13265,13127,12944,12953,11194
"Kensington and Chelsea","E09000020",9417,9486,9138,9111,9083,8973,8961,8711,8351,8223,8243,8064,6129
"Lambeth","E09000022",20386,20796,20666,21040,20943,20688,20525,20380,19740,19213,18526,17904,15116
"Lewisham","E09000023",21281,21862,22062,22412,22686,22942,22841,22746,22356,21814,21515,20877,18955
"Newham","E09000025",25689,25737,25559,26788,27519,28304,29005,29546,28678,28254,27217,26893,23856
"Southwark","E09000028",20586,20496,20913,21477,21800,21745,21817,21591,21085,20500,19976,19471,16050
"Tower Hamlets","E09000030",18304,18952,18826,19902,21194,21760,22136,22293,22170,22208,21978,21883,19012
"Wandsworth","E09000032",20598,21284,21761,22197,22739,23067,22975,22713,22345,21875,21585,20980,18646
"Westminster","E09000033",11997,12423,12732,13457,13747,13772,13920,13676,13273,13692,13543,13634,8529
"Barking and Dagenham","E09000002",17409,18265,18697,19157,19567,19598,19599,20015,19887,19519,19097,18910,17053
"Barnet","E09000003",24749,25669,26264,27228,27228,27445,27167,27137,26621,26512,26258,26103,23914
"Bexley","E09000004",14630,15051,15277,15671,15671,16043,16192,16219,15904,15989,15785,15633,14860
"Brent","E09000005",21766,22230,22569,23195,23662,24254,24630,25169,24981,24582,24046,23790,19931
"Bromley","E09000006",19512,20026,20189,20768,21065,21463,21450,21710,21492,21559,21068,20708,19282
"Croydon","E09000008",25603,26716,28066,28605,28635,28673,28601,28652,28390,27974,27681,27372,25022
"Ealing","E09000009",24562,25154,25544,26174,26379,26578,26655,26303,25523,24600,24304,23652,21288
"Enfield","E09000010",23440,24204,24664,25043,25053,25233,25513,25108,24650,24321,23867,23300,20992
"Greenwich","E09000011",20185,20795,21095,21541,21790,21873,22285,22493,22375,21953,21499,21016,18890
"Harrow","E09000015",15459,15865,15993,16594,17026,17475,17570,17935,17713,17745,17842,17832,15569
"Havering","E09000016",13476,13689,13810,14330,14813,15571,16184,17035,17224,17370,17367,17167,16372
"Hillingdon","E09000017",19130,19615,19969,20997,21623,22202,22659,23005,22647,22489,22102,21569,19692
"Hounslow","E09000018",18678,19308,19842,20795,21060,21263,21417,21328,20738,20363,19922,19526,17917
"Kingston upon Thames","E09000021",10447,10687,11094,11495,11628,11738,11875,11698,11504,11291,11065,10700,9485
"Merton","E09000024",14409,14801,15004,15530,15844,16001,16040,15978,15363,14994,14660,14413,13392
"Redbridge","E09000026",20256,21097,21829,22287,22633,22915,23115,23130,22885,22744,22507,22342,21089
"Richmond upon Thames","E09000027",13122,13680,14083,14477,14510,14438,13828,13487,12982,12624,12401,11800,10954
"Sutton","E09000029",12425,12691,12870,13434,13706,13910,14187,14205,13923,13754,13519,13266,12607
"Waltham Forest","E09000031",20155,20617,20944,21558,21878,21858,22137,22452,22175,21802,21564,21329,18916
"Bracknell Forest","E06000036",7579,7808,8078,8192,8251,8151,8022,7739,7455,7417,7267,7291,7141
"Brighton and Hove","E06000043",14816,15013,15092,15270,15272,15053,14926,14739,14156,13768,13331,12987,11654
"Isle of Wight","E06000046",6408,6503,6422,6553,6614,6743,6805,6723,6613,6462,6220,5891,5570
"Medway","E06000035",16684,17037,17284,17829,18028,18353,18551,18723,18566,18494,18326,18085,17283
"Milton Keynes","E06000042",18148,19171,19976,20275,20479,20520,20354,20126,19374,19048,18676,18180,17670
"Portsmouth","E06000044",12388,13004,13588,13565,13622,13639,13580,13388,13125,12735,12212,11839,11201
"Reading","E06000038",11024,11589,11976,12282,12387,12553,12468,12250,12133,11632,11289,11096,10103
"Slough","E06000039",11699,12413,12872,13096,13170,13260,13198,13222,13021,12827,12654,12415,11584
"Southampton","E06000045",14302,14852,15515,15871,16159,16250,16444,16367,16032,15766,15396,14941,13719
"West Berkshire","E06000037",9692,9902,10098,10144,10014,9818,9684,9498,9145,8980,8801,8559,8207
"Windsor and Maidenhead","E06000040",8837,9284,9331,9436,9311,9259,8985,8958,8743,8678,8615,8383,7974
"Wokingham","E06000041",9673,9864,10078,10256,10370,10299,10172,10128,9951,9822,9901,9912,9832
"Buckinghamshire","E06000060",30879,31266,31918,32683,32800,32774,33302,33200,32610,32404,32239,31715,30893
"East Sussex","E10000011",26455,27137,27558,28115,28264,28292,28363,27918,27493,27106,26591,25934,24897
"Hampshire","E10000014",74461,76129,77418,78723,78630,78512,77780,76895,75659,74388,73245,72193,70838
"Kent","E10000016",85457,87816,89286,90833,91301,91654,91834,91790,91399,91425,90879,89537,87055
"Oxfordshire","E10000025",39322,40216,41150,41710,41676,41499,41078,40358,39534,39398,39432,39216,37780
"Surrey","E10000030",68310,70535,71698,73205,73453,73620,73025,72511,71020,70074,69446,67995,65336
"West Sussex","E10000032",44434,45668,46670,47683,47874,48019,47948,47850,47194,46821,46159,45420,44330
"Bath and North East Somerset","E06000022",8962,9050,9231,9327,9462,9468,9564,9587,9486,9426,9314,9333,9011
"Bristol, City of","E06000023",27640,28575,29644,30692,30940,31068,30812,30687,29800,28994,28366,27646,25672
"Cornwall","E06000052",26362,27010,27565,28269,28873,29165,29506,29309,28787,28270,27683,26912,25435
"Isles of Scilly","E06000053",112,109,106,95,101,106,115,105,109,101,92,71,100
"North Somerset","E06000024",11408,11702,11721,11976,12114,12125,12032,11929,11731,11491,11317,11087,10590
"Plymouth","E06000026",14638,15053,15376,15698,15876,16056,16010,15847,15308,14969,14630,14232,13151
"Bournemouth, Christchurch and Poole","E06000058",19512,20225,20975,21680,21739,21870,21927,21961,21334,20863,20275,19750,18799
"South Gloucestershire","E06000025",15425,15731,16021,16205,16212,16228,16362,16234,16300,16325,16303,16253,15992
"Swindon","E06000030",13513,13861,14162,14671,14855,15078,15144,15079,14770,14479,14152,13815,13551
"Torbay","E06000027",6719,6774,6799,6930,7052,7259,7355,7354,7178,6918,6733,6414,6001
"Wiltshire","E06000054",26967,27749,28514,28794,28536,28610,28342,28164,27686,27307,26778,26196,25409
"Devon","E10000008",36340,36922,37514,38285,38537,38811,38596,38258,37711,37314,36774,36152,35213
"Dorset","E06000059",16953,17188,17262,17354,17325,17299,17186,16982,16578,16279,15875,15482,15011
"Gloucestershire","E10000013",32387,33009,33527,34062,34271,34650,34808,35114,34766,34617,34149,33405,32078
"Somerset","E10000027",27824,28308,28853,29437,29512,29644,29649,29591,29226,29004,28483,27784,26990
"Isle of Anglesey","W06000001",3714,3835,3896,4014,4011,4022,3904,3789,3684,3600,3421,3323,3151
"Gwynedd","W06000002",6537,6756,6746,6760,6687,6579,6404,6331,6067,5980,5802,5691,5310
"Conwy","W06000003",5693,5805,5848,5850,5876,5869,5769,5689,5589,5467,5358,5232,4991
"Denbighshire","W06000004",5171,5250,5393,5417,5421,5483,5458,5271,5211,5094,4984,4920,4754
"Flintshire","W06000005",8836,9034,9312,9216,8973,8896,8597,8435,8373,8289,8160,7967,7575
"Wrexham","W06000006",8376,8550,8872,8919,8881,8716,8489,8122,7981,7808,7581,7321,6909
"Powys","W06000023",6521,6481,6561,6584,6426,6385,6331,6081,6089,6008,5959,5834,5697
"Ceredigion","W06000008",3282,3384,3432,3362,3358,3373,3371,3234,3174,3108,3024,2877,2687
"Pembrokeshire","W06000009",6525,6597,6711,6823,6699,6581,6471,6223,6097,6017,5904,5719,5546
"Carmarthenshire","W06000010",9901,10002,10350,10339,10189,10110,9942,9791,9621,9615,9488,9259,8906
"Swansea","W06000011",12867,12991,13084,13251,13232,13180,13239,13201,12806,12578,12285,11995,11338
"Neath Port Talbot","W06000012",7736,7716,7661,7747,7668,7706,7718,7738,7597,7606,7496,7223,6926
"Bridgend","W06000013",7775,7792,7819,8018,8072,8172,8206,8114,7992,7986,7804,7636,7293
"Vale of Glamorgan","W06000014",7221,7395,7374,7412,7293,7231,7121,7091,7130,7216,7195,7003,6806
"Cardiff","W06000015",20886,21714,22416,22976,23065,23053,22945,22533,21921,21505,20916,20417,18883
"Rhondda Cynon Taff","W06000016",14202,14299,14504,14630,14656,14483,14290,14073,13872,13622,13393,13049,12386
"Merthyr Tydfil","W06000024",3522,3547,3623,3683,3655,3603,3693,3748,3719,3718,3658,3494,3281
"Caerphilly","W06000018",10822,11120,11244,11099,10889,10750,10607,10516,10373,10197,9917,9611,9107
"Blaenau Gwent","W06000019",3927,3976,4001,4033,4022,3997,3887,3807,3738,3739,3689,3639,3473
"Torfaen","W06000020",5424,5407,5374,5423,5449,5472,5353,5291,5264,5207,5191,5105,4964
"Monmouthshire","W06000021",4513,4570,4640,4568,4557,4404,4366,4270,4249,4175,4096,4021,3932
"Newport","W06000022",9105,9332,9594,9725,9698,9610,9761,9913,10162,10168,10221,10005,9668
"Aberdeen City","S12000033",11269,11598,11627,12148,12253,12298,12270,12206,12023,11751,11716,11434,10897
"Aberdeenshire","S12000034",14152,14621,15155,15322,15373,15409,15191,14966,14660,14564,14283,13766,13167
"Angus","S12000041",5919,5973,5953,5921,5886,5919,5936,5792,5697,5552,5375,5223,5034
"Argyll and Bute","S12000035",4041,4070,4114,4115,4085,3961,3878,3848,3692,3610,3487,3336,3263
"Clackmannanshire","S12000005",2965,2981,2924,2926,2887,2857,2847,2855,2792,2686,2618,2499,2423
"Dumfries and Galloway","S12000006",7587,7614,7679,7479,7298,7133,6952,6780,6640,6488,6356,6229,6133
"Dundee City","S12000042",8008,7966,7872,8147,8251,8176,8151,7991,7767,7510,7411,7210,6923
"East Ayrshire","S12000008",6628,6726,6771,6890,6841,6710,6764,6704,6470,6349,6253,6069,5865
"East Dunbartonshire","S12000045",5074,5063,5140,5219,5133,5275,5439,5463,5648,5619,5511,5412,5306
"East Lothian","S12000010",5764,5832,5951,6029,5925,5843,5844,5737,5585,5651,5657,5568,5481
"East Renfrewshire","S12000011",4852,4817,4995,4963,5093,5257,5263,5284,5285,5185,5103,5032,4862
"City of Edinburgh","S12000036",24474,25293,26371,27060,27109,27033,26992,26510,26011,25309,24574,23772,22867
"Na h-Eileanan Siar","S12000013",1350,1335,1331,1297,1263,1267,1236,1231,1247,1199,1124,1106,1045
"Falkirk","S12000014",9196,9359,9377,9345,9154,8947,8790,8663,8371,8175,7952,7723,7504
"Fife","S12000047",20483,20733,20867,21002,20767,20478,20300,19806,19405,18956,18541,17873,17300
"Glasgow City","S12000049",32809,33247,33290,34269,34745,35022,35346,34877,34204,33646,33048,31901,30765
"Highland","S12000017",12233,12457,12628,12521,12190,11872,11837,11702,11376,11176,10939,10481,10163
"Inverclyde","S12000018",4218,4154,4188,4112,4051,4030,3915,3810,3702,3579,3509,3373,3258
"Midlothian","S12000019",4714,4865,4931,5136,5220,5351,5530,5657,5718,5821,5847,5683,5540
"Moray","S12000020",4928,5096,5230,5103,5007,4953,4877,4781,4689,4522,4426,4367,4262
"North Ayrshire","S12000021",7494,7437,7435,7386,7204,7033,6960,6785,6516,6442,6170,6048,5776
"North Lanarkshire","S12000050",20423,20443,20495,20308,19968,19484,19226,19031,18601,18329,18158,17759,17192
"Orkney Islands","S12000023",1055,1088,1107,1101,1072,1031,1025,984,982,966,986,978,983
"Perth and Kinross","S12000048",7143,7244,7377,7367,7239,7158,7272,7181,7064,6897,6799,6551,6439
"Renfrewshire","S12000038",9524,9522,9568,9598,9546,9435,9344,9294,9183,9022,8891,8863,8540
"Scottish Borders","S12000026",5824,5870,5720,5714,5758,5811,5778,5770,5646,5486,5307,5147,4988
"Shetland Islands","S12000027",1312,1375,1381,1353,1380,1348,1317,1290,1279,1195,1189,1130,1067
"South Ayrshire","S12000028",5449,5415,5540,5477,5403,5360,5334,5214,5185,5097,5007,4755,4594
"South Lanarkshire","S12000029",17514,17554,17378,17473,17301,17125,17318,17040,16999,16803,16686,16380,16218
"Stirling","S12000030",4495,4524,4371,4399,4375,4348,4420,4438,4336,4294,4195,4072,3890
"West Dunbartonshire","S12000039",5246,5255,5281,5292,5205,5106,5046,4949,4829,4626,4549,4400,4186
"West Lothian","S12000040",11363,11393,11539,11318,11061,10827,10776,10599,10504,10357,10048,9666,9506
"Antrim and Newtownabbey","N09000001",9560,9714,9825,9832,9647,9426,9278,9218,8949,8790,8688,8535,8220
"Armagh City, Banbridge and Craigavon","N09000002",14597,14957,15274,15437,15456,15383,15331,15367,15172,15102,14968,14654,14041
"Belfast","N09000003",21186,21840,22635,23331,23435,23337,23332,22984,22474,22047,21674,21097,19559
"Causeway Coast and Glens","N09000004",8702,8734,8944,8917,8834,8769,8891,8800,8640,8474,8381,8151,7882
"Derry City and Strabane","N09000005",10445,10646,10812,10991,10840,10681,10664,10619,10365,10270,10133,9834,9226
"Fermanagh and Omagh","N09000006",7639,7883,7946,8006,7934,7814,7709,7730,7695,7793,7731,7559,7288
"Lisburn and Castlereagh","N09000007",8595,8902,9134,9218,9057,9052,9070,8949,8942,9054,9093,8923,9011
"Mid and East Antrim","N09000008",8248,8252,8253,8195,8087,8057,8048,8052,8042,8043,7915,7756,7568
"Mid Ulster","N09000009",10233,10506,10814,10830,10999,11038,10921,10944,10978,10889,10790,10697,10601
"Newry, Mourne and Down","N09000010",12439,12754,13005,13097,13050,12983,12883,13000,12842,12624,12520,12251,11648
"Ards and North Down","N09000011",9310,9402,9452,9470,9334,9241,9189,9106,8902,8650,8476,8279,7988



