LA_order,New_geog_code,geog_l,geog_c,geog_n,CLA_Mar2015,CLA_Mar2016,CLA_Mar2017,CLA_Mar2018,CLA_Mar2019,CLA_Pop2014,CLA_Pop2015,CLA_Pop2016,CLA_Pop2017,CLA_Pop2018,CLA_Rate2015,CLA_Rate2016,CLA_Rate2017,CLA_Rate2018,CLA_Rate2019,CLA_2015,CLA_2016,CLA_2017,CLA_2018,CLA_2019,CLA_stp2015,CLA_stp2016,CLA_stp2017,CLA_stp2018,CLA_stp2019,CLA_male,CLA_female,CLA_male_pc,CLA_female_pc,CLA_U1,CLA_1to4,CLA_5to9,CLA_10to15,CLA_16over,CLA_U1_pc,CLA_1to4_pc,CLA_5to9_pc,CLA_10to15_pc,CLA_16over_pc,CLA_White,CLA_Mixed,CLA_Asian,CLA_Black,CLA_EOTH,CLA_Oth,CLA_White_pc,CLA_Mixed_pc,CLA_Asian_pc,CLA_Black_pc,CLA_EOTH_pc,CLA_Oth_pc,CLA_Fost,CLA_Adopt,CLA_Parent,CLA_Ocom,CLA_Secure,CLA_Ores,CLA_RSch,CLA_OthPl,CLA_Fost_pc,CLA_Adopt_pc,CLA_Parent_pc,CLA_OCom_pc,CLA_Secure_pc,CLA_Ores_pc,CLA_RSch_pc,CLA_OthPl_pc,CLA_ICO,CLA_FCO,CLA_FrAd,CLA_PlaceO,CLA_S20,CLA_CPG,CLA_YJLS,CLA_ICO_pc,CLA_FCO_pc,CLA_FrAd_pc,CLA_PlaceO_pc,CLA_S20_pc,CLA_CPG_pc,CLA_YJLS_pc,CLA_UASC2015,CLA_UASC2016,CLA_UASC2017,CLA_UASC2018,CLA_UASC2019,CLA_UASC2015_pc,CLA_UASC2016_pc,CLA_UASC2017_pc,CLA_UASC2018_pc,CLA_UASC2019_pc,CLA_OwnP,CLA_OthLA,CLA_OthPP,CLA_Priv,CLA_Vol,CLA_Par,CLA_Nrep,CLA_OwnP_pc,CLA_OthLA_pc,CLA_OthPP_pc,CLA_Priv_pc,CLA_Vol_pc,CLA_Par_pc,CLA_Nrep_pc,CLA_LTE20,CLA_GT20,CLA_NoInfo,CLA_InLA,CLA_OutLA,CLA_InLA_LTE20,CLA_OutLA_LTE20,CLA_InLA_GT20,CLA_OutLA_GT20,CLA_InLA_NoInfo,CLA_OutLA_NoInfo,CLA_LAPl,CLA_IntPl,CLA_ExtPl,CLA_NetGain,CLA_LTE20_pc,CLA_GT20_pc,CLA_NoInfo_pc,CLA_InLA_pc,CLA_OutLA_pc,CLA_InLA_LTE20_pc,CLA_OutLA_LTE20_pc,CLA_InLA_GT20_pc,CLA_OutLA_GT20_pc,CLA_InLA_NoInfo_pc,CLA_OutLA_NoInfo_pc,CLA_IntPl_pc,CLA_ExtPl_pc,CLA_3_Pl,CLA_3_Pl_pc,CLA_2andhalfyears,CLA_SamePl_2years,CLA_SamePl_2years_pc,CLA_NewPl_All_Place,CLA_NewPl_InLA_LTE20,CLA_NewPl_OutLA_LTE20,CLA_NewPl_InLA_GT20,CLA_NewPl_OutLA_GT20,CLA_NewPl_NoInfo,CLA_NewPl_InLA_LTE20_pc,CLA_NewPl_OutLA_LTE20_pc,CLA_NewPl_InLA_GT20_pc,CLA_NewPl_OutLA_GT20_pc,CLA_NewPl_NoInfo_pc,CLA_RPC_All_Place,CLA_RPC_CarePlan,CLA_RPC_Resign,CLA_RPC_Alleg,CLA_RPC_Standards,CLA_RPC_Approval,CLA_RPC_CarerBehav,CLA_RPC_CarerOther,CLA_RPC_Custody,CLA_RPC_Child,CLA_RPC_Auth,CLA_RPC_Status,CLA_RPC_Other,CLA_RPC_CarePlan_pc,CLA_RPC_Resign_pc,CLA_RPC_Alleg_pc,CLA_RPC_Standards_pc,CLA_RPC_Approval_pc,CLA_RPC_CarerBehav_pc,CLA_RPC_CarerOther_pc,CLA_RPC_Custody_pc,CLA_RPC_Child_pc,CLA_RPC_Auth_pc,CLA_RPC_Status_pc,CLA_RPC_Other_pc
18,E08000001,LA,350,Bolton,572,561,579,615,642,65677,66123,66745,67433,67670,87,85,87,91,95,740,732,760,778,811,14,7,c,c,c,337,305,52,48,50,119,142,243,88,8,19,22,38,14,520,34,14,33,13,28,81,5,2,5,2,4,452,25,90,c,58,c,c,0,70,4,14,c,9,c,c,0,121,391,0,61,69,0,0,19,61,0,10,11,0,0,c,c,8,9,9,c,c,1,1,1,409,c,c,98,23,90,0,64,c,c,15,4,14,0,581,47,14,460,182,446,135,c,46,c,c,666,460,206,24,90,7,2,0,28,69,21,c,7,c,c,69,31,53,8,266,208,78,614,371,148,c,79,c,60,24,c,13,c,413,c,0,c,c,0,0,c,0,0,0,108,296,c,0,c,c,0,0,c,0,0,0,26,72
19,E08000002,LA,351,Bury,293,307,350,333,335,42524,42623,42828,43113,43142,69,72,82,77,78,436,401,454,474,455,16,15,15,14,11,172,163,51,49,18,50,71,132,64,5,15,21,39,19,258,47,18,6,6,0,77,14,5,2,2,0,222,c,52,c,41,c,0,8,66,c,16,c,12,c,0,2,64,223,0,c,24,0,c,19,67,0,c,7,0,c,c,c,13,10,6,c,c,4,3,2,170,0,c,92,12,52,c,51,0,c,27,4,16,c,297,32,6,198,137,191,106,c,30,c,c,431,198,233,96,89,10,2,0,41,57,32,c,9,c,c,46,54,43,13,121,85,70,345,170,130,c,31,c,49,38,c,9,c,218,60,c,7,c,c,42,6,0,17,c,20,53,28,c,3,c,c,19,3,0,8,c,9,24
27,E08000003,LA,352,Manchester,1310,1252,1169,1258,1290,114749,117425,120048,121182,121962,114,107,97,104,106,1855,1716,1696,1722,1774,7,c,c,c,0,721,569,56,44,56,154,224,552,304,4,12,17,43,24,698,239,96,201,50,6,54,19,7,16,4,-,908,30,130,81,119,c,c,7,70,2,10,6,9,c,c,1,196,839,0,70,178,0,7,15,65,0,5,14,0,1,23,34,49,68,82,2,3,4,5,6,541,c,9,533,67,130,c,42,c,1,41,5,10,c,1090,119,81,573,717,529,561,c,118,43,c,871,573,298,-419,84,9,6,0,56,41,43,c,9,3,c,66,34,131,10,490,328,67,1417,605,538,c,145,c,43,38,c,10,c,883,145,c,6,20,c,75,51,c,38,14,78,446,16,c,1,2,c,8,6,c,4,2,9,51
28,E08000004,LA,353,Oldham,389,418,488,551,512,57653,58295,58876,59069,59416,67,72,83,93,86,559,579,627,755,745,c,c,c,c,c,245,267,48,52,30,87,108,206,81,6,17,21,40,16,360,66,50,26,c,c,70,13,10,5,c,c,369,c,68,0,54,c,c,0,72,c,13,0,11,c,c,0,66,373,0,42,c,0,c,13,73,0,8,c,0,c,c,c,7,7,c,c,c,1,1,c,336,16,c,79,c,68,0,66,3,c,15,c,13,0,460,c,c,296,216,293,167,c,c,c,c,529,296,233,17,90,c,c,58,42,57,33,c,c,c,c,56,44,61,12,190,131,69,548,337,142,c,61,c,61,26,c,11,c,345,172,c,6,0,c,50,51,c,14,c,19,25,50,c,2,0,c,14,15,c,4,c,6,7
29,E08000005,LA,354,Rochdale,527,482,458,497,568,50559,50836,51441,52128,52689,104,95,89,95,108,697,675,611,651,700,48,38,0,0,0,329,239,58,42,28,99,106,225,110,5,17,19,40,19,423,59,46,c,27,c,74,10,8,c,5,c,384,37,45,40,56,6,0,0,68,7,8,7,10,1,0,0,85,357,0,63,c,0,c,15,63,0,11,c,0,c,c,c,8,9,22,c,c,2,2,4,302,c,c,160,42,45,0,53,c,c,28,7,8,0,470,76,22,321,247,308,162,c,74,c,11,606,321,285,38,83,13,4,0,43,54,29,c,13,c,2,53,47,46,8,205,146,71,537,281,131,c,99,c,52,24,c,18,c,326,95,c,c,11,c,51,19,0,20,c,49,68,29,c,c,3,c,16,6,0,6,c,15,21
30,E08000006,LA,355,Salford,587,554,519,572,583,53057,53813,54870,55657,56566,111,103,95,103,103,794,772,745,731,760,34,39,29,24,27,346,237,59,41,23,105,123,223,109,4,18,21,38,19,466,24,12,26,45,10,80,4,2,4,8,2,379,17,73,18,77,6,0,13,65,3,13,3,13,1,0,2,82,404,0,c,59,0,c,14,69,0,c,10,0,c,7,11,9,19,18,1,2,2,3,3,367,c,c,109,10,73,13,63,c,c,19,2,13,2,531,32,20,352,231,341,190,0,32,11,9,475,352,123,-108,91,5,3,0,40,58,33,0,5,2,2,74,26,67,11,230,153,67,570,317,164,c,c,43,56,29,c,c,8,367,143,c,c,c,0,44,23,c,32,c,47,61,39,c,c,c,0,12,6,c,9,c,13,17
33,E08000007,LA,356,Stockport,291,293,330,362,361,61481,61831,62369,62912,63141,47,47,53,58,57,434,435,442,519,515,c,c,c,c,c,198,163,55,45,20,52,84,136,69,6,14,23,38,19,309,29,6,c,c,9,86,8,2,c,c,2,227,c,42,0,58,c,c,16,63,c,12,0,16,c,c,4,53,226,0,c,61,c,c,15,63,0,c,17,c,c,0,c,8,c,c,0,c,2,c,c,213,c,c,70,c,42,16,59,c,c,19,c,12,4,316,c,c,233,128,227,89,c,36,c,c,528,233,295,167,88,c,c,65,35,63,25,c,10,c,c,44,56,50,14,110,81,74,462,278,124,6,44,10,60,27,1,10,2,435,250,c,0,c,0,55,19,c,17,c,70,15,57,c,0,c,0,13,4,c,4,c,16,3
34,E08000008,LA,357,Tameside,417,428,515,616,664,48781,48980,49402,49645,50223,85,87,104,124,132,556,543,643,757,864,6,c,0,0,0,366,298,55,45,27,106,151,272,108,4,16,23,41,16,576,23,27,29,9,0,87,3,4,4,1,0,441,21,65,c,104,c,0,17,66,3,10,c,16,c,0,3,130,420,0,c,64,c,c,20,63,0,c,10,c,c,0,0,c,9,6,0,0,c,1,1,316,c,c,234,17,65,17,48,c,c,35,3,10,3,583,74,7,389,275,384,199,c,71,c,c,631,389,242,-33,88,11,1,0,41,58,30,c,11,c,c,62,38,76,11,198,153,77,693,363,218,c,100,c,52,31,c,14,c,434,94,0,c,14,c,72,33,c,27,c,47,129,22,0,c,3,c,17,8,c,6,c,11,30
35,E08000009,LA,358,Trafford,334,331,384,383,417,53738,54179,55006,55642,56087,62,61,70,69,74,428,432,462,512,538,24,c,0,0,0,218,199,52,48,19,61,81,187,69,5,15,19,45,17,323,44,9,27,7,7,77,11,2,6,2,2,300,c,63,15,31,c,0,0,72,c,15,4,7,c,0,0,67,287,0,14,49,0,0,16,69,0,3,12,0,0,0,0,8,c,7,0,0,2,c,2,255,9,0,82,8,63,0,61,2,0,20,2,15,0,383,26,8,269,148,263,120,c,24,c,c,442,269,173,25,92,6,2,0,35,63,29,c,6,c,c,61,39,37,9,156,102,65,401,232,124,0,34,11,58,31,0,8,3,241,42,0,13,c,0,30,16,0,12,c,49,73,17,0,5,c,0,12,7,0,5,c,20,30
37,E08000010,LA,359,Wigan,504,483,446,479,448,67795,67610,67933,68076,68388,74,71,66,70,66,643,661,621,625,628,c,0,0,0,0,262,186,58,42,19,50,86,214,79,4,11,19,48,18,404,23,c,c,12,0,90,5,c,c,3,0,305,18,64,c,54,c,0,0,68,4,14,c,12,c,0,0,32,340,0,31,45,0,0,7,76,0,7,10,0,0,0,c,c,10,10,0,c,c,2,2,294,c,c,68,16,64,0,66,c,c,15,4,14,0,400,38,10,336,112,329,71,c,37,c,c,591,336,255,143,89,8,2,0,25,73,16,c,8,c,c,57,43,48,11,206,145,70,476,335,83,0,43,15,70,17,0,9,3,317,71,c,10,c,c,60,31,0,9,0,37,88,22,c,3,c,c,19,10,0,3,0,12,28
40,E08000016,LA,370,Barnsley,240,278,291,310,301,49469,49642,49857,50185,50727,49,56,58,62,59,354,408,407,419,415,0,c,c,c,c,174,127,58,42,25,53,66,110,47,8,18,22,37,16,290,c,0,0,c,0,96,c,0,0,c,0,237,20,9,c,21,c,0,c,79,7,3,c,7,c,0,c,69,153,0,59,20,0,0,23,51,0,20,7,0,0,c,c,c,c,c,c,c,c,c,c,187,c,c,83,15,9,c,62,c,c,28,5,3,c,264,c,c,210,91,204,60,c,29,c,c,387,210,177,86,88,c,c,70,30,68,20,c,10,c,c,54,46,33,11,92,59,64,275,191,44,0,c,c,69,16,0,c,c,164,75,c,0,c,0,22,19,0,c,c,22,19,46,c,0,c,0,13,12,0,c,c,13,12
43,E08000017,LA,371,Doncaster,479,484,514,569,533,65179,65333,65598,65867,66448,73,74,78,86,80,659,656,695,759,773,11,c,c,c,c,291,242,55,45,27,81,84,245,96,5,15,16,46,18,490,20,9,c,8,c,92,4,2,c,2,c,391,11,11,c,91,c,c,22,73,2,2,c,17,c,c,4,107,318,0,33,75,0,0,20,60,0,6,14,0,0,0,c,11,12,8,0,c,2,2,2,0,c,0,218,278,c,22,0,c,0,41,52,c,4,420,104,9,324,209,313,107,c,100,7,c,588,324,264,55,79,20,2,0,39,59,20,c,19,1,c,55,45,65,12,177,119,67,600,369,92,c,124,c,62,15,c,21,c,397,80,0,c,10,c,88,34,0,15,7,53,104,20,0,c,3,c,22,9,0,4,2,13,26
51,E08000018,LA,372,Rotherham,407,431,487,620,642,56420,56366,56610,56947,57196,72,76,86,109,112,561,616,686,806,884,36,40,33,21,12,350,292,55,45,49,95,132,256,110,8,15,21,40,17,524,53,35,15,9,6,82,8,5,2,1,1,455,c,44,35,76,c,0,0,71,c,7,5,12,c,0,0,188,342,0,70,c,0,c,29,53,0,11,c,0,c,c,c,c,6,9,c,c,c,1,1,215,c,c,303,73,44,0,33,c,c,47,11,7,0,500,130,12,275,367,272,228,c,129,c,c,413,275,138,-229,78,20,2,0,57,42,36,c,20,c,c,67,33,84,13,150,96,64,778,383,231,c,144,c,49,30,c,19,c,513,144,c,c,6,c,67,32,c,16,22,160,57,28,c,c,1,c,13,6,c,3,4,31,11
52,E08000019,LA,373,Sheffield,532,531,585,628,627,115195,115877,116295,116703,117497,46,46,50,54,53,793,785,829,872,889,c,0,0,0,c,337,290,54,46,41,83,109,242,152,7,13,17,39,24,419,106,36,50,c,c,67,17,6,8,c,c,461,27,30,30,72,7,0,0,74,4,5,5,11,1,0,0,138,358,0,c,73,0,c,22,57,0,c,12,0,c,14,23,31,31,25,3,4,5,5,4,363,9,6,179,40,30,0,58,1,1,29,6,5,0,529,68,30,411,216,388,141,c,64,19,c,593,411,182,-34,84,11,5,0,34,62,22,c,10,3,c,69,31,62,10,171,128,75,694,469,129,c,62,c,68,19,c,9,c,449,240,c,c,c,0,55,29,c,34,7,24,45,53,c,c,c,0,12,6,c,8,2,5,10
41,E08000032,LA,380,Bradford,878,847,926,986,1159,138951,139867,140973,141606,142005,63,61,66,70,82,1168,1179,1196,1263,1471,9,c,0,0,0,579,580,50,50,67,213,244,425,210,6,18,21,37,18,768,168,138,27,19,39,66,14,12,2,2,3,788,25,158,70,109,c,c,0,68,2,14,6,9,c,c,0,245,714,0,c,130,c,c,21,62,0,c,11,c,c,6,8,18,24,23,1,1,2,2,2,752,18,7,205,19,158,0,65,2,1,18,2,14,0,996,121,42,902,257,865,131,c,117,33,c,1181,902,279,22,86,10,4,0,22,75,11,c,10,3,c,76,24,142,12,388,262,68,1277,948,134,c,134,c,74,10,c,10,c,774,301,6,8,21,10,121,49,0,51,11,43,153,39,1,1,3,1,16,6,0,7,1,6,20
42,E08000033,LA,381,Calderdale,321,298,316,297,335,45651,45761,46097,46168,46021,70,65,69,64,73,413,405,413,390,409,0,0,0,0,0,178,157,53,47,18,63,62,133,59,5,19,19,40,18,271,19,15,0,21,9,81,6,4,0,6,3,236,c,27,19,36,c,0,c,70,c,8,6,11,c,0,c,49,223,0,36,27,0,0,15,67,0,11,8,0,0,0,9,15,16,12,0,3,5,5,4,211,c,0,78,9,27,c,63,c,0,23,3,8,c,277,32,26,213,122,207,70,c,30,c,22,368,213,155,33,83,10,8,0,36,62,21,c,9,c,7,58,42,23,7,124,84,68,302,194,46,c,c,35,64,15,c,c,12,186,60,c,c,6,0,15,11,c,12,c,36,35,32,c,c,3,0,8,6,c,6,c,19,19
46,E08000034,LA,382,Kirklees,621,654,698,673,622,98317,98730,99134,99815,100174,63,66,70,67,62,853,878,975,921,819,26,20,c,c,c,342,280,55,45,34,98,126,236,128,5,16,20,38,21,460,91,47,10,14,0,74,15,8,2,2,0,464,20,44,0,85,c,0,c,75,3,7,0,14,c,0,c,96,442,0,44,c,0,c,15,71,0,7,c,0,c,c,7,13,11,11,c,1,2,2,2,340,7,c,185,38,44,c,55,1,c,30,6,7,c,511,96,15,347,275,331,180,7,89,9,6,518,347,171,-104,82,15,2,0,44,53,29,1,14,1,1,67,33,40,6,260,185,71,500,260,138,12,61,29,52,28,2,12,6,355,113,7,6,c,0,45,20,c,14,c,46,94,32,2,2,c,0,13,6,c,4,c,13,26
47,E08000035,LA,383,Leeds,1256,1239,1252,1268,1288,160476,162588,164819,166268,168176,78,76,76,76,77,1734,1633,1651,1672,1649,59,41,25,19,16,717,571,56,44,68,205,245,509,261,5,16,19,40,20,923,194,47,89,35,0,72,15,4,7,3,0,1023,c,85,66,82,c,0,0,79,c,7,5,6,c,0,0,157,923,0,c,132,c,c,12,72,0,c,10,c,c,16,38,45,54,60,1,3,4,4,5,876,c,c,276,c,85,0,68,c,c,21,c,7,0,1078,148,62,910,378,858,220,c,143,47,c,1248,910,338,-40,84,11,5,0,29,67,17,c,11,4,c,73,27,139,11,511,350,68,1401,955,189,c,170,c,68,13,c,12,c,998,221,c,c,12,c,64,53,c,23,11,262,339,22,c,c,1,c,6,5,c,2,1,26,34
53,E08000036,LA,384,Wakefield,495,478,521,559,609,69152,69654,70499,71639,72893,72,69,74,78,84,694,663,650,742,810,112,99,12,94,92,340,269,56,44,47,128,113,216,105,8,21,19,35,17,490,22,12,8,77,0,80,4,2,1,13,0,411,22,66,35,53,22,0,0,67,4,11,6,9,4,0,0,160,315,0,61,73,0,0,26,52,0,10,12,0,0,13,18,23,22,31,3,4,4,4,5,318,c,c,182,36,66,0,52,c,c,30,6,11,0,471,107,31,364,245,348,123,c,103,c,19,550,364,186,-59,77,18,5,0,40,57,20,c,17,c,3,66,34,68,11,213,143,67,699,434,109,c,109,c,62,16,c,16,c,471,261,c,c,c,0,17,12,0,12,10,62,90,55,c,c,c,0,4,3,0,3,2,13,19
5,E08000037,LA,390,Gateshead,337,343,380,395,380,40057,39840,40030,39780,39605,84,86,95,99,96,550,539,534,552,560,25,22,17,15,12,213,167,56,44,27,47,84,161,61,7,12,22,42,16,344,16,c,9,c,c,91,4,c,2,c,c,316,15,11,c,32,c,c,0,83,4,3,c,8,c,c,0,43,261,0,27,49,0,0,11,69,0,7,13,0,0,0,c,10,6,c,0,c,3,2,c,315,c,c,37,14,c,0,83,c,c,10,4,c,0,348,c,c,205,175,205,143,0,c,0,c,325,205,120,-55,92,c,c,54,46,54,38,0,c,0,c,63,37,36,9,129,102,79,380,216,129,0,c,c,57,34,0,c,c,210,70,0,0,0,0,9,c,0,c,0,111,10,33,0,0,0,0,4,c,0,c,0,53,5
8,E08000021,LA,391,Newcastle upon Tyne,503,499,534,570,683,56215,56497,56899,57544,58056,89,88,94,99,118,750,734,781,822,930,11,15,6,0,0,359,324,53,47,45,117,155,252,114,7,17,23,37,17,545,18,35,c,66,c,80,3,5,c,10,c,540,24,29,c,64,12,0,c,79,4,4,c,9,2,0,c,110,318,0,c,193,0,c,16,47,0,c,28,0,c,c,c,6,9,9,c,c,1,2,1,457,c,c,133,49,29,c,67,c,c,19,7,4,c,609,55,19,329,354,323,286,c,54,c,14,442,329,113,-241,89,8,3,0,52,47,42,c,8,c,2,74,26,67,10,153,102,67,753,387,270,c,73,c,51,36,c,10,c,366,86,8,c,c,0,43,28,0,10,c,14,170,23,2,c,c,0,12,8,0,3,c,4,46
9,E08000022,LA,392,North Tyneside,302,291,296,282,307,40487,40407,40595,40877,41360,75,72,73,69,74,440,459,433,426,422,85,86,85,83,73,187,120,61,39,21,41,58,116,71,7,13,19,38,23,284,6,0,c,c,8,93,2,0,c,c,3,241,c,13,0,40,c,0,c,79,c,4,0,13,c,0,c,57,166,0,c,68,0,c,19,54,0,c,22,0,c,0,c,c,c,c,0,c,c,c,c,239,c,c,37,11,13,c,78,c,c,12,4,4,c,278,c,c,204,103,204,74,0,c,0,c,356,204,152,49,91,c,c,66,34,66,24,0,c,0,c,57,43,41,13,93,67,72,379,261,83,c,c,c,69,22,c,c,c,236,60,c,c,c,c,44,26,0,13,c,40,43,25,c,c,c,c,19,11,0,6,c,17,18
12,E08000023,LA,393,South Tyneside,296,292,275,320,306,29302,29194,29498,29609,29920,101,100,93,108,102,431,418,401,405,437,c,c,c,0,0,176,130,58,42,14,50,59,130,53,5,16,19,42,17,275,c,7,15,c,0,90,c,2,5,c,0,237,c,22,c,32,c,c,0,77,c,7,c,10,c,c,0,41,191,0,19,55,0,0,13,62,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0,164,c,0,88,30,c,0,54,c,0,29,10,c,0,276,30,0,178,128,178,98,0,30,0,0,231,178,53,-75,90,10,0,0,42,58,32,0,10,0,0,77,23,17,6,94,71,76,315,198,93,0,c,c,63,30,0,c,c,199,94,c,c,0,0,13,13,0,c,13,37,18,47,c,c,0,0,7,7,0,c,7,19,9
14,E08000024,LA,394,Sunderland,570,547,540,581,595,54484,54332,54255,54444,54563,105,101,100,107,109,786,808,874,890,926,c,c,c,c,c,323,272,54,46,39,103,117,231,105,7,17,20,39,18,568,10,8,c,c,0,95,2,1,c,c,0,406,24,41,6,95,0,0,23,68,4,7,1,16,0,0,4,160,275,0,52,108,0,0,27,46,0,9,18,0,0,0,c,c,c,c,0,c,c,c,c,371,c,c,102,35,41,23,62,c,c,17,6,7,4,531,c,c,406,189,402,129,c,58,c,c,608,406,202,13,89,c,c,68,32,68,22,c,10,c,c,67,33,77,13,154,101,66,929,684,153,c,86,c,74,16,c,9,c,564,360,0,c,6,51,56,14,0,15,c,55,c,64,0,c,1,9,10,2,0,3,c,10,c
156,E06000053,LA,420,Isles of Scilly,0,0,0,0,0,388,386,382,365,368,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,.,.,.,.,.,.,.,0,0,0,0,0,.,.,.,.,.,0,0,0,0,0,0,0,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,0,0,.,0,0,0,0,0,0,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.
149,E06000022,LA,800,Bath and North East Somerset,131,146,160,169,191,34424,34738,35193,35558,35946,38,42,45,48,53,200,191,225,229,255,23,19,c,c,c,104,87,54,46,12,29,34,75,41,6,15,18,39,21,149,26,c,c,7,c,78,14,c,c,4,c,141,11,c,c,6,23,0,c,74,6,c,c,3,12,0,c,40,80,0,26,45,0,0,21,42,0,14,24,0,0,c,c,8,11,8,c,c,5,7,4,80,10,0,77,18,c,c,42,5,0,40,9,c,c,146,37,8,66,125,65,81,c,36,0,c,125,66,59,-66,76,19,4,0,65,34,42,c,19,0,c,53,47,19,10,48,34,71,272,96,108,c,58,c,35,40,c,21,c,212,90,c,0,c,0,29,19,0,12,c,7,46,42,c,0,c,0,14,9,0,6,c,3,22
151,E06000023,LA,801,"Bristol, City of",699,674,684,639,617,91932,92782,93694,93960,94016,76,73,73,68,66,992,1026,980,918,847,0,0,0,0,0,346,271,56,44,23,60,123,263,148,4,10,20,43,24,410,98,25,50,34,0,66,16,4,8,6,0,507,12,19,c,71,c,0,0,82,2,3,c,12,c,0,0,69,397,0,c,102,0,c,11,64,0,c,17,0,c,19,29,42,45,37,3,4,6,7,6,391,9,0,155,43,19,0,63,1,0,25,7,3,0,475,101,41,359,258,324,151,7,94,28,13,469,359,110,-148,77,16,7,0,42,53,24,1,15,5,2,77,23,51,8,243,172,71,659,317,145,9,132,56,48,22,1,20,8,444,109,8,c,c,c,82,46,c,33,7,76,73,25,2,c,c,c,18,10,c,7,2,17,16
157,E06000024,LA,802,North Somerset,232,222,225,236,243,42469,42610,43082,43189,43435,55,52,52,55,56,334,338,325,322,319,0,0,0,0,0,132,111,54,46,11,42,42,89,59,5,17,17,37,24,207,18,c,11,c,c,85,7,c,5,c,c,179,17,c,7,30,c,0,0,74,7,c,3,12,c,0,0,c,123,0,38,45,c,0,c,51,0,16,19,c,0,8,8,11,10,14,3,4,5,4,6,117,16,c,88,15,c,0,48,7,c,36,6,c,0,154,72,17,135,108,127,27,0,72,8,9,218,135,83,-25,63,30,7,0,44,52,11,0,30,3,4,62,38,30,12,70,43,61,289,165,33,0,70,21,57,11,0,24,7,203,16,c,0,c,0,38,25,0,10,c,13,91,8,c,0,c,0,19,12,0,5,c,6,45
161,E06000025,LA,803,South Gloucestershire,174,164,177,193,192,57051,57449,57715,58166,58867,30,29,31,33,33,250,264,256,270,290,33,28,32,32,21,112,80,58,42,13,20,20,80,59,7,10,10,42,31,163,10,c,10,c,c,85,5,c,5,c,c,145,c,12,8,21,c,0,0,76,c,6,4,11,c,0,0,c,86,0,c,57,0,0,c,45,0,c,30,0,0,c,6,13,15,8,c,4,7,8,4,110,c,c,46,21,c,0,57,c,c,24,11,c,0,149,35,8,117,75,114,35,c,34,c,c,303,117,186,111,78,18,4,0,39,59,18,c,18,c,c,39,61,9,5,46,34,74,171,87,32,c,40,c,51,19,c,23,c,82,18,0,0,c,c,19,14,c,c,c,c,15,22,0,0,c,c,23,17,c,c,c,c,18
6,E06000001,LA,805,Hartlepool,165,206,255,278,284,19959,19823,19986,20050,20006,83,104,128,139,142,249,269,336,355,386,12,12,11,10,7,149,135,52,48,15,50,64,116,39,5,18,23,41,14,264,c,6,c,c,c,93,c,2,c,c,c,231,c,16,c,22,c,0,c,81,c,6,c,8,c,0,c,50,186,0,6,42,0,0,18,65,0,2,15,0,0,0,c,10,9,7,0,c,4,3,2,212,c,0,45,c,16,c,75,c,0,16,c,6,c,241,21,22,194,90,190,51,0,21,c,c,293,194,99,9,85,7,8,0,32,67,18,0,7,c,c,66,34,14,5,93,70,75,230,162,42,0,17,9,70,18,0,7,4,121,23,0,c,c,0,20,11,0,c,c,34,20,19,0,c,c,0,17,9,0,c,c,28,17
7,E06000002,LA,806,Middlesbrough,361,377,444,466,519,31782,31948,32175,32396,32513,114,118,138,144,160,524,535,627,623,669,16,15,21,15,10,280,239,54,46,36,96,121,195,71,7,18,23,38,14,440,29,15,28,c,c,85,6,3,5,c,c,360,12,75,c,59,c,0,0,69,2,14,c,11,c,0,0,90,358,0,21,50,0,0,17,69,0,4,10,0,0,0,c,c,c,c,0,c,c,c,c,218,c,c,178,39,75,0,42,c,c,34,8,14,0,460,c,c,237,282,235,225,c,c,c,c,365,237,128,-154,89,c,c,46,54,45,43,c,c,c,c,65,35,43,8,156,104,67,506,233,217,0,c,c,46,43,0,c,c,303,19,c,c,c,0,41,28,0,17,7,101,83,6,c,c,c,0,14,9,0,6,2,33,27
11,E06000003,LA,807,Redcar and Cleveland,183,199,235,283,297,27330,27375,27346,27519,27626,67,73,86,103,108,253,274,320,355,402,c,c,c,0,0,157,140,53,47,19,40,70,107,61,6,13,24,36,21,277,c,c,9,c,0,93,c,c,3,c,0,215,c,26,13,34,c,0,c,72,c,9,4,11,c,0,c,52,193,0,24,28,0,0,18,65,0,8,9,0,0,0,0,6,8,10,0,0,3,3,3,150,c,c,100,c,26,c,51,c,c,34,c,9,c,240,38,19,144,153,134,106,c,35,c,12,238,144,94,-59,81,13,6,0,52,45,36,c,12,c,4,61,39,29,10,85,62,73,328,174,99,c,31,c,53,30,c,9,c,201,42,0,c,0,0,39,17,0,8,c,42,47,21,0,c,0,0,19,8,0,4,c,21,23
