LA_order,New_geog_code,geog_l,geog_c,geog_n,CLA_Mar2015,CLA_Mar2016,CLA_Mar2017,CLA_Mar2018,CLA_Mar2019,CLA_Pop2014,CLA_Pop2015,CLA_Pop2016,CLA_Pop2017,CLA_Pop2018,CLA_Rate2015,CLA_Rate2016,CLA_Rate2017,CLA_Rate2018,CLA_Rate2019,CLA_2015,CLA_2016,CLA_2017,CLA_2018,CLA_2019,CLA_stp2015,CLA_stp2016,CLA_stp2017,CLA_stp2018,CLA_stp2019,CLA_male,CLA_female,CLA_male_pc,CLA_female_pc,CLA_U1,CLA_1to4,CLA_5to9,CLA_10to15,CLA_16over,CLA_U1_pc,CLA_1to4_pc,CLA_5to9_pc,CLA_10to15_pc,CLA_16over_pc,CLA_White,CLA_Mixed,CLA_Asian,CLA_Black,CLA_EOTH,CLA_Oth,CLA_White_pc,CLA_Mixed_pc,CLA_Asian_pc,CLA_Black_pc,CLA_EOTH_pc,CLA_Oth_pc,CLA_Fost,CLA_Adopt,CLA_Parent,CLA_Ocom,CLA_Secure,CLA_Ores,CLA_RSch,CLA_OthPl,CLA_Fost_pc,CLA_Adopt_pc,CLA_Parent_pc,CLA_OCom_pc,CLA_Secure_pc,CLA_Ores_pc,CLA_RSch_pc,CLA_OthPl_pc,CLA_ICO,CLA_FCO,CLA_FrAd,CLA_PlaceO,CLA_S20,CLA_CPG,CLA_YJLS,CLA_ICO_pc,CLA_FCO_pc,CLA_FrAd_pc,CLA_PlaceO_pc,CLA_S20_pc,CLA_CPG_pc,CLA_YJLS_pc,CLA_UASC2015,CLA_UASC2016,CLA_UASC2017,CLA_UASC2018,CLA_UASC2019,CLA_UASC2015_pc,CLA_UASC2016_pc,CLA_UASC2017_pc,CLA_UASC2018_pc,CLA_UASC2019_pc,CLA_OwnP,CLA_OthLA,CLA_OthPP,CLA_Priv,CLA_Vol,CLA_Par,CLA_Nrep,CLA_OwnP_pc,CLA_OthLA_pc,CLA_OthPP_pc,CLA_Priv_pc,CLA_Vol_pc,CLA_Par_pc,CLA_Nrep_pc,CLA_LTE20,CLA_GT20,CLA_NoInfo,CLA_InLA,CLA_OutLA,CLA_InLA_LTE20,CLA_OutLA_LTE20,CLA_InLA_GT20,CLA_OutLA_GT20,CLA_InLA_NoInfo,CLA_OutLA_NoInfo,CLA_LAPl,CLA_IntPl,CLA_ExtPl,CLA_NetGain,CLA_LTE20_pc,CLA_GT20_pc,CLA_NoInfo_pc,CLA_InLA_pc,CLA_OutLA_pc,CLA_InLA_LTE20_pc,CLA_OutLA_LTE20_pc,CLA_InLA_GT20_pc,CLA_OutLA_GT20_pc,CLA_InLA_NoInfo_pc,CLA_OutLA_NoInfo_pc,CLA_IntPl_pc,CLA_ExtPl_pc,CLA_3_Pl,CLA_3_Pl_pc,CLA_2andhalfyears,CLA_SamePl_2years,CLA_SamePl_2years_pc,CLA_NewPl_All_Place,CLA_NewPl_InLA_LTE20,CLA_NewPl_OutLA_LTE20,CLA_NewPl_InLA_GT20,CLA_NewPl_OutLA_GT20,CLA_NewPl_NoInfo,CLA_NewPl_InLA_LTE20_pc,CLA_NewPl_OutLA_LTE20_pc,CLA_NewPl_InLA_GT20_pc,CLA_NewPl_OutLA_GT20_pc,CLA_NewPl_NoInfo_pc,CLA_RPC_All_Place,CLA_RPC_CarePlan,CLA_RPC_Resign,CLA_RPC_Alleg,CLA_RPC_Standards,CLA_RPC_Approval,CLA_RPC_CarerBehav,CLA_RPC_CarerOther,CLA_RPC_Custody,CLA_RPC_Child,CLA_RPC_Auth,CLA_RPC_Status,CLA_RPC_Other,CLA_RPC_CarePlan_pc,CLA_RPC_Resign_pc,CLA_RPC_Alleg_pc,CLA_RPC_Standards_pc,CLA_RPC_Approval_pc,CLA_RPC_CarerBehav_pc,CLA_RPC_CarerOther_pc,CLA_RPC_Custody_pc,CLA_RPC_Child_pc,CLA_RPC_Auth_pc,CLA_RPC_Status_pc,CLA_RPC_Other_pc
134,E06000046,LA,921,Isle of Wight,202,204,228,226,243,25566,25344,25218,25055,24869,79,80,90,90,98,271,271,300,304,297,13,9,c,c,c,130,113,53,47,13,38,58,95,39,5,16,24,39,16,226,8,c,c,c,0,93,3,c,c,c,0,185,c,23,c,26,c,0,0,76,c,9,c,11,c,0,0,35,172,0,c,c,0,0,14,71,0,c,c,0,0,0,0,c,7,6,0,0,c,3,2,145,c,0,72,c,c,0,60,c,0,30,c,c,0,203,27,13,193,50,190,13,c,25,c,c,266,193,73,23,84,11,5,0,21,78,5,c,10,c,c,73,27,24,10,95,59,62,227,177,9,0,24,17,78,4,0,11,7,150,77,c,0,0,0,c,c,0,c,6,18,34,51,c,0,0,0,c,c,0,c,4,12,23
60,E10000019,LA,925,Lincolnshire,633,630,696,656,611,141395,142269,143757,144653,145641,45,44,48,45,42,950,925,958,968,915,116,102,105,122,108,340,271,56,44,60,82,93,233,143,10,13,15,38,23,531,38,c,c,31,c,87,6,c,c,5,c,424,38,31,55,53,c,0,c,69,6,5,9,9,c,0,c,118,316,0,c,114,0,c,19,52,0,c,19,0,c,23,34,33,31,34,4,5,5,5,6,464,8,c,93,8,31,c,76,1,c,15,1,5,c,314,263,34,510,101,302,c,207,56,c,33,980,510,470,369,51,43,6,0,17,49,c,34,9,c,5,52,48,47,8,218,154,71,644,287,11,220,75,51,45,2,34,12,8,378,203,0,c,0,c,26,17,0,15,c,54,48,54,0,c,0,c,7,4,0,4,c,14,13
87,E10000020,LA,926,Norfolk,1073,1045,1107,1182,1188,166914,167859,169052,170025,170810,64,62,65,70,70,1561,1444,1511,1586,1630,22,9,c,c,c,659,529,55,45,77,167,213,474,257,6,14,18,40,22,1009,60,12,44,33,30,85,5,1,4,3,3,891,33,41,0,194,15,c,c,75,3,3,0,16,1,c,c,249,696,0,c,166,0,c,21,59,0,c,14,0,c,9,7,16,27,31,1,1,1,2,3,530,c,c,509,81,41,12,45,c,c,43,7,3,1,724,417,47,931,257,640,84,261,156,30,17,1166,931,235,-22,61,35,4,0,22,54,7,22,13,3,1,80,20,115,10,408,296,73,1266,625,65,292,210,74,49,5,23,17,6,799,135,c,c,8,0,56,18,0,15,c,88,473,17,c,c,1,0,7,2,0,2,c,11,59
61,E10000021,LA,928,Northamptonshire,941,995,1007,1094,1115,160663,162633,165388,167948,170235,59,61,61,65,65,1351,1477,1494,1498,1528,89,76,65,62,53,613,502,55,45,53,185,217,413,247,5,17,19,37,22,861,88,40,56,27,43,77,8,4,5,2,4,797,29,43,95,134,17,0,0,71,3,4,9,12,2,0,0,225,647,0,57,180,c,c,20,58,0,5,16,c,c,100,142,100,98,93,11,14,10,9,8,490,c,c,538,34,43,0,44,c,c,48,3,4,0,774,241,100,834,281,725,49,45,196,64,36,1137,834,303,22,69,22,9,0,25,65,4,4,18,6,3,73,27,130,12,315,203,64,1246,803,45,49,226,123,64,4,4,18,10,780,420,13,c,16,c,124,45,c,35,37,44,37,54,2,c,2,c,16,6,c,4,5,6,5
10,E06000057,LA,929,Northumberland,363,386,406,386,370,59825,59258,58995,58926,59011,61,65,69,66,63,474,566,629,577,529,9,7,c,c,c,196,174,53,47,21,71,72,144,62,6,19,19,39,17,358,c,0,c,c,0,97,c,0,c,c,0,270,18,24,c,39,8,0,c,73,5,6,c,11,2,0,c,80,183,0,c,72,0,c,22,49,0,c,19,0,c,0,0,c,c,0,0,0,c,c,0,255,c,c,55,28,24,c,69,c,c,15,8,6,c,273,79,18,265,105,233,40,32,47,0,18,477,265,212,107,74,21,5,0,28,63,11,9,13,0,5,56,44,44,12,108,72,67,421,254,49,48,38,32,60,12,11,9,8,276,49,c,c,c,c,34,17,0,7,c,18,137,18,c,c,c,c,12,6,0,3,c,7,50
138,E10000025,LA,931,Oxfordshire,510,593,666,684,779,141009,141643,142798,143444,144788,36,42,47,48,54,748,861,937,964,1035,41,31,25,17,13,451,328,58,42,33,94,154,299,199,4,12,20,38,26,574,85,28,47,19,26,74,11,4,6,2,3,540,29,38,56,106,c,c,0,69,4,5,7,14,c,c,0,151,390,0,c,170,0,c,19,50,0,c,22,0,c,42,58,54,57,64,8,10,8,8,8,390,c,c,325,18,38,0,50,c,c,42,2,5,0,413,299,67,484,295,385,28,54,245,45,22,590,484,106,-189,53,38,9,0,38,49,4,7,31,6,3,82,18,72,9,189,133,70,782,406,25,64,207,80,52,3,8,26,10,411,327,0,c,c,0,29,25,0,12,c,6,c,80,0,c,c,0,7,6,0,3,c,1,c
160,E10000027,LA,933,Somerset,487,501,476,517,534,108932,109265,109817,110084,110700,45,46,43,47,48,764,713,727,733,710,12,c,c,c,0,296,238,55,45,31,80,82,203,138,6,15,15,38,26,488,28,8,c,0,c,91,5,1,c,0,c,391,c,18,17,77,15,c,0,73,c,3,3,14,3,c,0,97,306,0,67,c,0,c,18,57,0,13,c,0,c,c,c,14,28,13,c,c,3,5,2,258,c,c,223,19,18,0,48,c,c,42,4,3,0,309,210,15,366,168,270,39,90,120,6,9,575,366,209,41,58,39,3,0,31,51,7,17,22,1,2,64,36,77,14,160,100,63,644,364,35,113,122,10,57,5,18,19,2,444,123,8,c,c,0,73,36,c,27,11,28,125,28,2,c,c,0,16,8,c,6,2,6,28
90,E10000029,LA,935,Suffolk,731,794,830,855,866,151003,151574,152036,152903,152752,48,52,55,56,57,1040,1071,1108,1183,1204,7,c,6,c,c,531,335,61,39,49,79,152,342,244,6,9,18,39,28,692,70,28,35,32,9,80,8,3,4,4,1,626,25,29,113,41,18,c,c,72,3,3,13,5,2,c,c,94,520,0,c,180,0,c,11,60,0,c,21,0,c,26,39,68,72,78,4,5,8,8,9,510,c,c,267,48,29,c,59,c,c,31,6,3,c,438,341,87,702,164,404,34,222,119,76,11,966,702,264,100,51,39,10,0,19,47,4,26,14,9,1,73,27,86,10,260,197,76,1472,716,48,388,174,146,49,3,26,12,10,1118,102,12,c,c,c,74,48,c,18,6,238,610,9,1,c,c,c,7,4,c,2,1,21,55
143,E10000030,LA,936,Surrey,779,867,869,930,973,254701,256602,259248,260305,261905,31,34,34,36,37,1135,1259,1265,1321,1359,c,8,6,c,c,533,440,55,45,37,93,180,370,293,4,10,18,38,30,722,84,52,86,29,0,74,9,5,9,3,0,701,13,11,86,149,c,c,0,72,1,1,9,15,c,c,0,140,495,0,c,287,0,c,14,51,0,c,29,0,c,100,151,142,111,114,13,17,16,12,12,471,c,c,403,77,11,0,48,c,c,41,8,1,0,496,362,115,463,510,389,107,35,327,39,76,743,463,280,-230,51,37,12,0,52,40,11,4,34,4,8,62,38,88,9,250,162,65,983,367,92,30,345,149,37,9,3,35,15,548,98,7,6,c,c,71,37,c,25,8,55,233,18,1,1,c,c,13,7,c,5,1,10,43
77,E10000031,LA,937,Warwickshire,689,762,698,717,722,112324,112720,113271,114422,115928,61,68,62,63,62,996,1049,1003,959,1017,c,c,c,c,c,431,291,60,40,33,119,131,265,174,5,16,18,37,24,554,58,30,37,43,0,77,8,4,5,6,0,538,17,59,62,36,c,0,c,75,2,8,9,5,c,0,c,150,376,0,c,137,c,0,21,52,0,c,19,c,0,46,87,78,66,68,7,11,11,9,9,383,c,c,246,19,59,c,53,c,c,34,3,8,c,493,161,68,422,300,380,113,24,137,18,50,782,422,360,60,68,22,9,0,42,53,16,3,19,2,7,54,46,89,12,224,145,65,939,515,152,40,150,82,55,16,4,16,9,735,50,c,c,0,0,24,8,0,c,0,52,592,7,c,c,0,0,3,1,0,c,0,7,81
145,E10000032,LA,938,West Sussex,644,639,663,704,704,168948,170537,171991,173281,174672,38,37,39,41,40,943,1006,1006,1025,1043,20,14,10,9,6,418,286,59,41,51,80,102,275,196,7,11,14,39,28,532,59,20,44,22,27,76,8,3,6,3,4,474,35,9,11,165,c,c,0,67,5,1,2,23,c,c,0,104,307,0,c,219,c,c,15,44,0,c,31,c,c,36,64,73,69,72,6,10,11,10,10,375,c,c,271,39,9,0,53,c,c,38,6,1,0,431,167,106,529,175,400,31,71,96,58,48,870,529,341,166,61,24,15,0,25,57,4,10,14,8,7,61,39,72,10,181,120,66,923,494,38,84,125,182,54,4,9,14,20,571,416,7,c,c,c,39,c,0,13,0,85,c,73,1,c,c,c,7,c,0,2,0,15,c
