LA_order,New_geog_code,geog_l,geog_c,geog_n,CL_All_17&18,CL_All_17,CL_All_18,CL_Act_EET17&18,CL_Act_EET17,CL_Act_EET18,CL_Act_HE17&18,CL_Act_HE17,CL_Act_HE18,CL_Act_OE17&18,CL_Act_OE17,CL_Act_OE18,CL_Act_TE17&18,CL_Act_TE17,CL_Act_TE18,CL_Act_NEET17&18,CL_Act_NEET17,CL_Act_NEET18,CL_Act_NEET_ill17&18,CL_Act_NEET_ill17,CL_Act_NEET_ill18,CL_Act_NEET_oth17&18,CL_Act_NEET_oth17,CL_Act_NEET_oth18,CL_Act_NEET_preg17&18,CL_Act_NEET_preg17,CL_Act_NEET_preg18,CL_Act_NoInf17&18,CL_Act_NoInf17,CL_Act_NoInf18,CL_Act_EET17&18_pc,CL_Act_EET17_pc,CL_Act_EET18_pc,CL_Act_HE17&18_pc,CL_Act_HE17_pc,CL_Act_HE18_pc,CL_Act_OE17&18_pc,CL_Act_OE17_pc,CL_Act_OE18_pc,CL_Act_TE17&18_pc,CL_Act_TE17_pc,CL_Act_TE18_pc,CL_Act_NEET17&18_pc,CL_Act_NEET17_pc,CL_Act_NEET18_pc,CL_Act_NEET_ill17&18_pc,CL_Act_NEET_ill17_pc,CL_Act_NEET_ill18_pc,CL_Act_NEET_oth17&18_pc,CL_Act_NEET_oth17_pc,CL_Act_NEET_oth18_pc,CL_Act_NEET_preg17&18_pc,CL_Act_NEET_preg17_pc,CL_Act_NEET_preg18_pc,CL_Act_NoInf17&18_pc,CL_Act_NoInf17_pc,CL_Act_NoInf18_pc,CL_Acc_Total_SUIT17&18,CL_Acc_Total_SUIT17,CL_Acc_Total_SUIT18,CL_Acc_SUIT17&18,CL_Acc_SUIT17,CL_Acc_SUIT18,CL_Acc_NotSUIT17&18,CL_Acc_NotSUIT17,CL_Acc_NotSUIT18,CL_Acc_NoSUITInfo17&18,CL_Acc_NoSUITInfo17,CL_Acc_NoSUITInfo18,CL_Acc_SUIT17&18_pc,CL_Acc_SUIT17_pc,CL_Acc_SUIT18_pc,CL_Acc_NotSUIT17&18_pc,CL_Acc_NotSUIT17_pc,CL_Acc_NotSUIT18_pc,CL_Acc_NoSUITInfo17&18_pc,CL_Acc_NoSUITInfo17_pc,CL_Acc_NoSUITInfo18_pc,CL_Acc_P17&18,CL_Acc_P17,CL_Acc_P18,CL_Acc_CH17&18,CL_Acc_CH17,CL_Acc_CH18,CL_Acc_SITA17&18,CL_Acc_SITA17,CL_Acc_SITA18,CL_Acc_SL17&18,CL_Acc_SL17,CL_Acc_SL18,CL_Acc_GA17&18,CL_Acc_GA17,CL_Acc_GA18,CL_Acc_Dep17&18,CL_Acc_Dep17,CL_Acc_Dep18,CL_Acc_OL17&18,CL_Acc_OL17,CL_Acc_OL18,CL_Acc_NK17&18,CL_Acc_NK17,CL_Acc_NK18,CL_Acc_NFA17&18,CL_Acc_NFA17,CL_Acc_NFA18,CL_Acc_F17&18,CL_Acc_F17,CL_Acc_F18,CL_Acc_IL17&18,CL_Acc_IL17,CL_Acc_IL18,CL_Acc_EA17&18,CL_Acc_EA17,CL_Acc_EA18,CL_Acc_BB17&18,CL_Acc_BB17,CL_Acc_BB18,CL_Acc_Cust17&18,CL_Acc_Cust17,CL_Acc_Cust18,CL_Acc_FFC17&18,CL_Acc_FFC17,CL_Acc_FFC18,CL_Acc_OTH17&18,CL_Acc_OTH17,CL_Acc_OTH18,CL_Acc_NoInf17&18,CL_Acc_NoInf17,CL_Acc_NoInf18,CL_Acc_P17&18_pc,CL_Acc_P17_pc,CL_Acc_P18_pc,CL_Acc_CH17&18_pc,CL_Acc_CH17_pc,CL_Acc_CH18_pc,CL_Acc_SITA17&18_pc,CL_Acc_SITA17_pc,CL_Acc_SITA18_pc,CL_Acc_SL17&18_pc,CL_Acc_SL17_pc,CL_Acc_SL18_pc,CL_Acc_GA17&18_pc,CL_Acc_GA17_pc,CL_Acc_GA18_pc,CL_Acc_Dep17&18_pc,CL_Acc_Dep17_pc,CL_Acc_Dep18_pc,CL_Acc_OL17&18_pc,CL_Acc_OL17_pc,CL_Acc_OL18_pc,CL_Acc_NK17&18_pc,CL_Acc_NK17_pc,CL_Acc_NK18_pc,CL_Acc_NFA17&18_pc,CL_Acc_NFA17_pc,CL_Acc_NFA18_pc,CL_Acc_F17&18_pc,CL_Acc_F17_pc,CL_Acc_F18_pc,CL_Acc_IL17&18_pc,CL_Acc_IL17_pc,CL_Acc_IL18_pc,CL_Acc_EA17&18_pc,CL_Acc_EA17_pc,CL_Acc_EA18_pc,CL_Acc_BB17&18_pc,CL_Acc_BB17_pc,CL_Acc_BB18_pc,CL_Acc_Cust17&18_pc,CL_Acc_Cust17_pc,CL_Acc_Cust18_pc,CL_Acc_FFC17&18_pc,CL_Acc_FFC17_pc,CL_Acc_FFC18_pc,CL_Acc_OTH17&18_pc,CL_Acc_OTH17_pc,CL_Acc_OTH18_pc,CL_Acc_NoInf17&18_pc,CL_Acc_NoInf17_pc,CL_Acc_NoInf18_pc,CL_InTouch_IT17&18,CL_InTouch_IT17,CL_InTouch_IT18,CL_InTouch_Refu17&18,CL_InTouch_Refu17,CL_InTouch_Refu18,CL_InTouch_NoServ17&18,CL_InTouch_NoServ17,CL_InTouch_NoServ18,CL_InTouch_Not17&18,CL_InTouch_Not17,CL_InTouch_Not18,CL_InTouch_IT17&18_pc,CL_InTouch_IT17_pc,CL_InTouch_IT18_pc,CL_InTouch_Refu17&18_pc,CL_InTouch_Refu17_pc,CL_InTouch_Refu18_pc,CL_InTouch_NoServ17&18_pc,CL_InTouch_NoServ17_pc,CL_InTouch_NoServ18_pc,CL_InTouch_Not17&18_pc,CL_InTouch_Not17_pc,CL_InTouch_Not18_pc,CL_Stayput_18,CL_Stayput_FFC_18,CL_Stayput_FFC_18_pc
24,E08000011,LA,340,Knowsley,29,x,x,11,x,10,0,0,0,x,x,x,x,0,x,12,0,12,x,0,x,x,0,x,0,0,0,6,x,x,38,x,38,0,0,0,x,x,x,x,0,x,41,0,46,x,0,x,x,0,x,0,0,0,21,x,x,29,x,x,22,x,x,x,0,x,x,x,x,76,x,x,x,0,x,x,x,x,8,x,x,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,x,0,x,x,0,x,0,0,0,6,x,x,28,x,x,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,x,0,x,x,0,x,0,0,0,21,x,x,23,x,22,x,x,0,x,x,x,x,0,x,79,x,85,x,x,0,x,x,x,x,0,x,6,x,50
26,E08000012,LA,341,Liverpool,116,9,107,66,x,60,7,0,7,42,x,x,17,0,17,x,x,x,9,0,9,32,x,x,x,0,x,x,x,x,57,x,56,6,0,7,36,x,x,15,0,16,x,x,x,8,0,8,28,x,x,x,0,x,x,x,x,115,9,106,99,x,x,x,x,x,x,x,x,86,x,x,x,x,x,x,x,x,21,x,x,x,0,x,19,0,19,6,0,6,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,x,0,x,23,0,23,0,0,0,0,0,0,8,x,x,20,0,20,x,0,x,x,x,x,18,x,x,x,0,x,16,0,18,5,0,6,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,x,0,x,20,0,21,0,0,0,0,0,0,7,x,x,17,0,19,x,0,x,x,x,x,110,x,x,0,0,0,x,0,x,x,x,x,95,x,x,0,0,0,x,0,x,x,x,x,32,19,59
32,E08000013,LA,342,St. Helens,44,x,x,28,0,28,x,0,x,x,0,x,14,0,14,16,x,15,x,0,x,10,0,x,x,x,x,0,0,0,64,0,65,x,0,x,x,0,x,32,0,33,36,x,35,x,0,x,23,0,x,x,x,x,0,0,0,44,x,x,x,x,x,x,0,x,0,0,0,x,x,x,x,0,x,0,0,0,8,0,8,0,0,0,7,0,7,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,10,x,x,0,0,0,0,0,0,x,0,x,11,0,11,0,0,0,0,0,0,18,0,19,0,0,0,16,0,16,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,23,x,x,0,0,0,0,0,0,x,0,x,25,0,26,0,0,0,0,0,0,44,x,x,0,0,0,0,0,0,0,0,0,100,x,x,0,0,0,0,0,0,0,0,0,15,10,67
31,E08000014,LA,343,Sefton,61,7,54,32,x,28,x,x,x,19,x,x,x,x,x,x,x,x,x,0,x,18,x,x,x,0,x,x,x,x,52,x,52,x,x,x,31,x,x,x,x,x,x,x,x,x,0,x,30,x,x,x,0,x,x,x,x,61,7,54,x,x,x,x,0,x,x,x,x,x,x,x,x,0,x,x,x,x,13,x,x,8,0,8,x,x,x,7,0,7,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,x,x,x,21,x,x,13,0,15,x,x,x,11,0,13,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,0,0,0,21,0,24,0,0,0,0,0,0,0,0,0,18,0,20,0,0,0,x,x,x,x,x,x,x,0,x,0,0,0,x,x,x,x,x,x,x,0,x,0,0,0,x,x,x,19,11,58
38,E08000015,LA,344,Wirral,73,9,64,42,x,36,0,0,0,26,x,x,16,x,x,x,x,28,x,0,x,21,x,x,x,0,x,x,x,0,58,x,56,0,0,0,36,x,x,22,x,x,x,x,44,x,0,x,29,x,x,x,0,x,x,x,0,73,9,64,x,x,x,x,0,x,x,x,0,x,x,x,x,0,x,x,x,0,24,x,x,x,0,x,18,0,18,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,15,0,15,x,x,x,x,x,0,33,x,x,x,0,x,25,0,28,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,21,0,23,x,x,x,x,x,0,x,x,64,0,0,0,x,x,0,0,0,0,x,x,100,0,0,0,x,x,0,0,0,0,30,14,47
18,E08000001,LA,350,Bolton,54,7,47,34,x,29,0,0,0,24,x,x,x,x,x,20,x,18,x,0,x,x,x,x,0,0,0,0,0,0,63,x,62,0,0,0,44,x,x,x,x,x,37,x,38,x,0,x,x,x,x,0,0,0,0,0,0,54,7,47,x,7,x,x,0,x,0,0,0,x,100,x,x,0,x,0,0,0,14,x,x,x,0,x,17,x,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,9,0,9,x,x,x,0,0,0,26,x,x,x,0,x,31,x,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,17,0,19,x,x,x,0,0,0,54,7,47,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,12,8,67
19,E08000002,LA,351,Bury,43,x,x,24,x,23,x,0,x,16,x,x,x,0,x,19,0,19,x,0,x,x,0,x,x,0,x,0,0,0,56,x,55,x,0,x,37,x,x,x,0,x,44,0,45,x,0,x,x,0,x,x,0,x,0,0,0,43,x,x,x,x,x,x,0,x,0,0,0,x,x,x,x,0,x,0,0,0,8,0,8,x,0,x,13,0,13,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,7,x,x,0,0,0,0,0,0,x,0,x,6,0,6,x,0,x,0,0,0,19,0,19,x,0,x,30,0,31,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,16,x,x,0,0,0,0,0,0,x,0,x,14,0,14,x,0,x,0,0,0,43,x,x,0,0,0,0,0,0,0,0,0,100,x,x,0,0,0,0,0,0,0,0,0,8,6,75
27,E08000003,LA,352,Manchester,177,13,164,114,x,109,x,0,x,85,x,x,x,x,x,50,6,44,x,0,x,38,6,32,x,0,x,13,x,11,64,x,66,x,0,x,48,x,x,x,x,x,28,46,27,x,0,x,21,46,20,x,0,x,7,x,7,176,13,163,140,x,x,23,x,x,13,x,x,80,x,x,13,x,x,7,x,x,31,x,x,6,0,6,22,x,x,35,0,35,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,0,0,0,14,x,x,34,0,34,11,x,x,13,x,11,18,x,x,3,0,4,12,x,x,20,0,21,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,0,0,0,8,x,x,19,0,21,6,x,x,7,x,7,164,x,153,x,x,0,0,0,0,x,x,11,93,x,93,x,x,0,0,0,0,x,x,7,48,32,67
28,E08000004,LA,353,Oldham,44,x,x,32,x,29,x,0,x,22,x,x,x,0,x,x,x,10,0,0,0,11,x,x,0,0,0,x,x,0,73,x,74,x,0,x,50,x,x,x,0,x,x,x,26,0,0,0,25,x,x,0,0,0,x,x,0,44,x,x,38,x,x,x,x,x,x,x,0,86,x,x,x,x,x,x,x,0,9,x,x,x,0,x,12,x,x,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,x,x,x,x,0,x,x,0,x,x,x,0,20,x,x,x,0,x,27,x,x,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,x,x,x,x,0,x,x,0,x,x,x,0,x,x,x,0,0,0,0,0,0,x,x,0,x,x,x,0,0,0,0,0,0,x,x,0,9,x,44
29,E08000005,LA,354,Rochdale,40,0,40,27,0,27,0,0,0,21,0,21,6,0,6,13,0,13,0,0,0,13,0,13,0,0,0,0,0,0,68,0,68,0,0,0,53,0,53,15,0,15,33,0,33,0,0,0,33,0,33,0,0,0,0,0,0,39,0,39,39,0,39,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,9,0,9,0,0,0,9,0,9,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,23,0,23,0,0,0,23,0,23,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,28,0,28,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,10,7,70
30,E08000006,LA,355,Salford,66,9,57,52,x,46,0,0,0,33,x,x,19,x,x,14,x,11,x,0,x,x,x,x,x,0,x,0,0,0,79,x,81,0,0,0,50,x,x,29,x,x,21,x,19,x,0,x,x,x,x,x,0,x,0,0,0,66,9,57,x,9,x,x,0,x,0,0,0,x,100,x,x,0,x,0,0,0,22,x,x,x,0,x,13,x,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,12,0,12,0,0,0,0,0,0,x,0,x,13,0,13,0,0,0,0,0,0,33,x,x,x,0,x,20,x,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,18,0,21,0,0,0,0,0,0,x,0,x,20,0,23,0,0,0,0,0,0,66,9,57,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,15,13,87
33,E08000007,LA,356,Stockport,47,x,x,34,x,33,0,0,0,24,x,x,10,0,10,x,0,10,x,0,x,6,0,x,0,0,0,x,x,x,72,x,75,0,0,0,51,x,x,21,0,23,x,0,23,x,0,x,13,0,x,0,0,0,x,x,x,47,x,x,x,x,x,0,0,0,x,x,x,x,x,x,0,0,0,x,x,x,x,x,x,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,8,0,8,x,0,x,0,0,0,0,0,0,17,0,17,0,0,0,x,x,x,x,x,x,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,17,0,18,x,0,x,0,0,0,0,0,0,36,0,39,0,0,0,x,x,x,x,x,43,0,0,0,x,x,0,x,x,x,x,x,98,0,0,0,x,x,0,x,x,x,24,17,71
34,E08000008,LA,357,Tameside,58,x,x,35,x,34,x,x,x,25,0,25,x,0,x,x,x,20,x,0,x,18,x,x,x,0,x,x,0,x,60,x,61,x,x,x,43,0,45,x,0,x,x,x,36,x,0,x,31,x,x,x,0,x,x,0,x,58,x,x,x,x,x,x,x,x,x,0,x,x,x,x,x,x,x,x,0,x,14,x,x,x,0,x,12,0,12,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,x,0,x,0,0,0,x,x,x,8,0,8,x,0,x,x,0,x,24,x,x,x,0,x,21,0,21,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,x,0,x,0,0,0,x,x,x,14,0,14,x,0,x,x,0,x,x,x,54,x,0,x,0,0,0,0,0,0,x,x,96,x,0,x,0,0,0,0,0,0,19,8,42
35,E08000009,LA,358,Trafford,50,x,x,27,x,25,x,0,x,15,x,x,x,0,9,x,x,18,x,0,x,16,x,x,x,0,x,x,x,x,54,x,56,x,0,x,30,x,x,x,0,20,x,x,40,x,0,x,32,x,x,x,0,x,x,x,x,49,x,x,x,x,x,x,0,x,x,x,x,x,x,x,x,0,x,x,x,x,10,x,x,0,0,0,16,0,16,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,14,0,14,x,x,0,x,x,x,20,x,x,0,0,0,32,0,36,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,28,0,31,x,x,0,x,x,x,x,x,43,x,0,x,0,0,0,x,x,x,x,x,96,x,0,x,0,0,0,x,x,x,12,11,92
37,E08000010,LA,359,Wigan,33,x,x,17,x,16,x,x,0,x,0,6,10,0,10,16,x,15,x,0,x,10,x,x,x,0,x,0,0,0,52,x,52,x,x,0,x,0,19,30,0,32,48,x,48,x,0,x,30,x,x,x,0,x,0,0,0,33,x,x,x,x,x,x,0,x,0,0,0,x,x,x,x,0,x,0,0,0,6,x,x,x,0,x,9,x,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,0,0,0,18,x,x,x,0,x,27,x,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,32,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,0,0,0,33,x,x,0,0,0,0,0,0,0,0,0,100,x,x,0,0,0,0,0,0,0,0,0,9,x,11
40,E08000016,LA,370,Barnsley,24,0,24,x,0,x,0,0,0,17,0,17,x,0,x,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,71,0,71,x,0,x,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,24,0,24,x,0,x,x,0,x,0,0,0,x,0,x,x,0,x,0,0,0,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,12,0,12,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,50,0,50,0,0,0,0,0,0,24,0,24,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,10,10,100
43,E08000017,LA,371,Doncaster,66,6,60,47,x,43,x,0,x,23,x,x,x,x,x,19,x,17,x,x,0,x,x,x,x,0,x,0,0,0,71,x,72,x,0,x,35,x,x,x,x,x,29,x,28,x,x,0,x,x,x,x,0,x,0,0,0,66,6,60,x,6,x,x,0,x,0,0,0,x,100,x,x,0,x,0,0,0,13,x,x,x,0,x,21,x,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,11,0,11,0,0,0,0,0,0,x,0,x,11,0,11,x,x,x,0,0,0,20,x,x,x,0,x,32,x,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,17,0,18,0,0,0,0,0,0,x,0,x,17,0,18,x,x,x,0,0,0,66,6,60,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,19,10,53
51,E08000018,LA,372,Rotherham,51,x,x,32,x,30,0,0,0,22,0,22,x,x,8,19,x,17,x,0,x,x,x,x,x,0,x,0,0,0,63,x,64,0,0,0,43,0,47,x,x,17,37,x,36,x,0,x,x,x,x,x,0,x,0,0,0,50,x,x,x,x,x,x,x,x,0,0,0,x,x,x,x,x,x,0,0,0,10,x,x,x,0,x,16,0,16,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,x,x,x,12,0,12,x,0,x,0,0,0,20,x,x,x,0,x,31,0,34,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,x,x,x,24,0,26,x,0,x,0,0,0,51,x,x,0,0,0,0,0,0,0,0,0,100,x,x,0,0,0,0,0,0,0,0,0,17,12,71
52,E08000019,LA,373,Sheffield,98,x,x,45,x,44,x,0,x,28,x,x,x,0,14,35,x,33,x,0,x,25,x,x,x,0,x,18,x,17,46,x,47,x,0,x,29,x,x,x,0,15,36,x,35,x,0,x,26,x,x,x,0,x,18,x,18,98,x,x,77,x,x,x,0,x,x,x,x,79,x,x,x,0,x,x,x,x,x,x,x,7,0,7,19,0,19,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,8,0,8,8,x,x,0,0,0,0,0,0,x,0,x,19,0,19,9,0,9,18,x,17,x,x,x,7,0,7,19,0,20,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,8,0,9,8,x,x,0,0,0,0,0,0,x,0,x,19,0,20,9,0,10,18,x,18,80,x,77,x,0,x,x,0,x,x,x,14,82,x,82,x,0,x,x,0,x,x,x,15,32,18,56
41,E08000032,LA,380,Bradford,96,x,x,68,0,68,x,0,x,x,0,x,34,0,34,x,x,26,x,0,x,x,x,x,0,0,0,x,0,x,71,0,72,x,0,x,x,0,x,35,0,36,x,x,27,x,0,x,x,x,x,0,0,0,x,0,x,96,x,x,90,0,x,x,x,x,x,0,x,94,0,x,x,x,x,x,0,x,17,0,17,7,0,7,15,0,15,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,x,x,x,19,0,19,12,0,12,x,0,x,18,0,18,7,0,7,16,0,16,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,x,x,x,20,0,20,13,0,13,x,0,x,x,x,94,0,0,0,x,0,x,0,0,0,x,x,99,0,0,0,x,0,x,0,0,0,26,18,69
42,E08000033,LA,381,Calderdale,29,x,x,20,x,18,x,0,x,13,0,x,x,x,x,x,0,7,x,0,x,x,0,x,x,0,x,x,0,x,69,x,67,x,0,x,45,0,x,x,x,x,x,0,26,x,0,x,x,0,x,x,0,x,x,0,x,29,x,x,x,x,x,0,0,0,x,0,x,x,x,x,0,0,0,x,0,x,x,0,x,0,0,0,7,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,x,0,x,0,0,0,0,0,0,7,0,7,x,x,x,x,0,x,x,0,x,0,0,0,24,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,33,x,0,x,0,0,0,0,0,0,24,0,26,x,x,x,x,0,x,x,x,25,0,0,0,0,0,0,x,0,x,x,x,93,0,0,0,0,0,0,x,0,x,8,7,88
46,E08000034,LA,382,Kirklees,73,x,x,58,x,56,x,0,x,40,x,x,x,x,x,15,x,14,x,0,x,x,x,x,x,0,x,0,0,0,79,x,80,x,0,x,55,x,x,x,x,x,21,x,20,x,0,x,x,x,x,x,0,x,0,0,0,73,x,x,x,x,x,x,0,x,0,0,0,x,x,x,x,0,x,0,0,0,12,x,x,9,0,9,11,0,11,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,x,0,x,20,0,20,7,0,7,0,0,0,16,x,x,12,0,13,15,0,16,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,x,0,x,27,0,29,10,0,10,0,0,0,73,x,x,0,0,0,0,0,0,0,0,0,100,x,x,0,0,0,0,0,0,0,0,0,26,17,65
47,E08000035,LA,383,Leeds,161,10,151,99,x,97,x,0,x,56,x,x,x,x,x,48,x,45,x,0,7,37,x,x,x,0,x,14,x,9,61,x,64,x,0,x,35,x,x,x,x,x,30,x,30,x,0,5,23,x,x,x,0,x,9,x,6,161,10,151,136,x,x,11,x,x,14,x,x,84,x,x,7,x,x,9,x,x,19,x,x,11,0,11,17,0,17,11,0,11,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,x,0,x,41,x,x,0,0,0,0,0,0,8,x,x,30,0,30,x,0,x,14,x,9,12,x,x,7,0,7,11,0,11,7,0,7,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,x,0,x,25,x,x,0,0,0,0,0,0,5,x,x,19,0,20,x,0,x,9,x,6,147,x,142,0,0,0,0,0,0,14,x,9,91,x,94,0,0,0,0,0,0,9,x,6,49,28,57
53,E08000036,LA,384,Wakefield,67,x,x,52,0,52,0,0,0,41,0,41,11,0,11,x,0,x,0,0,0,x,0,x,x,0,x,x,x,x,78,0,84,0,0,0,61,0,66,16,0,18,x,0,x,0,0,0,x,0,x,x,0,x,x,x,x,67,x,x,56,0,56,x,0,x,x,x,x,84,0,90,x,0,x,x,x,x,x,0,x,x,0,x,7,0,7,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,6,0,6,33,0,33,10,x,x,x,0,x,x,0,x,10,0,11,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,9,0,10,49,0,53,15,x,x,56,0,56,0,0,0,0,0,0,11,x,x,84,0,90,0,0,0,0,0,0,16,x,x,17,x,24
5,E08000037,LA,390,Gateshead,54,x,x,38,x,36,x,0,x,22,0,22,x,x,x,x,x,12,x,0,x,10,x,x,x,0,x,x,x,x,70,x,73,x,0,x,41,0,45,x,x,x,x,x,24,x,0,x,19,x,x,x,0,x,x,x,x,54,x,x,x,x,x,0,0,0,x,x,x,x,x,x,0,0,0,x,x,x,14,x,x,x,0,x,x,0,x,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,x,x,0,0,0,0,0,0,0,0,0,15,0,15,x,0,x,x,x,x,26,x,x,x,0,x,x,0,x,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,x,x,0,0,0,0,0,0,0,0,0,28,0,31,x,0,x,x,x,x,x,x,48,0,0,0,0,0,0,x,x,x,x,x,98,0,0,0,0,0,0,x,x,x,26,15,58
