LA_order,New_geog_code,geog_l,geog_c,geog_n,CL_All_17&18,CL_All_17,CL_All_18,CL_Act_EET17&18,CL_Act_EET17,CL_Act_EET18,CL_Act_HE17&18,CL_Act_HE17,CL_Act_HE18,CL_Act_OE17&18,CL_Act_OE17,CL_Act_OE18,CL_Act_TE17&18,CL_Act_TE17,CL_Act_TE18,CL_Act_NEET17&18,CL_Act_NEET17,CL_Act_NEET18,CL_Act_NEET_ill17&18,CL_Act_NEET_ill17,CL_Act_NEET_ill18,CL_Act_NEET_oth17&18,CL_Act_NEET_oth17,CL_Act_NEET_oth18,CL_Act_NEET_preg17&18,CL_Act_NEET_preg17,CL_Act_NEET_preg18,CL_Act_NoInf17&18,CL_Act_NoInf17,CL_Act_NoInf18,CL_Act_EET17&18_pc,CL_Act_EET17_pc,CL_Act_EET18_pc,CL_Act_HE17&18_pc,CL_Act_HE17_pc,CL_Act_HE18_pc,CL_Act_OE17&18_pc,CL_Act_OE17_pc,CL_Act_OE18_pc,CL_Act_TE17&18_pc,CL_Act_TE17_pc,CL_Act_TE18_pc,CL_Act_NEET17&18_pc,CL_Act_NEET17_pc,CL_Act_NEET18_pc,CL_Act_NEET_ill17&18_pc,CL_Act_NEET_ill17_pc,CL_Act_NEET_ill18_pc,CL_Act_NEET_oth17&18_pc,CL_Act_NEET_oth17_pc,CL_Act_NEET_oth18_pc,CL_Act_NEET_preg17&18_pc,CL_Act_NEET_preg17_pc,CL_Act_NEET_preg18_pc,CL_Act_NoInf17&18_pc,CL_Act_NoInf17_pc,CL_Act_NoInf18_pc,CL_Acc_Total_SUIT17&18,CL_Acc_Total_SUIT17,CL_Acc_Total_SUIT18,CL_Acc_SUIT17&18,CL_Acc_SUIT17,CL_Acc_SUIT18,CL_Acc_NotSUIT17&18,CL_Acc_NotSUIT17,CL_Acc_NotSUIT18,CL_Acc_NoSUITInfo17&18,CL_Acc_NoSUITInfo17,CL_Acc_NoSUITInfo18,CL_Acc_SUIT17&18_pc,CL_Acc_SUIT17_pc,CL_Acc_SUIT18_pc,CL_Acc_NotSUIT17&18_pc,CL_Acc_NotSUIT17_pc,CL_Acc_NotSUIT18_pc,CL_Acc_NoSUITInfo17&18_pc,CL_Acc_NoSUITInfo17_pc,CL_Acc_NoSUITInfo18_pc,CL_Acc_P17&18,CL_Acc_P17,CL_Acc_P18,CL_Acc_CH17&18,CL_Acc_CH17,CL_Acc_CH18,CL_Acc_SITA17&18,CL_Acc_SITA17,CL_Acc_SITA18,CL_Acc_SL17&18,CL_Acc_SL17,CL_Acc_SL18,CL_Acc_GA17&18,CL_Acc_GA17,CL_Acc_GA18,CL_Acc_Dep17&18,CL_Acc_Dep17,CL_Acc_Dep18,CL_Acc_OL17&18,CL_Acc_OL17,CL_Acc_OL18,CL_Acc_NK17&18,CL_Acc_NK17,CL_Acc_NK18,CL_Acc_NFA17&18,CL_Acc_NFA17,CL_Acc_NFA18,CL_Acc_F17&18,CL_Acc_F17,CL_Acc_F18,CL_Acc_IL17&18,CL_Acc_IL17,CL_Acc_IL18,CL_Acc_EA17&18,CL_Acc_EA17,CL_Acc_EA18,CL_Acc_BB17&18,CL_Acc_BB17,CL_Acc_BB18,CL_Acc_Cust17&18,CL_Acc_Cust17,CL_Acc_Cust18,CL_Acc_FFC17&18,CL_Acc_FFC17,CL_Acc_FFC18,CL_Acc_OTH17&18,CL_Acc_OTH17,CL_Acc_OTH18,CL_Acc_NoInf17&18,CL_Acc_NoInf17,CL_Acc_NoInf18,CL_Acc_P17&18_pc,CL_Acc_P17_pc,CL_Acc_P18_pc,CL_Acc_CH17&18_pc,CL_Acc_CH17_pc,CL_Acc_CH18_pc,CL_Acc_SITA17&18_pc,CL_Acc_SITA17_pc,CL_Acc_SITA18_pc,CL_Acc_SL17&18_pc,CL_Acc_SL17_pc,CL_Acc_SL18_pc,CL_Acc_GA17&18_pc,CL_Acc_GA17_pc,CL_Acc_GA18_pc,CL_Acc_Dep17&18_pc,CL_Acc_Dep17_pc,CL_Acc_Dep18_pc,CL_Acc_OL17&18_pc,CL_Acc_OL17_pc,CL_Acc_OL18_pc,CL_Acc_NK17&18_pc,CL_Acc_NK17_pc,CL_Acc_NK18_pc,CL_Acc_NFA17&18_pc,CL_Acc_NFA17_pc,CL_Acc_NFA18_pc,CL_Acc_F17&18_pc,CL_Acc_F17_pc,CL_Acc_F18_pc,CL_Acc_IL17&18_pc,CL_Acc_IL17_pc,CL_Acc_IL18_pc,CL_Acc_EA17&18_pc,CL_Acc_EA17_pc,CL_Acc_EA18_pc,CL_Acc_BB17&18_pc,CL_Acc_BB17_pc,CL_Acc_BB18_pc,CL_Acc_Cust17&18_pc,CL_Acc_Cust17_pc,CL_Acc_Cust18_pc,CL_Acc_FFC17&18_pc,CL_Acc_FFC17_pc,CL_Acc_FFC18_pc,CL_Acc_OTH17&18_pc,CL_Acc_OTH17_pc,CL_Acc_OTH18_pc,CL_Acc_NoInf17&18_pc,CL_Acc_NoInf17_pc,CL_Acc_NoInf18_pc,CL_InTouch_IT17&18,CL_InTouch_IT17,CL_InTouch_IT18,CL_InTouch_Refu17&18,CL_InTouch_Refu17,CL_InTouch_Refu18,CL_InTouch_NoServ17&18,CL_InTouch_NoServ17,CL_InTouch_NoServ18,CL_InTouch_Not17&18,CL_InTouch_Not17,CL_InTouch_Not18,CL_InTouch_IT17&18_pc,CL_InTouch_IT17_pc,CL_InTouch_IT18_pc,CL_InTouch_Refu17&18_pc,CL_InTouch_Refu17_pc,CL_InTouch_Refu18_pc,CL_InTouch_NoServ17&18_pc,CL_InTouch_NoServ17_pc,CL_InTouch_NoServ18_pc,CL_InTouch_Not17&18_pc,CL_InTouch_Not17_pc,CL_InTouch_Not18_pc,CL_Stayput_18,CL_Stayput_FFC_18,CL_Stayput_FFC_18_pc
23,E06000006,LA,876,Halton,22,0,22,13,0,13,x,0,x,6,0,6,x,0,x,x,0,x,0,0,0,7,0,7,x,0,x,x,0,x,59,0,59,x,0,x,27,0,27,x,0,x,x,0,x,0,0,0,32,0,32,x,0,x,x,0,x,22,0,22,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,0,0,0,6,0,6,0,0,0,0,0,0,x,0,x,x,0,x,6,0,6,x,0,x,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,0,0,0,27,0,27,0,0,0,0,0,0,x,0,x,x,0,x,27,0,27,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,x,x,x
36,E06000007,LA,877,Warrington,37,x,x,27,x,25,0,0,0,12,x,x,15,x,x,x,x,7,x,x,0,x,0,x,x,0,x,x,0,x,73,x,74,0,0,0,32,x,x,41,x,x,x,x,21,x,x,0,x,0,x,x,0,x,x,0,x,37,x,x,x,x,x,x,0,x,x,0,x,x,x,x,x,0,x,x,0,x,8,x,x,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,x,0,x,6,0,6,x,x,x,x,0,x,22,x,x,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,24,0,0,0,0,0,0,x,0,x,16,0,18,x,x,x,x,0,x,x,x,32,0,0,0,0,0,0,x,0,x,x,x,94,0,0,0,0,0,0,x,0,x,6,x,67
153,E10000008,LA,878,Devon,115,10,105,67,x,62,x,0,x,37,x,x,x,x,x,37,x,35,x,x,x,21,x,x,x,0,x,x,x,x,58,x,59,x,0,x,32,x,x,x,x,x,32,x,33,x,x,x,18,x,x,x,0,x,x,x,x,112,10,102,95,x,x,8,0,8,9,x,x,85,x,x,7,0,8,8,x,x,19,x,x,x,0,x,6,0,6,14,0,14,x,0,x,0,0,0,0,0,0,x,0,x,x,0,x,8,x,x,13,0,13,x,0,x,x,0,x,x,0,x,25,0,25,x,0,x,9,x,6,17,x,x,x,0,x,5,0,6,12,0,13,x,0,x,0,0,0,0,0,0,x,0,x,x,0,x,7,x,x,11,0,12,x,0,x,x,0,x,x,0,x,22,0,24,x,0,x,8,x,6,104,x,97,x,x,0,0,0,0,x,x,8,90,x,92,x,x,0,0,0,0,x,x,8,46,22,48
158,E06000026,LA,879,Plymouth,65,x,x,40,x,38,x,0,x,x,x,x,21,x,x,25,x,23,x,0,x,14,x,x,0,0,0,0,0,0,62,x,62,x,0,x,x,x,x,32,x,x,38,x,38,x,0,x,22,x,x,0,0,0,0,0,0,65,x,x,x,x,x,x,0,x,0,0,0,x,x,x,x,0,x,0,0,0,12,x,x,x,0,x,x,0,x,15,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,x,x,7,0,7,0,0,0,0,0,0,0,0,0,14,0,14,x,x,x,0,0,0,18,x,x,x,0,x,x,0,x,23,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,x,x,11,0,11,0,0,0,0,0,0,0,0,0,22,0,23,x,x,x,0,0,0,65,x,x,0,0,0,0,0,0,0,0,0,100,x,x,0,0,0,0,0,0,0,0,0,21,14,67
163,E06000027,LA,880,Torbay,30,x,x,19,x,18,x,0,x,11,x,x,x,0,6,11,0,11,x,0,x,x,0,x,x,0,x,0,0,0,63,x,62,x,0,x,37,x,x,x,0,21,37,0,38,x,0,x,x,0,x,x,0,x,0,0,0,30,x,x,30,x,x,0,0,0,0,0,0,100,x,x,0,0,0,0,0,0,7,0,7,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,8,x,x,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,23,0,24,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,27,x,x,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,30,x,x,0,0,0,0,0,0,0,0,0,100,x,x,0,0,0,0,0,0,0,0,0,x,0,x
84,E10000012,LA,881,Essex,215,19,196,131,x,124,x,x,x,106,x,x,x,x,x,69,10,59,9,x,x,52,x,x,x,x,6,15,x,13,61,x,63,x,x,x,49,x,x,x,x,x,32,53,30,4,x,x,24,x,x,x,x,3,7,x,7,213,19,194,190,x,x,8,x,x,15,x,x,89,x,x,4,x,x,7,x,x,28,7,21,10,0,10,49,x,x,26,x,x,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,28,0,28,18,x,x,0,0,0,0,0,0,x,0,x,20,0,20,12,x,x,15,x,13,13,37,11,5,0,5,23,x,x,12,x,x,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,13,0,14,8,x,x,0,0,0,0,0,0,x,0,x,9,0,10,6,x,x,7,x,7,195,x,180,0,0,0,0,0,0,20,x,16,91,x,92,0,0,0,0,0,0,9,x,8,51,16,31
89,E06000033,LA,882,Southend-on-Sea,45,x,x,30,x,27,0,0,0,x,x,x,x,0,x,x,0,11,x,0,x,9,0,x,x,0,x,x,0,x,67,x,64,0,0,0,x,x,x,x,0,x,x,0,26,x,0,x,20,0,x,x,0,x,x,0,x,45,x,x,35,x,x,x,x,x,x,0,x,78,x,x,x,x,x,x,0,x,x,x,x,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,0,0,0,0,0,0,x,x,x,19,0,19,0,0,0,x,0,x,x,x,x,0,0,0,22,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,0,0,0,0,0,0,x,x,x,42,0,45,0,0,0,x,0,x,x,x,38,x,0,x,x,0,x,0,0,0,x,x,90,x,0,x,x,0,x,0,0,0,18,16,89
91,E06000034,LA,883,Thurrock,79,6,73,54,x,52,0,0,0,44,x,x,x,0,x,18,0,x,x,0,x,x,0,16,x,0,x,x,x,x,68,x,71,0,0,0,56,x,x,x,0,x,23,0,x,x,0,x,x,0,22,x,0,x,x,x,x,77,6,71,68,x,x,x,0,x,x,x,x,88,x,x,x,0,x,x,x,x,7,x,x,x,0,x,9,0,9,14,0,14,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,x,0,x,21,0,21,0,0,0,0,0,0,x,0,x,7,0,7,x,x,0,6,x,x,9,x,x,x,0,x,11,0,12,18,0,19,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,x,0,x,27,0,29,0,0,0,0,0,0,x,0,x,9,0,10,x,x,0,8,x,x,71,x,x,0,0,0,x,x,x,x,0,x,90,x,x,0,0,0,x,x,x,x,0,x,15,7,47
69,E06000019,LA,884,Herefordshire,41,x,x,24,x,23,x,0,x,18,x,x,x,0,x,7,0,7,x,0,x,x,0,x,x,0,x,10,0,10,59,x,58,x,0,x,44,x,x,x,0,x,17,0,18,x,0,x,x,0,x,x,0,x,24,0,25,40,x,x,30,x,x,x,0,x,x,0,x,75,x,x,x,0,x,x,0,x,x,x,x,x,0,x,x,0,x,8,0,8,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,9,0,9,x,0,x,9,0,9,x,x,x,x,0,x,x,0,x,20,0,20,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,22,0,23,x,0,x,22,0,23,31,x,30,0,0,0,0,0,0,10,0,x,76,x,75,0,0,0,0,0,0,24,0,x,18,9,50
79,E10000034,LA,885,Worcestershire,103,x,x,61,x,59,7,0,7,45,x,x,9,x,x,36,x,34,x,x,x,24,x,x,x,0,x,x,0,6,59,x,60,7,0,7,44,x,x,9,x,x,35,x,34,x,x,x,23,x,x,x,0,x,x,0,6,102,x,x,90,x,x,6,0,6,6,0,6,88,x,x,6,0,6,6,0,6,19,x,x,x,0,x,24,0,24,10,0,10,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,23,0,23,x,0,x,6,0,6,18,x,x,x,0,x,23,0,24,10,0,10,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,0,0,0,x,0,x,22,0,23,x,0,x,6,0,6,96,x,92,0,0,0,0,0,0,7,0,x,93,x,93,0,0,0,0,0,0,7,0,x,33,22,67
135,E10000016,LA,886,Kent,475,10,465,316,x,312,x,0,x,225,x,x,71,0,71,114,x,113,x,0,21,89,x,x,x,0,x,45,x,40,67,x,67,x,0,x,47,x,x,15,0,15,24,x,24,x,0,5,19,x,x,x,0,x,9,x,9,474,10,464,420,x,x,9,0,9,45,x,x,89,x,x,2,0,2,9,x,x,37,x,x,8,0,8,75,x,x,35,0,35,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,x,0,x,189,x,x,x,0,x,0,0,0,x,0,x,61,0,61,11,0,11,45,x,40,8,x,x,2,0,2,16,x,x,7,0,8,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,x,0,x,40,x,x,x,0,x,0,0,0,x,0,x,13,0,13,2,0,2,9,x,9,430,x,425,28,x,27,11,x,7,6,0,6,91,x,91,6,x,6,2,x,2,1,0,1,98,52,53
136,E06000035,LA,887,Medway,44,x,x,29,x,28,0,0,0,21,x,x,x,0,x,15,0,15,0,0,0,x,0,x,x,0,x,0,0,0,66,x,65,0,0,0,48,x,x,x,0,x,34,0,35,0,0,0,x,0,x,x,0,x,0,0,0,44,x,x,x,x,x,x,0,x,0,0,0,x,x,x,x,0,x,0,0,0,x,x,x,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,x,0,x,18,0,18,0,0,0,0,0,0,x,x,x,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,26,0,0,0,0,0,0,0,0,0,x,0,x,41,0,42,0,0,0,0,0,0,44,x,x,0,0,0,0,0,0,0,0,0,100,x,x,0,0,0,0,0,0,0,0,0,20,17,85
25,E10000017,LA,888,Lancashire,209,12,197,106,x,102,9,0,9,63,x,x,34,x,x,94,x,x,x,0,x,78,x,x,9,0,9,9,x,x,51,x,52,4,0,5,30,x,x,16,x,x,45,x,x,x,0,x,37,x,x,4,0,5,4,x,x,209,12,197,191,x,x,9,x,x,9,x,x,91,x,x,4,x,x,4,x,x,40,6,34,9,0,9,38,0,38,6,x,x,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,7,0,7,44,0,44,x,0,x,0,0,0,x,x,x,39,0,39,8,0,8,9,x,x,19,50,17,4,0,5,18,0,19,3,x,x,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,3,0,4,21,0,22,x,0,x,0,0,0,x,x,x,19,0,20,4,0,4,4,x,x,198,x,190,0,0,0,0,0,0,11,x,7,95,x,96,0,0,0,0,0,0,5,x,4,57,39,68
16,E06000008,LA,889,Blackburn with Darwen,39,x,x,24,x,22,x,0,x,14,x,x,x,x,x,x,x,11,x,0,x,6,x,x,x,0,x,x,x,x,62,x,63,x,0,x,36,x,x,x,x,x,x,x,31,x,0,x,15,x,x,x,0,x,x,x,x,39,x,x,x,x,x,x,0,x,x,x,x,x,x,x,x,0,x,x,x,x,x,x,x,x,0,x,11,x,x,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,x,x,x,x,x,x,x,0,x,28,x,x,18,0,20,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,x,x,x,x,x,33,0,0,0,x,0,x,x,x,0,x,x,94,0,0,0,x,0,x,x,x,0,12,x,17
17,E06000009,LA,890,Blackpool,43,x,x,19,x,16,x,0,x,8,0,8,x,x,x,24,x,22,x,0,x,x,x,x,x,x,0,0,0,0,44,x,42,x,0,x,19,0,21,x,x,x,56,x,58,x,0,x,x,x,x,x,x,0,0,0,0,43,x,x,37,x,x,6,x,x,0,0,0,86,x,x,14,x,x,0,0,0,10,x,x,0,0,0,8,0,8,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,x,x,0,8,0,8,0,0,0,0,0,0,x,x,x,6,0,6,x,0,x,0,0,0,23,x,x,0,0,0,19,0,21,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,x,x,0,19,0,21,0,0,0,0,0,0,x,x,x,14,0,16,x,0,x,0,0,0,43,x,x,0,0,0,0,0,0,0,0,0,100,x,x,0,0,0,0,0,0,0,0,0,11,6,55
63,E10000024,LA,891,Nottinghamshire,103,10,93,65,0,65,x,0,x,44,0,44,x,0,x,24,0,x,x,0,x,x,0,19,0,0,0,14,10,x,63,0,70,x,0,x,43,0,47,x,0,x,23,0,x,x,0,x,x,0,20,0,0,0,14,100,x,103,10,93,81,0,81,8,0,x,14,x,x,79,0,87,8,0,x,14,x,x,6,0,6,x,0,x,29,0,29,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,14,0,14,x,0,x,14,10,x,6,0,6,x,0,x,28,0,31,29,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,x,0,x,x,0,x,0,0,0,0,0,0,14,0,15,x,0,x,14,100,x,89,0,x,x,x,x,6,x,x,x,x,x,86,0,x,x,x,x,6,x,x,x,x,x,34,14,41
62,E06000018,LA,892,Nottingham,93,x,x,62,x,59,x,0,x,33,0,33,x,x,x,x,x,28,x,0,x,26,x,x,x,0,x,x,0,x,67,x,67,x,0,x,35,0,38,x,x,x,x,x,32,x,0,x,28,x,x,x,0,x,x,0,x,93,x,x,82,x,x,11,x,x,0,0,0,88,x,x,12,x,x,0,0,0,10,x,x,x,0,x,21,0,21,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,23,0,23,x,0,x,0,0,0,9,x,7,16,0,16,x,0,x,0,0,0,11,x,x,x,0,x,23,0,24,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,25,0,26,x,0,x,0,0,0,10,x,8,17,0,18,x,0,x,0,0,0,x,x,86,0,0,0,0,0,0,x,0,x,x,x,98,0,0,0,0,0,0,x,0,x,23,15,65
71,E06000051,LA,893,Shropshire,50,7,43,25,x,24,0,0,0,15,0,15,x,x,x,x,x,x,x,x,x,22,x,x,0,0,0,x,0,x,50,x,56,0,0,0,30,0,35,x,x,x,x,x,x,x,x,x,44,x,x,0,0,0,x,0,x,50,7,43,x,x,x,x,x,x,x,0,x,x,x,x,x,x,x,x,0,x,8,x,x,x,0,x,6,x,x,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,8,0,8,0,0,0,0,0,0,x,0,x,0,0,0,11,x,x,x,0,x,16,x,x,x,0,x,12,x,x,22,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,16,0,19,0,0,0,0,0,0,x,0,x,0,0,0,22,x,x,x,0,x,x,7,x,0,0,0,0,0,0,x,0,x,x,100,x,0,0,0,0,0,0,x,0,x,8,0,-
75,E06000020,LA,894,Telford and Wrekin,28,x,x,18,x,16,x,0,x,8,x,x,x,x,x,10,0,10,x,0,x,x,0,x,x,0,x,0,0,0,64,x,62,x,0,x,29,x,x,x,x,x,36,0,38,x,0,x,x,0,x,x,0,x,0,0,0,28,x,x,x,x,x,x,0,x,0,0,0,x,x,x,x,0,x,0,0,0,10,x,x,0,0,0,x,0,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,7,0,7,0,0,0,0,0,0,36,x,x,0,0,0,x,0,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,25,0,27,0,0,0,0,0,0,28,x,x,0,0,0,0,0,0,0,0,0,100,x,x,0,0,0,0,0,0,0,0,0,8,7,88
20,E06000049,LA,895,Cheshire East,41,x,x,x,x,34,0,0,0,x,x,x,20,x,x,x,x,x,x,0,x,x,x,x,0,0,0,0,0,0,x,x,89,0,0,0,x,x,x,49,x,x,x,x,x,x,0,x,x,x,x,0,0,0,0,0,0,41,x,x,41,x,x,0,0,0,0,0,0,100,x,x,0,0,0,0,0,0,8,x,x,x,0,x,14,x,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,12,0,12,x,0,x,0,0,0,20,x,x,x,0,x,34,x,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,29,0,32,x,0,x,0,0,0,41,x,x,0,0,0,0,0,0,0,0,0,100,x,x,0,0,0,0,0,0,0,0,0,12,12,100
21,E06000050,LA,896,Cheshire West and Chester,76,8,68,40,x,36,x,0,x,25,x,x,x,x,x,x,x,x,x,0,x,24,x,x,x,0,x,x,x,x,53,x,53,x,0,x,33,x,x,x,x,x,x,x,x,x,0,x,32,x,x,x,0,x,x,x,x,76,8,68,70,x,x,x,x,0,x,x,x,92,x,x,x,x,0,x,x,x,13,x,x,0,0,0,15,x,x,x,x,x,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,20,0,20,0,0,0,0,0,0,x,x,0,13,0,13,x,0,x,x,x,x,17,x,x,0,0,0,20,x,x,x,x,x,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,26,0,29,0,0,0,0,0,0,x,x,0,17,0,19,x,0,x,x,x,x,x,x,x,x,0,x,0,0,0,x,x,x,x,x,x,x,0,x,0,0,0,x,x,x,19,13,68
152,E06000052,LA,908,Cornwall,75,6,69,58,x,53,0,0,0,39,x,x,19,x,x,17,x,16,x,0,x,x,0,x,x,x,x,0,0,0,77,x,77,0,0,0,52,x,x,25,x,x,23,x,23,x,0,x,x,0,x,x,x,x,0,0,0,75,6,69,x,6,x,x,0,x,0,0,0,x,100,x,x,0,x,0,0,0,13,x,x,x,0,x,0,0,0,18,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,13,0,13,0,0,0,0,0,0,x,0,x,19,0,19,x,0,x,0,0,0,17,x,x,x,0,x,0,0,0,24,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,17,0,19,0,0,0,0,0,0,x,0,x,25,0,28,x,0,x,0,0,0,75,6,69,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,20,16,80
22,E10000006,LA,909,Cumbria,48,x,x,37,x,34,x,0,x,24,x,x,x,x,x,11,0,11,x,0,x,x,0,x,x,0,x,0,0,0,77,x,76,x,0,x,50,x,x,x,x,x,23,0,24,x,0,x,x,0,x,x,0,x,0,0,0,48,x,x,x,x,x,x,0,x,0,0,0,x,x,x,x,0,x,0,0,0,10,x,x,9,0,9,x,0,x,6,0,6,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,x,0,x,x,0,x,0,0,0,x,0,x,0,0,0,8,0,8,x,0,x,0,0,0,21,x,x,19,0,20,x,0,x,13,0,13,0,0,0,0,0,0,x,0,x,0,0,0,x,0,x,x,0,x,x,0,x,0,0,0,x,0,x,0,0,0,17,0,18,x,0,x,0,0,0,48,x,x,0,0,0,0,0,0,0,0,0,100,x,x,0,0,0,0,0,0,0,0,0,13,8,62
155,E10000013,LA,916,Gloucestershire,76,x,x,42,x,40,0,0,0,24,x,x,18,x,x,x,x,31,8,0,8,19,x,x,x,0,x,x,0,x,55,x,55,0,0,0,32,x,x,24,x,x,x,x,42,11,0,11,25,x,x,x,0,x,x,0,x,76,x,x,x,x,x,x,0,x,x,0,x,x,x,x,x,0,x,x,0,x,10,x,x,x,0,x,30,0,30,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,24,0,24,0,0,0,x,0,x,13,x,x,x,0,x,39,0,41,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,x,32,0,33,0,0,0,x,0,x,x,x,71,0,0,0,0,0,0,x,0,x,x,x,97,0,0,0,0,0,0,x,0,x,33,24,73
85,E10000015,LA,919,Hertfordshire,172,6,166,126,x,122,x,0,x,104,x,x,x,0,20,35,x,34,7,0,x,22,0,22,x,x,x,11,x,10,73,x,73,x,0,x,60,x,x,x,0,12,20,x,20,4,0,x,13,0,13,x,x,x,6,x,6,172,6,166,160,x,x,x,0,x,x,x,x,93,x,x,x,0,x,x,x,x,24,x,x,13,0,13,48,0,48,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,15,0,15,x,0,x,0,0,0,0,0,0,45,0,45,x,0,x,x,x,x,14,x,x,8,0,8,28,0,29,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,9,0,9,x,0,x,0,0,0,0,0,0,26,0,27,x,0,x,x,x,x,161,x,156,0,0,0,x,x,0,x,0,10,94,x,94,0,0,0,x,x,0,x,0,6,64,35,55
