LA_order,New_geog_code,geog_l,geog_c,geog_n,CLA_Mar2014,CLA_Mar2015,CLA_Mar2016,CLA_Mar2017,CLA_Mar2018,CLA_Pop2014,CLA_Pop2015,CLA_Pop2016,CLA_Pop2017,CLA_Pop2018,CLA_Rate2014,CLA_Rate2015,CLA_Rate2016,CLA_Rate2017,CLA_Rate2018,CLA_2014,CLA_2015,CLA_2016,CLA_2017,CLA_2018,CLA_stp2014,CLA_stp2015,CLA_stp2016,CLA_stp2017,CLA_stp2018,CLA_male,CLA_female,CLA_male_pc,CLA_female_pc,CLA_U1,CLA_1to4,CLA_5to9,CLA_10to15,CLA_16over,CLA_U1_pc,CLA_1to4_pc,CLA_5to9_pc,CLA_10to15_pc,CLA_16over_pc,CLA_White,CLA_Mixed,CLA_Asian,CLA_Black,CLA_EOTH,CLA_Oth,CLA_White_pc,CLA_Mixed_pc,CLA_Asian_pc,CLA_Black_pc,CLA_EOTH_pc,CLA_Oth_pc,CLA_Fost,CLA_Adopt,CLA_Parent,CLA_Ocom,CLA_Secure,CLA_Ores,CLA_RSch,CLA_OthPl,CLA_Fost_pc,CLA_Adopt_pc,CLA_Parent_pc,CLA_Ocom_pc,CLA_Secure_pc,CLA_Ores_pc,CLA_RSch_pc,CLA_Oth_Pl_pc,CLA_ICO,CLA_FCO,CLA_FrAd,CLA_PlaceO,CLA_S20,CLA_CPG,CLA_YJLS,CLA_ICO_pc,CLA_FCO_pc,CLA_FrAd_pc,CLA_PlaceO_pc,CLA_S20_pc,CLA_CPG_pc,CLA_YJLS_pc,CLA_UASC2014,CLA_UASC2015,CLA_UASC2016,CLA_UASC2017,CLA_UASC2018,CLA_OwnP,CLA_OthLA,CLA_OthPP,CLA_Priv,CLA_Vol,CLA_Par,CLA_Nrep,CLA_LTE20,CLA_GT20,CLA_NoInfo,CLA_InLA,CLA_OutLA,CLA_InLA_LTE20,CLA_OutLA_LTE20,CLA_InLA_GT20,CLA_OutLA_GT20,CLA_InLA_NoInfo,CLA_OutLA_NoInfo,CLA_LAPl,CLA_IntPl,CLA_ExtPl,CLA_NetGain,CLA_LTE20_pc,CLA_GT20_pc,CLA_NoInfo_pc,CLA_InLA_pc,CLA_OutLA_pc,CLA_InLA_LTE20_pc,CLA_OutLA_LTE20_pc,CLA_InLA_GT20_pc,CLA_OutLA_GT20_pc,CLA_InLA_NoInfo_pc,CLA_OutLA_NoInfo_pc,CLA_IntPl_pc,CLA_ExtPl_pc,CLA_3_Pl,CLA_3_Pl_pc,CLA_2andhalfyears,CLA_SamePl_2years,CLA_SamePl_2years_pc,CLA_NewPl_All_Place,CLA_NewPl_InLA_LTE20,CLA_NewPl_OutLA_LTE20,CLA_NewPl_InLA_GT20,CLA_NewPl_OutLA_GT20,CLA_NewPl_NoInfo,CLA_NewPl_InLA_LTE20_pc,CLA_NewPl_OutLA_LTE20_pc,CLA_NewPl_InLA_GT20_pc,CLA_NewPl_OutLA_GT20_pc,CLA_NewPl_NoInfo_pc,CLA_RPC_All_Place,CLA_RPC_CarePlan,CLA_RPC_Resign,CLA_RPC_Alleg,CLA_RPC_Standards,CLA_RPC_Approval,CLA_RPC_CarerBehav,CLA_RPC_CarerOther,CLA_RPC_Child,CLA_RPC_Auth,CLA_RPC_Status,CLA_RPC_Other,CLA_RPC_CarePlan_pc,CLA_RPC_Resign_pc,CLA_RPC_Alleg_pc,CLA_RPC_Standards_pc,CLA_RPC_Approval_pc,CLA_RPC_CarerBehav_pc,CLA_RPC_CarerOther_pc,CLA_RPC_Child_pc,CLA_RPC_Auth_pc,CLA_RPC_Status_pc,CLA_RPC_Other_pc
31,E08000014,LA,343,Sefton,402,451,463,453,480,53575,53490,53184,53363,53514,75,84,87,85,90,579,614,587,619,635,0,0,0,0,0,250,230,52,48,19,87,116,181,77,4,18,24,38,16,456,13,x,0,x,0,95,3,x,0,x,0,315,15,82,15,47,x,0,x,66,3,17,3,10,x,0,x,97,331,0,21,31,0,0,20,69,0,4,6,0,0,0,x,x,x,x,242,7,x,105,38,82,x,436,40,x,291,189,290,146,0,40,x,x,550,291,259,70,91,8,x,61,39,60,30,0,8,x,x,53,47,53,11,178,118,66,520,325,151,0,x,x,63,29,0,x,x,330,79,x,0,x,x,40,38,15,9,64,76,24,x,0,x,x,12,12,5,3,19,23
38,E08000015,LA,344,Wirral,665,672,667,768,833,67498,67630,67554,67710,67706,99,99,99,113,123,856,872,868,1014,1042,49,31,x,x,0,445,388,53,47,40,161,182,320,130,5,19,22,38,16,775,32,10,10,x,x,93,4,1,1,x,x,608,27,91,x,88,11,0,x,73,3,11,x,11,1,0,x,144,545,0,67,77,0,0,17,65,0,8,9,0,0,0,0,x,x,9,516,6,x,183,33,91,x,741,80,12,635,198,x,110,x,x,x,x,813,635,178,-20,89,10,1,76,24,x,13,x,x,x,x,78,22,76,9,264,185,70,784,596,92,x,69,x,76,12,x,9,x,476,95,0,x,x,x,37,29,x,x,74,229,20,0,x,x,x,8,6,x,x,16,48
18,E08000001,LA,350,Bolton,529,572,561,579,615,65538,65677,66123,66745,67433,81,87,85,87,91,690,740,732,760,778,15,14,7,x,x,325,290,53,47,46,115,153,217,84,7,19,25,35,14,496,41,20,33,12,13,81,7,3,5,2,2,437,19,96,x,57,x,x,0,71,3,16,x,9,x,x,0,105,392,0,54,64,0,0,17,64,0,9,10,0,0,x,x,x,8,9,405,33,x,68,12,96,0,568,36,11,460,155,449,119,x,x,x,x,670,460,210,55,92,6,2,75,25,73,19,x,x,x,x,69,31,48,8,268,214,80,545,350,111,x,71,x,64,20,x,13,x,356,x,x,0,0,0,x,x,x,0,55,286,x,x,0,0,0,x,x,x,0,15,80
19,E08000002,LA,351,Bury,310,293,307,350,333,42342,42524,42623,42828,43113,73,69,72,82,77,434,436,401,454,474,20,16,15,15,14,181,152,54,46,19,53,66,130,65,6,16,20,39,20,267,39,15,6,6,0,80,12,5,2,2,0,218,x,53,6,40,x,0,9,65,x,16,2,12,x,0,3,52,227,0,13,41,0,0,16,68,0,4,12,0,0,x,x,x,13,8,169,x,x,89,11,53,9,294,29,10,199,134,x,100,x,x,x,x,383,199,184,50,88,9,3,60,40,x,30,x,x,x,x,52,48,39,12,122,87,71,365,194,130,x,33,x,53,36,x,9,x,235,68,0,x,x,0,31,14,29,x,33,46,29,0,x,x,0,13,6,12,x,14,20
27,E08000003,LA,352,Manchester,1381,1310,1252,1169,1257,112887,114749,117425,120048,121182,122,114,107,97,104,1909,1855,1716,1696,1721,14,7,x,x,x,697,560,55,45,67,135,232,555,268,5,11,18,44,21,708,242,100,165,x,x,56,19,8,13,x,x,934,28,115,63,95,16,x,x,74,2,9,5,8,1,x,x,191,822,0,64,171,x,x,15,65,0,5,14,x,x,19,23,34,49,71,507,x,7,550,70,115,x,1061,124,72,556,701,517,544,x,x,x,x,847,556,291,-410,84,10,6,44,56,41,43,x,x,x,x,66,34,140,11,516,354,69,1320,592,459,8,145,116,45,35,1,11,9,755,128,x,14,22,x,88,49,34,15,44,351,17,x,2,3,x,12,6,5,2,6,46
28,E08000004,LA,353,Oldham,394,389,418,488,551,57177,57653,58295,58876,59069,69,67,72,83,93,539,559,579,627,752,6,x,x,x,x,262,289,48,52,37,103,127,199,85,7,19,23,36,15,405,64,39,28,x,x,74,12,7,5,x,x,376,27,98,x,43,x,x,0,68,5,18,x,8,x,x,0,114,354,0,50,x,0,x,21,64,0,9,x,0,x,x,x,x,7,6,332,15,x,84,20,98,0,493,52,6,321,230,x,175,x,x,x,x,514,321,193,-37,89,9,1,58,42,x,32,x,x,x,x,62,38,54,10,172,123,72,571,309,186,x,66,x,54,33,x,12,x,303,126,x,x,x,0,46,21,28,0,x,72,42,x,x,x,0,15,7,9,0,x,24
29,E08000005,LA,354,Rochdale,531,527,482,458,498,50549,50559,50836,51441,52128,105,104,95,89,96,682,697,675,611,651,59,48,38,0,0,291,207,58,42,16,94,105,203,80,3,19,21,41,16,388,52,39,6,13,0,78,10,8,1,3,0,367,18,42,22,43,x,0,x,74,4,8,4,9,x,0,x,101,317,0,39,41,0,0,20,64,0,8,8,0,0,x,x,x,8,8,295,12,x,125,20,42,x,436,53,9,312,186,305,131,0,53,7,x,586,312,274,88,88,11,2,63,37,61,26,0,11,1,x,53,47,26,5,218,162,74,440,251,107,0,58,24,57,24,0,13,5,242,51,x,8,x,0,41,25,7,x,41,56,21,x,3,x,0,17,10,3,x,17,23
30,E08000006,LA,355,Salford,577,587,554,519,572,52270,53057,53813,54870,55657,110,111,103,95,103,782,794,772,745,731,36,34,39,29,24,336,236,59,41,30,91,135,210,106,5,16,24,37,19,455,19,7,35,44,12,80,3,1,6,8,2,389,x,78,10,74,x,0,8,68,x,14,2,13,x,0,1,64,415,0,x,69,x,x,11,73,0,x,12,x,x,x,7,11,9,18,347,12,9,110,8,78,8,509,42,21,330,242,322,187,x,x,x,x,460,330,130,-112,89,7,4,58,42,56,33,x,x,x,x,72,28,57,10,220,150,68,581,326,175,x,45,x,56,30,x,8,x,354,168,x,0,x,0,41,31,9,x,40,54,47,x,0,x,0,12,9,3,x,11,15
33,E08000007,LA,356,Stockport,298,291,293,330,362,61010,61481,61831,62369,62912,49,47,47,53,58,413,434,435,442,519,x,x,x,x,x,200,162,55,45,21,61,82,131,67,6,17,23,36,19,307,26,10,9,x,x,85,7,3,2,x,x,236,x,50,0,46,x,x,14,65,x,14,0,13,x,x,4,69,215,0,x,59,0,x,19,59,0,x,16,0,x,x,0,x,8,x,215,10,x,62,9,50,14,320,40,x,249,113,x,76,x,x,0,x,531,249,282,169,88,11,x,69,31,x,21,x,x,0,x,47,53,48,13,106,71,67,487,296,112,x,70,x,61,23,x,14,x,430,291,x,x,x,x,38,22,10,7,33,23,68,x,x,x,x,9,5,2,2,8,5
34,E08000008,LA,357,Tameside,423,417,428,515,616,48691,48781,48980,49402,49645,87,85,87,104,124,545,556,543,643,757,21,6,x,0,0,347,269,56,44,25,90,139,247,115,4,15,23,40,19,532,16,33,27,x,x,86,3,5,4,x,x,421,13,59,8,104,x,0,x,68,2,10,1,17,x,0,x,100,397,0,x,77,0,x,16,64,0,x,13,0,x,0,0,0,x,9,307,6,x,220,14,59,7,538,66,12,374,242,370,168,0,66,x,8,610,374,236,-6,87,11,2,61,39,60,27,0,11,x,1,61,39,49,8,194,146,75,606,303,198,0,89,16,50,33,0,15,3,359,105,x,7,x,x,82,22,15,10,37,74,29,x,2,x,x,23,6,4,3,10,21
35,E08000009,LA,358,Trafford,317,334,331,384,381,52972,53738,54179,55006,55642,60,62,61,70,68,423,428,432,462,503,59,24,x,0,0,207,174,54,46,15,43,83,164,76,4,11,22,43,20,299,45,x,25,0,x,78,12,x,7,0,x,246,x,73,15,34,7,x,0,65,x,19,4,9,2,x,0,58,257,0,x,50,0,x,15,67,0,x,13,0,x,x,0,0,8,x,207,8,x,81,11,73,0,344,34,x,231,150,x,x,x,x,x,0,407,231,176,26,90,9,x,61,39,x,x,x,x,x,0,57,43,34,9,148,100,68,359,209,99,x,44,x,58,28,x,12,x,229,43,x,x,x,x,41,11,12,x,40,70,19,x,x,x,x,18,5,5,x,17,31
37,E08000010,LA,359,Wigan,497,504,483,446,479,67799,67795,67610,67933,68076,73,74,71,66,70,654,643,661,621,625,0,x,0,0,0,271,208,57,43,31,67,94,207,80,6,14,20,43,17,424,33,x,x,16,0,89,7,x,x,3,0,358,12,56,7,40,x,0,x,75,3,12,1,8,x,0,x,82,327,0,24,46,0,0,17,68,0,5,10,0,0,0,0,x,x,11,329,10,x,72,8,56,x,442,26,11,365,114,357,85,x,x,x,x,612,365,247,133,92,5,2,76,24,75,18,x,x,x,x,60,40,64,13,195,129,66,487,360,84,x,29,x,74,17,x,6,x,303,44,x,10,x,x,54,27,12,x,28,114,15,x,3,x,x,18,9,4,x,9,38
40,E08000016,LA,370,Barnsley,227,240,278,291,310,49339,49469,49642,49857,50185,46,49,56,58,62,318,354,408,407,419,0,0,x,x,x,178,132,57,43,31,52,84,107,36,10,17,27,35,12,296,x,0,0,x,x,95,x,0,0,x,x,228,40,11,x,23,x,0,0,74,13,4,x,7,x,0,0,75,148,0,69,x,0,x,24,48,0,22,x,0,x,x,x,x,x,x,189,10,x,78,20,11,0,264,44,x,213,97,x,54,x,x,0,x,386,213,173,76,85,14,x,69,31,x,17,x,x,0,x,55,45,27,9,81,63,78,308,192,64,x,46,x,62,21,x,15,x,179,76,0,x,x,0,24,9,x,x,24,36,42,0,x,x,0,13,5,x,x,13,20
43,E08000017,LA,371,Doncaster,502,479,484,514,569,64972,65179,65333,65598,65867,77,73,74,78,86,725,659,656,695,759,13,11,x,x,x,313,256,55,45,42,71,107,235,114,7,12,19,41,20,520,31,x,x,9,0,91,5,x,x,2,0,418,20,20,8,92,x,x,x,73,4,4,1,16,x,x,x,103,330,0,x,98,0,x,18,58,0,x,17,0,x,x,0,x,10,12,x,14,x,230,295,20,6,457,99,13,356,213,345,112,x,x,x,x,566,356,210,x,80,17,2,63,37,61,20,x,x,x,x,63,37,63,11,200,146,73,613,406,89,x,99,x,66,15,x,16,x,361,93,x,x,8,x,87,34,13,x,37,76,26,x,x,2,x,24,9,4,x,10,21
51,E08000018,LA,372,Rotherham,394,407,431,485,619,56121,56420,56366,56610,56947,70,72,76,86,109,517,561,616,684,802,32,36,40,35,25,322,297,52,48,45,94,133,233,114,7,15,21,38,18,520,60,18,7,8,6,84,10,3,1,1,1,453,25,27,25,74,x,0,x,73,4,4,4,12,x,0,x,193,328,0,59,39,0,0,31,53,0,10,6,0,0,x,x,x,x,6,243,8,x,265,62,27,11,493,118,8,289,330,x,209,x,x,x,x,414,289,125,-205,80,19,1,47,53,x,34,x,x,x,x,70,30,82,13,145,91,63,822,430,234,x,148,x,52,28,x,18,x,496,19,x,15,7,x,61,41,22,16,268,40,4,x,3,1,x,12,8,4,3,54,8
52,E08000019,LA,373,Sheffield,536,532,531,585,628,114732,115195,115877,116295,116703,47,46,46,50,54,788,793,785,829,872,43,x,0,0,0,344,284,55,45,30,83,120,254,141,5,13,19,40,22,439,87,37,45,x,x,70,14,6,7,x,x,460,32,x,31,77,x,0,x,73,5,x,5,12,x,0,x,121,361,0,x,84,0,x,19,57,0,x,13,0,x,6,14,23,31,31,343,13,x,182,64,23,x,502,95,31,399,229,376,126,x,x,x,x,552,399,153,-76,80,15,5,64,36,60,20,x,x,x,x,72,28,63,10,168,128,76,741,493,130,x,76,x,67,18,x,10,x,476,208,x,0,x,x,69,37,30,8,30,83,44,x,0,x,x,14,8,6,2,6,17
41,E08000032,LA,380,Bradford,878,878,847,926,986,138322,138951,139867,140973,141606,63,63,61,66,70,1189,1168,1179,1196,1263,17,9,x,0,0,508,478,52,48,64,180,190,373,179,6,18,19,38,18,647,150,108,21,12,48,66,15,11,2,1,5,690,30,124,50,86,x,x,0,70,3,13,5,9,x,x,0,159,674,0,x,86,0,x,16,68,0,x,9,0,x,8,6,7,17,23,675,23,x,138,23,124,0,831,117,38,768,218,734,97,x,x,x,x,1036,768,268,50,84,12,4,78,22,74,10,x,x,x,x,74,26,107,11,381,271,71,1025,745,115,x,110,x,73,11,x,11,x,663,278,8,10,7,9,94,37,48,10,47,115,42,1,2,1,1,14,6,7,2,7,17
42,E08000033,LA,381,Calderdale,319,321,298,316,297,45652,45651,45761,46097,46168,70,70,65,69,64,401,413,405,413,390,x,0,0,0,0,160,137,54,46,18,47,51,126,55,6,16,17,42,19,245,16,12,0,17,7,82,5,4,0,6,2,219,x,21,18,27,x,0,0,74,x,7,6,9,x,0,0,35,205,0,26,31,0,0,12,69,0,9,10,0,0,0,0,9,15,16,187,x,x,68,16,21,0,244,27,26,179,118,172,72,x,x,x,x,314,179,135,17,82,9,9,60,40,58,24,x,x,x,x,57,43,28,9,126,76,60,274,158,54,0,25,37,58,20,0,9,14,197,60,x,0,x,x,23,12,9,x,51,31,30,x,0,x,x,12,6,5,x,26,16
46,E08000034,LA,382,Kirklees,609,621,654,699,674,97961,98317,98730,99134,99815,62,63,66,71,68,867,853,878,975,922,32,26,20,x,x,366,308,54,46,54,87,150,261,122,8,13,22,39,18,495,106,49,10,14,0,73,16,7,1,2,0,489,19,54,0,97,x,x,x,73,3,8,0,14,x,x,x,108,456,0,x,62,0,x,16,68,0,x,9,0,x,x,x,7,13,11,348,12,6,208,45,54,x,530,120,24,364,310,351,179,x,x,x,x,507,363,144,-167,79,18,4,54,46,52,27,x,x,x,x,72,28,54,8,262,192,73,581,293,162,x,92,x,50,28,x,16,x,347,144,9,x,x,x,60,23,23,9,0,70,41,3,x,x,x,17,7,7,3,0,20
47,E08000035,LA,383,Leeds,1357,1256,1239,1252,1271,158592,160476,162588,164819,166268,86,78,76,76,76,1788,1734,1633,1651,1670,80,59,41,25,20,696,575,55,45,81,173,257,530,230,6,14,20,42,18,945,178,37,77,34,0,74,14,3,6,3,0,1023,x,79,43,61,36,0,x,80,x,6,3,5,3,0,x,180,886,0,68,131,0,6,14,70,0,5,10,0,-,18,16,38,45,53,899,x,6,233,50,79,x,1072,145,54,908,363,856,216,7,138,45,9,1196,908,288,-75,84,11,4,71,29,67,17,1,11,4,1,76,24,118,9,528,389,74,1161,812,164,8,105,72,70,14,1,9,6,730,164,x,x,0,0,50,39,31,10,145,283,22,x,x,0,0,7,5,4,1,20,39
53,E08000036,LA,384,Wakefield,491,495,478,520,562,68869,69152,69654,70499,71639,71,72,69,74,78,654,694,663,650,739,122,112,99,12,94,315,247,56,44,47,103,111,188,113,8,18,20,33,20,463,24,9,10,49,7,82,4,2,2,9,1,370,x,58,33,50,27,x,0,66,x,10,6,9,5,x,0,96,325,0,56,85,0,0,17,58,0,10,15,0,0,8,13,18,23,22,332,x,x,146,21,58,0,448,91,23,359,203,343,105,x,x,x,x,540,359,181,-22,80,16,4,64,36,61,19,x,x,x,x,66,34,61,11,212,140,66,687,473,91,x,72,x,69,13,x,10,x,555,503,x,x,0,0,x,x,x,x,16,21,91,x,x,0,0,x,x,x,x,3,4
5,E08000037,LA,390,Gateshead,356,337,343,380,393,40088,40057,39840,40030,39780,89,84,86,95,99,554,550,539,534,552,26,25,22,17,15,225,168,57,43,17,62,91,161,62,4,16,23,41,16,351,12,9,13,x,x,89,3,2,3,x,x,333,16,x,x,32,0,x,x,85,4,x,x,8,0,x,x,47,238,0,30,78,0,0,12,61,0,8,20,0,0,0,0,x,10,6,334,x,0,35,12,7,x,360,27,6,226,167,222,138,0,27,x,x,342,226,116,-51,92,7,2,58,42,56,35,0,7,x,x,66,34,26,7,123,102,83,378,217,127,0,x,x,57,34,0,x,x,193,60,0,0,0,0,10,x,x,0,113,x,31,0,0,0,0,5,x,x,0,59,x
8,E08000021,LA,391,Newcastle upon Tyne,555,503,499,534,566,55358,56215,56497,56899,57544,100,89,88,94,98,771,750,734,781,817,11,11,15,6,0,279,287,49,51,41,86,100,212,127,7,15,18,37,22,467,18,30,x,36,x,83,3,5,x,6,x,443,32,x,16,49,16,0,x,78,6,x,3,9,3,0,x,80,277,0,x,159,0,x,14,49,0,x,28,0,x,7,x,x,6,8,409,x,x,111,30,8,x,502,57,7,248,318,247,255,0,57,x,6,363,248,115,-203,89,10,1,44,56,44,45,0,10,x,1,68,32,59,10,153,106,69,640,311,248,x,70,x,49,39,x,11,x,331,72,x,7,12,0,54,36,19,x,79,45,22,x,2,4,0,16,11,6,x,24,14
9,E08000022,LA,392,North Tyneside,305,302,291,296,282,40481,40487,40407,40595,40877,75,75,72,73,69,426,440,459,433,426,84,85,86,85,82,170,112,60,40,12,38,46,115,71,4,13,16,41,25,271,x,0,x,x,0,96,x,0,x,x,0,216,x,x,0,48,x,0,0,77,x,x,0,17,x,0,0,41,166,0,x,65,0,x,15,59,0,x,23,0,x,0,0,x,x,x,222,x,x,34,8,14,0,255,25,x,195,87,x,61,x,x,0,x,356,195,161,74,90,9,x,69,31,x,22,x,x,0,x,55,45,34,12,93,70,75,340,238,75,x,x,x,70,22,x,x,x,195,110,x,14,x,x,x,30,9,x,16,x,56,x,7,x,x,x,15,5,x,8,x
12,E08000023,LA,393,South Tyneside,307,296,292,275,319,29426,29302,29194,29498,29609,104,101,100,93,108,453,431,418,401,405,7,x,x,x,0,173,146,54,46,24,45,66,122,62,8,14,21,38,19,284,8,7,13,x,x,89,3,2,4,x,x,258,x,18,x,30,x,0,0,81,x,6,x,9,x,0,0,69,178,0,12,60,0,0,22,56,0,4,19,0,0,0,0,0,0,0,167,x,0,93,39,18,0,290,29,0,187,132,187,103,0,29,0,0,244,187,57,-75,91,9,0,59,41,59,32,0,9,0,0,77,23,19,6,93,73,78,291,172,96,0,23,0,59,33,0,8,0,160,62,x,0,9,0,34,x,x,6,19,21,39,x,0,6,0,21,x,x,4,12,13
14,E08000024,LA,394,Sunderland,488,570,547,540,579,54578,54484,54332,54255,54444,89,105,101,100,106,690,786,808,874,888,x,x,x,x,x,311,268,54,46,52,94,122,219,92,9,16,21,38,16,550,15,x,7,x,0,95,3,x,1,x,0,444,19,24,x,70,x,0,x,77,3,4,x,12,x,0,x,127,243,0,50,159,0,0,22,42,0,9,27,0,0,0,0,x,x,x,398,x,20,90,42,24,x,507,68,x,388,191,x,123,x,x,x,x,574,388,186,x,88,12,x,67,33,x,21,x,x,x,x,68,32,60,10,150,106,71,745,521,130,x,88,x,70,17,x,12,x,385,x,0,0,0,0,0,x,x,x,319,0,x,0,0,0,0,0,x,x,x,83,0
149,E06000022,LA,800,Bath and North East Somerset,149,131,146,160,169,34211,34424,34738,35193,35558,44,38,42,45,48,216,200,191,225,229,24,23,19,x,x,92,77,54,46,10,24,24,69,42,6,14,14,41,25,125,27,x,x,8,0,74,16,x,x,5,0,131,8,x,x,7,13,0,x,78,5,x,x,4,8,0,x,22,67,0,24,56,0,0,13,40,0,14,33,0,0,x,x,x,8,11,66,13,0,67,18,x,x,122,35,12,55,114,55,67,0,35,0,12,107,55,52,-62,72,21,7,33,67,33,40,0,21,0,7,51,49,18,11,49,35,71,209,59,80,0,51,19,28,38,0,24,9,163,92,0,x,x,0,20,9,7,x,x,26,56,0,x,x,0,12,6,4,x,x,16
151,E06000023,LA,801,"Bristol, City of",693,699,674,684,644,90607,91932,92782,93694,93960,76,76,73,73,69,1003,992,1026,980,916,x,0,0,0,0,353,291,55,45,32,54,120,271,167,5,8,19,42,26,431,99,x,54,34,x,67,15,x,8,5,x,523,22,14,x,76,x,0,0,81,3,2,x,12,x,0,0,65,399,0,47,133,0,0,10,62,0,7,21,0,0,11,19,29,42,43,396,11,x,167,55,14,0,483,114,47,369,275,327,156,10,104,32,15,480,369,111,-164,75,18,7,57,43,51,24,2,16,5,2,77,23,61,9,230,171,74,691,313,165,16,140,57,45,24,2,20,8,446,157,13,10,x,x,85,43,41,16,54,16,35,3,2,x,x,19,10,9,4,12,4
157,E06000024,LA,802,North Somerset,217,232,222,225,237,42224,42469,42610,43082,43189,51,55,52,52,55,339,334,338,325,322,x,0,0,0,0,117,120,49,51,13,30,46,91,57,5,13,19,38,24,206,15,x,7,x,x,87,6,x,3,x,x,184,13,x,x,23,6,0,0,78,5,x,x,10,3,0,0,39,128,0,27,43,0,0,16,54,0,11,18,0,0,x,8,8,11,10,125,12,x,80,14,x,0,156,64,17,135,102,129,27,0,64,6,11,204,135,69,-33,66,27,7,57,43,54,11,0,27,3,5,66,34,29,12,66,38,58,290,137,45,0,86,22,47,16,0,30,8,186,13,x,x,x,0,19,6,15,10,17,99,7,x,x,x,0,10,3,8,5,9,53
161,E06000025,LA,803,South Gloucestershire,168,174,165,178,195,56960,57051,57449,57715,58166,29,30,29,31,34,247,250,265,257,271,42,33,27,31,31,120,75,62,38,7,18,26,87,57,4,9,13,45,29,165,x,7,11,x,x,85,x,4,6,x,x,141,x,x,11,20,9,0,0,72,x,x,6,10,5,0,0,36,84,0,6,69,0,0,18,43,0,3,35,0,0,x,x,6,13,15,116,6,0,40,24,9,0,149,30,16,122,73,114,35,x,x,x,x,299,122,177,104,76,15,8,63,37,58,18,x,x,x,x,41,59,12,6,51,37,73,179,94,40,x,28,x,53,22,x,16,x,134,100,0,0,0,0,10,x,x,x,7,9,75,0,0,0,0,7,x,x,x,5,7
6,E06000001,LA,805,Hartlepool,201,165,206,255,278,20188,19959,19823,19986,20050,100,83,104,128,139,284,249,269,336,354,13,12,12,11,10,158,120,57,43,22,38,64,109,45,8,14,23,39,16,259,x,x,7,x,x,93,x,x,3,x,x,224,9,13,x,15,10,0,x,81,3,5,x,5,4,0,x,30,183,0,11,54,0,0,11,66,0,4,19,0,0,0,0,x,10,9,202,x,x,44,11,13,x,227,24,27,183,95,176,51,0,24,7,20,259,181,78,-19,82,9,10,66,34,63,18,0,9,3,7,70,30,15,5,71,61,86,218,127,60,0,15,16,58,28,0,7,7,118,32,0,x,x,0,16,7,x,0,31,22,27,0,x,x,0,14,6,x,0,26,19
7,E06000002,LA,806,Middlesbrough,353,361,377,444,445,31730,31782,31948,32175,32396,111,114,118,138,137,552,524,535,627,603,26,16,15,21,14,247,198,56,44,26,81,106,163,69,6,18,24,37,16,378,22,17,21,x,x,85,5,4,5,x,x,317,x,58,x,58,x,0,0,71,x,13,x,13,x,0,0,83,302,0,9,51,0,0,19,68,0,2,11,0,0,x,0,x,x,x,195,x,x,155,33,58,0,393,49,x,214,231,213,180,0,49,x,x,324,214,110,-121,88,11,x,48,52,48,40,0,11,x,x,66,34,24,5,127,86,68,357,177,135,0,x,x,50,38,0,x,x,196,32,x,0,x,0,30,x,6,x,67,48,16,x,0,x,0,15,x,3,x,34,24
11,E06000003,LA,807,Redcar and Cleveland,174,183,199,235,284,27471,27330,27375,27346,27519,63,67,73,86,103,248,253,274,320,355,x,x,x,x,0,151,133,53,47,18,51,65,105,45,6,18,23,37,16,266,11,x,x,x,0,94,4,x,x,x,0,205,10,20,9,34,x,0,x,72,4,7,3,12,x,0,x,55,170,0,26,33,0,0,19,60,0,9,12,0,0,x,0,0,6,8,139,x,x,99,17,20,x,235,29,20,143,141,133,102,x,x,x,x,219,143,76,-65,83,10,7,50,50,47,36,x,x,x,x,65,35,29,10,82,58,71,307,165,92,0,27,23,54,30,0,9,7,183,30,x,x,6,0,35,24,9,x,34,38,16,x,x,3,0,19,13,5,x,19,21
13,E06000004,LA,808,Stockton-on-Tees,381,374,377,434,468,42337,42517,42784,43012,43250,90,88,88,101,108,549,514,508,556,593,32,38,38,29,29,244,224,52,48,31,93,98,188,58,7,20,21,40,12,423,24,12,9,0,0,90,5,3,2,0,0,333,19,47,x,58,x,0,0,71,4,10,x,12,x,0,0,62,330,0,28,48,0,0,13,71,0,6,10,0,0,x,x,x,7,x,265,10,0,113,33,47,0,405,41,22,305,163,299,106,0,41,6,16,490,305,185,22,87,9,5,65,35,64,23,0,9,1,3,62,38,32,7,177,133,75,429,284,68,0,47,30,66,16,0,11,7,264,116,x,10,10,x,29,24,x,x,27,38,44,x,4,4,x,11,9,x,x,10,14
45,E06000010,LA,810,"Kingston Upon Hull, City of",641,661,647,694,753,55219,55362,55521,56001,56454,116,119,117,124,133,849,870,900,948,974,33,27,22,10,x,410,343,54,46,39,144,178,267,125,5,19,24,35,17,679,27,15,x,26,x,90,4,2,x,3,x,571,x,73,32,62,0,x,0,76,x,10,4,8,0,x,0,119,482,0,44,108,0,0,16,64,0,6,14,0,0,x,x,7,17,28,544,6,x,123,6,73,0,635,87,31,505,248,478,157,x,x,x,x,575,505,70,-178,84,12,4,67,33,63,21,x,x,x,x,88,12,74,10,290,195,67,746,456,130,0,117,43,61,17,0,16,6,464,188,x,x,x,0,75,28,9,6,102,48,41,x,x,x,0,16,6,2,1,22,10
