LA_order,New_geog_code,geog_l,geog_c,geog_n,CL_All_19to21,CL_All_19,CL_All_20,CL_All_21,CL_Acc_Total_SUIT19to21,CL_Acc_Total_SUIT19,CL_Acc_Total_SUIT20,CL_Acc_Total_SUIT21,CL_Acc_SUIT19to21,CL_Acc_SUIT19,CL_Acc_SUIT20,CL_Acc_SUIT21,CL_Acc_NotSUIT19to21,CL_Acc_NotSUIT19,CL_Acc_NotSUIT20,CL_Acc_NotSUIT21,CL_Acc_NoSUITInfo19to21,CL_Acc_NoSUITInfo19,CL_Acc_NoSUITInfo20,CL_Acc_NoSUITInfo21,CL_Acc_SUIT19to21_pc,CL_Acc_SUIT19_pc,CL_Acc_SUIT20_pc,CL_Acc_SUIT21_pc,CL_Acc_NotSUIT19to21_pc,CL_Acc_NotSUIT19_pc,CL_Acc_NotSUIT20_pc,CL_Acc_NotSUIT21_pc,CL_Acc_NoSUITInfo19to21_pc,CL_Acc_NoSUITInfo19_pc,CL_Acc_NoSUITInfo20_pc,CL_Acc_NoSUITInfo21_pc,CL_Acc_P19to21,CL_Acc_P19,CL_Acc_P20,CL_Acc_P21,CL_Acc_CH19to21,CL_Acc_CH19,CL_Acc_CH20,CL_Acc_CH21,CL_Acc_SITA19to21,CL_Acc_SITA19,CL_Acc_SITA20,CL_Acc_SITA21,CL_Acc_SL19to21,CL_Acc_SL19,CL_Acc_SL20,CL_Acc_SL21,CL_Acc_GA19to21,CL_Acc_GA19,CL_Acc_GA20,CL_Acc_GA21,CL_Acc_Dep19to21,CL_Acc_Dep19,CL_Acc_Dep20,CL_Acc_Dep21,CL_Acc_OL19to21,CL_Acc_OL19,CL_Acc_OL20,CL_Acc_OL21,CL_Acc_NK19to21,CL_Acc_NK19,CL_Acc_NK20,CL_Acc_NK21,CL_Acc_NFA19to21,CL_Acc_NFA19,CL_Acc_NFA20,CL_Acc_NFA21,CL_Acc_F19to21,CL_Acc_F19,CL_Acc_F20,CL_Acc_F21,CL_Acc_IL19to21,CL_Acc_IL19,CL_Acc_IL20,CL_Acc_IL21,CL_Acc_EA19to21,CL_Acc_EA19,CL_Acc_EA20,CL_Acc_EA21,CL_Acc_BB19to21,CL_Acc_BB19,CL_Acc_BB20,CL_Acc_BB21,CL_Acc_Cust19to21,CL_Acc_Cust19,CL_Acc_Cust20,CL_Acc_Cust21,CL_Acc_FFC19to21,CL_Acc_FFC19,CL_Acc_FFC20,CL_Acc_FFC21,CL_Acc_OTH19to21,CL_Acc_OTH19,CL_Acc_OTH20,CL_Acc_OTH21,CL_Acc_NoInf19to21,CL_Acc_NoInf19,CL_Acc_NoInf20,CL_Acc_NoInf21,CL_Acc_P19to21_pc,CL_Acc_P19_pc,CL_Acc_P20_pc,CL_Acc_P21_pc,CL_Acc_CH19to21_pc,CL_Acc_CH19_pc,CL_Acc_CH20_pc,CL_Acc_CH21_pc,CL_Acc_SITA19to21_pc,CL_Acc_SITA19_pc,CL_Acc_SITA20_pc,CL_Acc_SITA21_pc,CL_Acc_SL19to21_pc,CL_Acc_SL19_pc,CL_Acc_SL20_pc,CL_Acc_SL21_pc,CL_Acc_GA19to21_pc,CL_Acc_GA19_pc,CL_Acc_GA20_pc,CL_Acc_GA21_pc,CL_Acc_Dep19to21_pc,CL_Acc_Dep19_pc,CL_Acc_Dep20_pc,CL_Acc_Dep21_pc,CL_Acc_OL19to21_pc,CL_Acc_OL19_pc,CL_Acc_OL20_pc,CL_Acc_OL21_pc,CL_Acc_NK19to21_pc,CL_Acc_NK19_pc,CL_Acc_NK20_pc,CL_Acc_NK21_pc,CL_Acc_NFA19to21_pc,CL_Acc_NFA19_pc,CL_Acc_NFA20_pc,CL_Acc_NFA21_pc,CL_Acc_F19to21_pc,CL_Acc_F19_pc,CL_Acc_F20_pc,CL_Acc_F21_pc,CL_Acc_IL19to21_pc,CL_Acc_IL19_pc,CL_Acc_IL20_pc,CL_Acc_IL21_pc,CL_Acc_EA19to21_pc,CL_Acc_EA19_pc,CL_Acc_EA20_pc,CL_Acc_EA21_pc,CL_Acc_BB19to21_pc,CL_Acc_BB19_pc,CL_Acc_BB20_pc,CL_Acc_BB21_pc,CL_Acc_Cust19to21_pc,CL_Acc_Cust19_pc,CL_Acc_Cust20_pc,CL_Acc_Cust21_pc,CL_Acc_FFC19to21_pc,CL_Acc_FFC19_pc,CL_Acc_FFC20_pc,CL_Acc_FFC21_pc,CL_Acc_OTH19to21_pc,CL_Acc_OTH19_pc,CL_Acc_OTH20_pc,CL_Acc_OTH21_pc,CL_Acc_NoInf19to21_pc,CL_Acc_NoInf19_pc,CL_Acc_NoInf20_pc,CL_Acc_NoInf21_pc,CL_Stayput_19&20,CL_Stayput_19,CL_Stayput_20,CL_Stayput_FFC_19&20,CL_Stayput_FFC_19,CL_Stayput_FFC_20,CL_Stayput_FFC_19&20_pc,CL_Stayput_FFC_19_pc,CL_Stayput_FFC_20_pc
139,E06000044,LA,851,Portsmouth,115,36,36,43,115,36,36,43,80,27,26,27,8,x,x,x,27,x,x,x,70,75,72,63,7,x,x,x,23,x,x,x,9,x,x,x,0,0,0,0,7,x,x,0,10,7,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,0,x,18,6,8,x,25,x,7,14,0,0,0,0,x,0,x,0,x,0,0,x,x,x,x,x,6,x,x,x,27,7,7,13,8,x,x,x,0,0,0,0,6,x,x,0,9,19,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,0,x,16,17,22,x,22,x,19,33,0,0,0,0,x,0,x,0,x,0,0,x,x,x,x,x,5,x,x,x,23,19,19,30,21,13,8,x,x,x,x,x,x
142,E06000045,LA,852,Southampton,124,45,42,37,124,45,42,37,99,38,31,30,9,x,x,x,16,x,x,x,80,84,74,81,7,x,x,x,13,x,x,x,23,9,8,6,x,x,0,x,28,15,9,x,x,x,x,0,0,0,0,0,0,0,0,0,8,x,x,x,0,0,0,0,x,x,x,0,x,x,0,0,22,0,10,12,0,0,0,0,0,0,0,0,x,0,x,x,8,x,x,x,x,x,0,x,16,x,8,x,19,20,19,16,x,x,0,x,23,33,21,x,x,x,x,0,0,0,0,0,0,0,0,0,6,x,x,x,0,0,0,0,x,x,x,0,x,x,0,0,18,0,24,32,0,0,0,0,0,0,0,0,x,0,x,x,6,x,x,x,x,x,0,x,13,x,19,x,43,23,20,x,x,x,x,x,x
59,E10000018,LA,855,Leicestershire,174,57,66,51,173,57,65,51,154,x,x,41,x,x,x,10,x,0,x,0,89,x,x,80,x,x,x,20,x,0,x,0,24,10,6,8,15,6,6,x,x,x,x,x,6,x,x,0,0,0,0,0,0,0,0,0,x,x,0,x,x,0,x,0,x,x,x,x,7,x,x,x,74,20,34,20,x,x,0,x,0,0,0,0,10,x,x,6,13,7,x,x,10,x,x,x,x,0,x,0,14,18,9,16,9,11,9,x,x,x,x,x,3,x,x,0,0,0,0,0,0,0,0,0,x,x,0,x,x,0,x,0,x,x,x,x,4,x,x,x,43,35,52,39,x,x,0,x,0,0,0,0,6,x,x,12,7,12,x,x,6,x,x,x,x,0,x,0,25,11,14,9,x,x,36,x,x
58,E06000016,LA,856,Leicester,199,66,65,68,195,66,63,66,176,60,56,60,x,6,x,6,x,0,x,0,90,91,89,91,x,9,x,9,x,0,x,0,24,6,7,11,12,7,x,x,26,11,8,7,x,x,x,x,x,0,x,x,0,0,0,0,8,x,x,x,x,0,x,x,0,0,0,0,0,0,0,0,76,17,29,30,0,0,0,0,0,0,0,0,16,x,6,x,25,14,7,x,x,x,0,x,x,0,x,0,12,9,11,16,6,11,x,x,13,17,12,10,x,x,x,x,x,0,x,x,0,0,0,0,4,x,x,x,x,0,x,x,0,0,0,0,0,0,0,0,38,26,45,44,0,0,0,0,0,0,0,0,8,x,9,x,13,21,11,x,x,x,0,x,x,0,x,0,54,29,25,18,x,x,33,x,x
64,E06000017,LA,857,Rutland,18,x,7,x,18,x,7,6,x,x,7,6,x,x,0,0,0,0,0,0,x,x,100,100,x,x,0,0,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,x,x,0,0,0,0,0,0,12,x,x,x,0,0,0,0,0,0,0,0,x,x,0,0,x,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,x,x,0,0,0,0,0,0,67,x,x,x,0,0,0,0,0,0,0,0,x,x,0,0,x,0,0,x,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0,0
73,E10000028,LA,860,Staffordshire,327,137,99,91,325,135,99,91,276,116,82,78,21,8,8,x,28,11,9,x,85,86,83,86,6,6,8,x,9,8,9,x,31,14,8,9,9,x,x,x,20,13,x,x,x,x,0,x,0,0,0,0,0,0,0,0,6,x,x,x,x,x,0,0,8,x,x,x,7,x,x,x,146,52,50,44,x,x,0,0,x,x,0,0,9,x,x,x,38,19,10,9,15,6,x,x,28,11,9,8,9,10,8,10,3,x,x,x,6,9,x,x,x,x,0,x,0,0,0,0,0,0,0,0,2,x,x,x,x,x,0,0,2,x,x,x,2,x,x,x,45,38,51,48,x,x,0,0,x,x,0,0,3,x,x,x,12,14,10,10,5,4,x,x,9,8,9,9,72,38,34,29,19,10,40,50,29
74,E06000021,LA,861,Stoke-on-Trent,164,51,61,52,163,51,60,52,147,x,x,46,7,x,x,x,9,x,x,x,90,x,x,88,4,x,x,x,6,x,x,x,21,8,7,6,7,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,x,x,0,x,96,28,36,32,x,0,x,0,0,0,0,0,x,x,x,x,13,6,x,x,7,x,x,x,9,x,x,x,13,16,11,12,4,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,x,x,0,x,59,55,59,62,x,0,x,0,0,0,0,0,x,x,x,x,8,12,x,x,4,x,x,x,5,x,x,x,22,12,10,10,x,x,45,x,x
164,E06000054,LA,865,Wiltshire,161,47,56,58,161,47,56,58,145,x,x,50,x,x,x,0,x,x,x,8,90,x,x,86,x,x,x,0,x,x,x,14,33,12,9,12,11,x,x,x,20,6,6,8,x,x,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,x,x,x,0,10,x,x,x,54,13,20,21,0,0,0,0,0,0,0,0,x,0,x,0,6,x,x,0,x,x,x,x,12,x,x,8,20,26,16,21,7,x,x,x,12,13,11,14,x,x,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,x,x,x,0,6,x,x,x,34,28,36,36,0,0,0,0,0,0,0,0,x,0,x,0,4,x,x,0,x,x,x,x,7,x,x,14,37,16,21,6,x,x,16,x,x
162,E06000030,LA,866,Swindon,124,47,37,40,124,47,37,40,110,x,x,32,14,x,x,8,0,0,0,0,89,x,x,80,11,x,x,20,0,0,0,0,15,6,x,8,x,x,x,x,21,11,6,x,8,x,x,x,0,0,0,0,0,0,0,0,x,0,0,x,0,0,0,0,0,0,0,0,7,x,x,x,28,8,12,8,x,x,0,x,0,0,0,0,7,x,x,x,8,x,x,x,22,x,9,9,0,0,0,0,12,13,x,20,x,x,x,x,17,23,16,x,6,x,x,x,0,0,0,0,0,0,0,0,x,0,0,x,0,0,0,0,0,0,0,0,6,x,x,x,23,17,32,20,x,x,0,x,0,0,0,0,6,x,x,x,6,x,x,x,18,x,24,23,0,0,0,0,42,25,17,x,x,x,x,x,x
129,E06000036,LA,867,Bracknell Forest,42,19,11,12,42,19,11,12,42,19,11,12,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,x,x,0,x,x,x,0,x,7,x,x,x,x,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,x,19,6,x,x,0,0,0,0,0,0,0,0,0,0,0,0,x,x,0,0,x,x,0,x,0,0,0,0,x,x,0,x,x,x,0,x,17,x,x,x,x,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,x,45,32,x,x,0,0,0,0,0,0,0,0,0,0,0,0,x,x,0,0,x,x,0,x,0,0,0,0,16,10,6,x,x,0,x,x,0
146,E06000040,LA,868,Windsor and Maidenhead,48,16,19,13,47,16,18,13,33,x,12,x,7,x,x,x,7,x,x,x,70,x,67,x,15,x,x,x,15,x,x,x,x,x,0,x,x,0,x,x,12,x,6,x,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,x,x,0,x,0,0,x,12,x,x,x,x,0,x,0,x,x,x,0,0,0,0,0,x,x,x,0,x,0,0,x,7,x,x,x,x,x,0,x,x,0,x,x,25,x,32,x,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,x,x,0,x,0,0,x,25,x,x,x,x,0,x,0,x,x,x,0,0,0,0,0,x,x,x,0,x,0,0,x,15,x,x,x,6,x,x,x,x,x,x,x,x
144,E06000037,LA,869,West Berkshire,78,35,18,25,72,31,17,24,55,x,x,15,x,x,0,x,x,x,x,x,76,x,x,63,x,x,0,x,x,x,x,x,x,x,x,0,7,x,x,x,10,9,0,x,7,x,x,x,0,0,0,0,0,0,0,0,x,0,x,0,6,x,x,x,0,0,0,0,x,x,0,0,21,7,x,10,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,15,x,x,8,x,x,x,0,9,x,x,x,13,26,0,x,9,x,x,x,0,0,0,0,0,0,0,0,x,0,x,0,8,x,x,x,0,0,0,0,x,x,0,0,27,20,x,40,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,19,x,x,32,27,21,6,x,x,x,x,x,x
140,E06000038,LA,870,Reading,87,28,32,27,86,28,32,26,68,x,25,19,x,0,x,x,x,x,x,x,79,x,78,73,x,0,x,x,x,x,x,x,x,x,x,0,x,x,0,0,x,x,x,0,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,x,0,0,0,0,x,0,x,0,40,8,17,15,0,0,0,0,x,0,x,0,x,0,x,x,6,x,x,0,8,x,x,x,14,x,x,x,x,x,x,0,x,x,0,0,x,x,x,0,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,x,0,0,0,0,x,0,x,0,46,29,53,56,0,0,0,0,x,0,x,0,x,0,x,x,7,x,x,0,9,x,x,x,16,x,x,x,22,12,10,x,x,x,x,x,x
141,E06000039,LA,871,Slough,89,31,27,31,88,31,26,31,60,18,20,22,13,6,x,x,15,7,x,x,68,58,77,71,15,19,x,x,17,23,x,x,7,x,x,x,x,0,x,x,8,x,x,x,x,x,0,x,0,0,0,0,0,0,0,0,x,x,x,0,x,0,x,0,x,0,0,x,0,0,0,0,32,x,11,17,x,0,x,x,x,0,x,x,7,x,x,x,x,x,0,0,x,x,0,0,15,7,x,x,8,x,x,x,x,0,x,x,9,x,x,x,x,x,0,x,0,0,0,0,0,0,0,0,x,x,x,0,x,0,x,0,x,0,0,x,0,0,0,0,36,x,41,55,x,0,x,x,x,0,x,x,8,x,x,x,x,x,0,0,x,x,0,0,17,23,x,x,9,x,x,x,x,0,x,x,0
147,E06000041,LA,872,Wokingham,28,10,10,8,28,10,10,8,x,x,x,x,x,x,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,0,0,x,x,0,x,x,0,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0,15,x,x,x,0,0,0,0,0,0,0,0,x,0,x,0,x,x,x,x,0,0,0,0,x,x,0,0,x,x,0,x,x,0,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0,54,x,x,x,0,0,0,0,0,0,0,0,x,0,x,0,x,x,x,x,0,0,0,0,x,x,0,0,7,x,x,x,x,x,x,x,x
83,E10000003,LA,873,Cambridgeshire,231,93,76,62,224,89,74,61,165,79,55,31,15,x,6,x,44,x,13,x,74,89,74,51,7,x,8,x,20,x,18,x,17,8,7,x,12,x,x,6,47,32,9,6,x,x,x,0,0,0,0,0,0,0,0,0,28,7,12,9,7,x,x,x,x,x,x,0,0,0,0,0,41,17,19,x,x,0,x,x,0,0,0,0,0,0,0,0,13,8,x,x,13,7,x,x,44,x,13,28,7,9,9,x,5,x,x,10,20,34,12,10,x,x,x,0,0,0,0,0,0,0,0,0,12,8,16,15,3,x,x,x,x,x,x,0,0,0,0,0,18,18,25,x,x,0,x,x,0,0,0,0,0,0,0,0,6,9,x,x,6,8,x,x,19,x,17,45,31,16,15,9,x,x,29,x,x
88,E06000031,LA,874,Peterborough,139,46,46,47,138,46,45,47,116,40,x,35,9,x,x,x,13,x,x,x,84,87,x,74,7,x,x,x,9,x,x,x,15,x,x,7,x,x,x,0,6,x,x,0,12,x,x,x,0,0,0,0,0,0,0,0,11,x,x,x,x,0,x,0,x,x,0,0,x,x,x,0,51,16,16,19,0,0,0,0,x,0,0,x,x,x,0,x,9,x,x,x,8,x,x,x,13,x,x,8,11,x,x,15,x,x,x,0,4,x,x,0,9,x,x,x,0,0,0,0,0,0,0,0,8,x,x,x,x,0,x,0,x,x,0,0,x,x,x,0,37,35,35,40,0,0,0,0,x,0,0,x,x,x,0,x,6,x,x,x,6,x,x,x,9,x,x,17,26,8,18,7,x,x,27,x,x
23,E06000006,LA,876,Halton,54,25,14,15,52,23,14,15,45,x,x,x,x,x,x,x,x,x,0,0,87,x,x,x,x,x,x,x,x,x,0,0,13,x,x,x,0,0,0,0,0,0,0,0,x,0,0,x,0,0,0,0,0,0,0,0,x,0,0,x,x,x,0,0,x,x,x,0,0,0,0,0,23,9,x,x,0,0,0,0,0,0,0,0,x,x,0,x,x,x,0,0,7,x,0,x,x,x,0,0,24,x,x,x,0,0,0,0,0,0,0,0,x,0,0,x,0,0,0,0,0,0,0,0,x,0,0,x,x,x,0,0,x,x,x,0,0,0,0,0,43,36,x,x,0,0,0,0,0,0,0,0,x,x,0,x,x,x,0,0,13,x,0,x,x,x,0,0,8,x,x,x,x,0,x,x,0
36,E06000007,LA,877,Warrington,91,31,33,27,91,31,33,27,82,27,x,x,x,x,x,x,x,x,0,x,90,87,x,x,x,x,x,x,x,x,0,x,10,6,x,x,x,x,x,0,x,x,0,0,x,x,x,0,0,0,0,0,0,0,0,0,x,0,0,x,0,0,0,0,x,0,x,x,0,0,0,0,47,11,20,16,0,0,0,0,0,0,0,0,x,x,x,x,x,x,x,x,8,x,x,x,x,x,0,x,11,19,x,x,x,x,x,0,x,x,0,0,x,x,x,0,0,0,0,0,0,0,0,0,x,0,0,x,0,0,0,0,x,0,x,x,0,0,0,0,52,35,61,59,0,0,0,0,0,0,0,0,x,x,x,x,x,x,x,x,9,x,x,x,x,x,0,x,14,6,8,x,x,x,x,x,x
153,E10000008,LA,878,Devon,350,99,128,123,348,99,126,123,256,80,94,82,19,x,7,7,73,x,25,34,74,81,75,67,5,x,6,6,21,x,20,28,35,12,14,9,12,x,7,0,23,6,12,x,17,x,6,6,0,0,0,0,x,0,x,0,7,x,x,x,x,0,x,0,7,x,x,x,27,10,9,8,104,24,33,47,x,x,x,0,x,0,x,x,x,0,0,x,21,13,7,x,14,6,x,x,73,14,25,34,10,12,11,7,3,x,5,0,7,6,9,x,5,x,5,5,0,0,0,0,x,0,x,0,2,x,x,x,x,0,x,0,2,x,x,x,8,10,7,7,30,24,26,38,x,x,x,0,x,0,x,x,x,0,0,x,6,13,5,x,4,6,x,x,21,14,20,28,94,44,50,18,x,x,19,x,x
158,E06000026,LA,879,Plymouth,200,61,68,71,200,61,68,71,172,54,59,59,18,x,x,x,10,x,x,x,86,89,87,83,9,x,x,x,5,x,x,x,27,15,7,x,x,0,x,0,x,x,x,x,12,7,x,x,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0,0,0,0,0,13,x,x,x,84,15,32,37,x,0,x,0,x,x,0,0,x,x,x,x,23,8,7,8,16,x,7,x,10,x,x,x,14,25,10,x,x,0,x,0,x,x,x,x,6,11,x,x,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0,0,0,0,0,7,x,x,x,42,25,47,52,x,0,x,0,x,x,0,0,x,x,x,x,12,13,10,11,8,x,10,x,5,x,x,x,31,16,15,15,8,7,48,50,47
163,E06000027,LA,880,Torbay,107,44,35,28,107,44,35,28,x,44,x,x,x,0,0,x,x,0,x,0,x,100,x,x,x,0,0,x,x,0,x,0,17,6,x,7,x,x,x,0,9,x,x,x,x,x,x,0,0,0,0,0,0,0,0,0,6,x,x,x,0,0,0,0,0,0,0,0,x,x,0,0,47,16,17,14,0,0,0,0,x,x,0,0,0,0,0,0,13,7,x,x,x,x,0,x,x,0,x,0,16,14,x,25,x,x,x,0,8,x,x,x,x,x,x,0,0,0,0,0,0,0,0,0,6,x,x,x,0,0,0,0,0,0,0,0,x,x,0,0,44,36,49,50,0,0,0,0,x,x,0,0,0,0,0,0,12,16,x,x,x,x,0,x,x,0,x,0,19,8,11,7,x,x,37,x,x
84,E10000012,LA,881,Essex,623,193,215,215,588,186,204,198,483,156,165,162,69,18,30,21,36,12,9,15,82,84,81,82,12,10,15,11,6,6,4,8,81,24,30,27,29,8,10,11,48,24,16,8,29,18,10,x,x,x,x,x,x,0,0,x,6,x,x,x,29,6,9,14,14,x,6,x,46,14,20,12,173,26,63,84,x,x,x,x,0,0,0,0,15,x,x,7,71,35,21,15,35,13,10,12,36,12,9,15,13,12,14,13,5,4,5,5,8,12,7,4,5,9,5,x,x,x,x,x,x,0,0,x,1,x,x,x,5,3,4,7,2,x,3,x,7,7,9,6,28,13,29,39,x,x,x,x,0,0,0,0,2,x,x,3,11,18,10,7,6,7,5,6,6,6,4,7,145,60,85,45,24,21,31,40,25
89,E06000033,LA,882,Southend-on-Sea,111,41,32,38,109,40,31,38,82,31,23,28,11,x,x,x,16,x,x,x,75,78,74,74,10,x,x,x,15,x,x,x,10,x,x,x,x,0,0,x,17,9,x,x,x,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,x,x,x,x,0,0,0,0,39,15,11,13,0,0,0,0,0,0,0,0,x,x,x,0,16,6,x,x,0,0,0,0,16,x,x,8,9,x,x,x,x,0,0,x,15,22,x,x,x,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,x,x,x,x,0,0,0,0,35,37,34,34,0,0,0,0,0,0,0,0,x,x,x,0,14,15,x,x,0,0,0,0,14,x,x,21,34,21,13,11,x,x,32,x,x
91,E06000034,LA,883,Thurrock,167,68,54,45,163,67,51,45,141,58,43,x,6,x,x,x,16,x,x,x,87,87,84,x,4,x,x,x,10,x,x,x,11,x,x,7,9,x,x,x,13,8,x,x,0,0,0,0,x,0,x,0,0,0,0,0,x,x,0,0,x,x,x,0,x,0,x,0,x,x,x,x,95,42,30,23,0,0,0,0,0,0,0,0,x,x,x,x,6,x,x,0,x,0,0,x,16,7,6,x,7,x,x,16,5,x,x,x,8,12,x,x,0,0,0,0,x,0,x,0,0,0,0,0,x,x,0,0,x,x,x,0,x,0,x,0,x,x,x,x,57,62,56,51,0,0,0,0,0,0,0,0,x,x,x,x,4,x,x,0,x,0,0,x,10,10,11,x,31,14,17,x,x,x,x,x,x
69,E06000019,LA,884,Herefordshire,105,38,31,36,103,38,31,34,78,29,23,26,12,x,x,x,13,x,x,x,76,76,74,76,12,x,x,x,13,x,x,x,8,x,x,x,x,x,0,0,6,x,x,x,16,8,x,x,0,0,0,0,x,0,0,x,x,0,0,x,x,0,0,x,x,0,x,x,x,x,x,0,34,7,10,17,0,0,0,0,0,0,0,0,x,x,x,x,x,x,x,0,7,x,x,x,13,6,x,x,8,x,x,x,x,x,0,0,6,x,x,x,15,21,x,x,0,0,0,0,x,0,0,x,x,0,0,x,x,0,0,x,x,0,x,x,x,x,x,0,32,18,32,47,0,0,0,0,0,0,0,0,x,x,x,x,x,x,x,0,7,x,x,x,12,16,x,x,23,15,8,x,x,x,x,x,x
79,E10000034,LA,885,Worcestershire,293,104,89,100,290,103,88,99,235,86,73,76,27,10,x,12,28,7,x,11,81,83,83,77,9,10,x,12,10,7,x,11,33,7,13,13,15,x,x,6,19,11,x,x,18,8,x,x,x,x,0,0,0,0,0,0,x,0,x,x,x,0,x,x,x,x,x,x,14,9,x,x,110,34,34,42,0,0,0,0,x,0,x,0,15,x,x,9,16,10,x,x,14,7,x,x,28,7,10,11,11,7,15,13,5,x,x,6,6,11,x,x,6,8,x,x,x,x,0,0,0,0,0,0,x,0,x,x,x,0,x,x,x,x,x,x,5,9,x,x,38,33,38,42,0,0,0,0,x,0,x,0,5,x,x,9,5,10,x,x,5,7,x,x,10,7,11,11,54,29,25,15,x,x,28,x,x
135,E10000016,LA,886,Kent,1349,595,455,299,1337,591,449,297,1029,495,336,198,61,23,15,23,247,73,98,76,77,84,75,67,5,4,3,8,18,12,22,26,154,60,58,36,24,9,7,8,103,50,35,18,49,26,21,x,x,x,x,x,0,0,0,0,8,x,x,x,8,x,x,0,13,x,x,x,17,7,6,x,634,313,198,123,x,x,x,x,10,x,x,x,28,12,x,11,35,22,9,x,11,6,x,x,247,73,98,76,11,10,13,12,2,2,2,3,8,8,8,6,4,4,5,x,x,x,x,x,0,0,0,0,1,x,x,x,1,x,x,0,1,x,x,x,1,1,1,x,47,53,44,41,x,x,x,x,1,x,x,x,2,2,x,4,3,4,2,x,1,1,x,x,18,12,22,25,218,117,101,28,19,9,13,16,9
136,E06000035,LA,887,Medway,112,43,34,35,111,43,34,34,104,x,x,x,x,x,x,x,x,x,0,x,94,x,x,x,x,x,x,x,x,x,0,x,14,x,x,x,12,8,x,x,x,0,0,x,6,x,x,0,0,0,0,0,0,0,0,0,x,x,0,0,x,0,0,x,x,0,x,x,18,8,8,x,41,11,13,17,0,0,0,0,0,0,0,0,x,x,x,0,7,x,0,x,x,0,0,x,x,x,0,x,13,x,x,x,11,19,x,x,x,0,0,x,5,x,x,0,0,0,0,0,0,0,0,0,x,x,0,0,x,0,0,x,x,0,x,x,16,19,24,x,37,26,38,49,0,0,0,0,0,0,0,0,x,x,x,0,6,x,0,x,x,0,0,x,x,x,0,x,22,15,7,x,x,0,x,x,0
25,E10000017,LA,888,Lancashire,442,154,145,143,441,154,144,143,389,143,123,123,28,x,11,11,24,x,10,9,88,93,85,86,6,x,8,8,5,x,7,6,66,32,20,14,16,6,7,x,22,10,8,x,22,8,9,x,0,0,0,0,0,0,0,0,15,6,x,6,x,0,x,0,x,x,x,x,6,x,x,0,192,58,60,74,x,x,0,0,0,0,0,0,17,x,x,7,41,17,11,13,15,x,6,6,24,x,10,9,15,21,14,10,4,4,5,x,5,6,6,x,5,5,6,x,0,0,0,0,0,0,0,0,3,4,x,4,x,0,x,0,x,x,x,x,1,x,x,0,43,38,41,52,x,x,0,0,0,0,0,0,4,x,x,5,9,11,8,9,3,x,4,4,5,x,7,6,90,46,44,27,17,10,30,37,23
