LA_order,New_geog_code,geog_l,geog_c,geog_n,CL_All_19to21,CL_All_19,CL_All_20,CL_All_21,CL_Acc_Total_SUIT19to21,CL_Acc_Total_SUIT19,CL_Acc_Total_SUIT20,CL_Acc_Total_SUIT21,CL_Acc_SUIT19to21,CL_Acc_SUIT19,CL_Acc_SUIT20,CL_Acc_SUIT21,CL_Acc_NotSUIT19to21,CL_Acc_NotSUIT19,CL_Acc_NotSUIT20,CL_Acc_NotSUIT21,CL_Acc_NoSUITInfo19to21,CL_Acc_NoSUITInfo19,CL_Acc_NoSUITInfo20,CL_Acc_NoSUITInfo21,CL_Acc_SUIT19to21_pc,CL_Acc_SUIT19_pc,CL_Acc_SUIT20_pc,CL_Acc_SUIT21_pc,CL_Acc_NotSUIT19to21_pc,CL_Acc_NotSUIT19_pc,CL_Acc_NotSUIT20_pc,CL_Acc_NotSUIT21_pc,CL_Acc_NoSUITInfo19to21_pc,CL_Acc_NoSUITInfo19_pc,CL_Acc_NoSUITInfo20_pc,CL_Acc_NoSUITInfo21_pc,CL_Acc_P19to21,CL_Acc_P19,CL_Acc_P20,CL_Acc_P21,CL_Acc_CH19to21,CL_Acc_CH19,CL_Acc_CH20,CL_Acc_CH21,CL_Acc_SITA19to21,CL_Acc_SITA19,CL_Acc_SITA20,CL_Acc_SITA21,CL_Acc_SL19to21,CL_Acc_SL19,CL_Acc_SL20,CL_Acc_SL21,CL_Acc_GA19to21,CL_Acc_GA19,CL_Acc_GA20,CL_Acc_GA21,CL_Acc_Dep19to21,CL_Acc_Dep19,CL_Acc_Dep20,CL_Acc_Dep21,CL_Acc_OL19to21,CL_Acc_OL19,CL_Acc_OL20,CL_Acc_OL21,CL_Acc_NK19to21,CL_Acc_NK19,CL_Acc_NK20,CL_Acc_NK21,CL_Acc_NFA19to21,CL_Acc_NFA19,CL_Acc_NFA20,CL_Acc_NFA21,CL_Acc_F19to21,CL_Acc_F19,CL_Acc_F20,CL_Acc_F21,CL_Acc_IL19to21,CL_Acc_IL19,CL_Acc_IL20,CL_Acc_IL21,CL_Acc_EA19to21,CL_Acc_EA19,CL_Acc_EA20,CL_Acc_EA21,CL_Acc_BB19to21,CL_Acc_BB19,CL_Acc_BB20,CL_Acc_BB21,CL_Acc_Cust19to21,CL_Acc_Cust19,CL_Acc_Cust20,CL_Acc_Cust21,CL_Acc_FFC19to21,CL_Acc_FFC19,CL_Acc_FFC20,CL_Acc_FFC21,CL_Acc_OTH19to21,CL_Acc_OTH19,CL_Acc_OTH20,CL_Acc_OTH21,CL_Acc_NoInf19to21,CL_Acc_NoInf19,CL_Acc_NoInf20,CL_Acc_NoInf21,CL_Acc_P19to21_pc,CL_Acc_P19_pc,CL_Acc_P20_pc,CL_Acc_P21_pc,CL_Acc_CH19to21_pc,CL_Acc_CH19_pc,CL_Acc_CH20_pc,CL_Acc_CH21_pc,CL_Acc_SITA19to21_pc,CL_Acc_SITA19_pc,CL_Acc_SITA20_pc,CL_Acc_SITA21_pc,CL_Acc_SL19to21_pc,CL_Acc_SL19_pc,CL_Acc_SL20_pc,CL_Acc_SL21_pc,CL_Acc_GA19to21_pc,CL_Acc_GA19_pc,CL_Acc_GA20_pc,CL_Acc_GA21_pc,CL_Acc_Dep19to21_pc,CL_Acc_Dep19_pc,CL_Acc_Dep20_pc,CL_Acc_Dep21_pc,CL_Acc_OL19to21_pc,CL_Acc_OL19_pc,CL_Acc_OL20_pc,CL_Acc_OL21_pc,CL_Acc_NK19to21_pc,CL_Acc_NK19_pc,CL_Acc_NK20_pc,CL_Acc_NK21_pc,CL_Acc_NFA19to21_pc,CL_Acc_NFA19_pc,CL_Acc_NFA20_pc,CL_Acc_NFA21_pc,CL_Acc_F19to21_pc,CL_Acc_F19_pc,CL_Acc_F20_pc,CL_Acc_F21_pc,CL_Acc_IL19to21_pc,CL_Acc_IL19_pc,CL_Acc_IL20_pc,CL_Acc_IL21_pc,CL_Acc_EA19to21_pc,CL_Acc_EA19_pc,CL_Acc_EA20_pc,CL_Acc_EA21_pc,CL_Acc_BB19to21_pc,CL_Acc_BB19_pc,CL_Acc_BB20_pc,CL_Acc_BB21_pc,CL_Acc_Cust19to21_pc,CL_Acc_Cust19_pc,CL_Acc_Cust20_pc,CL_Acc_Cust21_pc,CL_Acc_FFC19to21_pc,CL_Acc_FFC19_pc,CL_Acc_FFC20_pc,CL_Acc_FFC21_pc,CL_Acc_OTH19to21_pc,CL_Acc_OTH19_pc,CL_Acc_OTH20_pc,CL_Acc_OTH21_pc,CL_Acc_NoInf19to21_pc,CL_Acc_NoInf19_pc,CL_Acc_NoInf20_pc,CL_Acc_NoInf21_pc,CL_Stayput_19&20,CL_Stayput_19,CL_Stayput_20,CL_Stayput_FFC_19&20,CL_Stayput_FFC_19,CL_Stayput_FFC_20,CL_Stayput_FFC_19&20_pc,CL_Stayput_FFC_19_pc,CL_Stayput_FFC_20_pc
76,E08000030,LA,335,Walsall,138,46,43,49,138,46,43,49,119,40,36,43,10,x,x,x,9,x,x,x,86,87,84,88,7,x,x,x,7,x,x,x,28,6,11,11,x,x,x,x,x,x,0,0,x,0,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,x,8,6,x,x,51,10,17,24,0,0,0,0,0,0,0,0,8,x,x,x,19,13,x,x,6,x,x,x,9,x,x,x,20,13,26,22,x,x,x,x,x,x,0,0,x,0,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,x,6,13,x,x,37,22,40,49,0,0,0,0,0,0,0,0,6,x,x,x,14,28,x,x,4,x,x,x,7,x,x,x,33,21,12,14,x,x,42,x,x
78,E08000031,LA,336,Wolverhampton,188,64,68,56,179,60,66,53,151,54,59,38,21,6,x,9,7,0,x,6,84,90,89,72,12,10,x,17,4,0,x,11,27,12,9,6,0,0,0,0,x,0,x,0,15,x,8,x,0,0,0,0,0,0,0,0,x,0,x,0,9,x,x,x,x,x,x,x,0,0,0,0,83,26,36,21,0,0,0,0,0,0,0,0,14,x,x,6,16,12,x,x,9,x,x,x,7,0,x,6,14,19,13,11,0,0,0,0,x,0,x,0,8,x,12,x,0,0,0,0,0,0,0,0,x,0,x,0,5,x,x,x,x,x,x,x,0,0,0,0,44,41,53,38,0,0,0,0,0,0,0,0,7,x,x,11,9,19,x,x,5,x,x,x,4,0,x,11,38,20,18,11,x,x,29,x,x
24,E08000011,LA,340,Knowsley,80,28,29,23,80,28,29,23,56,22,20,14,8,x,x,x,16,x,x,x,70,79,69,61,10,x,x,x,20,x,x,x,8,x,x,0,0,0,0,0,x,x,x,x,8,x,x,x,0,0,0,0,0,0,0,0,x,0,0,x,0,0,0,0,x,0,x,0,0,0,0,0,18,x,7,6,0,0,0,0,0,0,0,0,x,x,x,x,16,7,x,x,x,0,x,x,16,x,x,6,10,x,x,0,0,0,0,0,x,x,x,x,10,x,x,x,0,0,0,0,0,0,0,0,x,0,0,x,0,0,0,0,x,0,x,0,0,0,0,0,23,x,24,26,0,0,0,0,0,0,0,0,x,x,x,x,20,25,x,x,x,0,x,x,20,x,x,26,24,12,12,11,x,x,46,x,x
26,E08000012,LA,341,Liverpool,297,101,103,93,292,99,101,92,241,83,81,77,35,x,14,x,16,x,6,x,83,84,80,84,12,x,14,x,5,x,6,x,71,21,28,22,6,x,x,x,21,9,7,x,7,x,x,x,0,0,0,0,0,0,0,0,13,x,x,6,x,x,x,x,x,x,0,0,x,0,0,x,93,28,31,34,x,x,0,0,0,0,0,0,29,8,11,10,26,14,7,x,6,x,x,0,16,x,6,x,24,21,27,24,2,x,x,x,7,9,7,x,2,x,x,x,0,0,0,0,0,0,0,0,4,x,x,6,x,x,x,x,x,x,0,0,x,0,0,x,31,28,30,37,x,x,0,0,0,0,0,0,10,8,11,11,9,14,7,x,2,x,x,0,5,x,6,x,60,29,31,20,13,7,33,45,23
32,E08000013,LA,342,St. Helens,75,34,22,19,75,34,22,19,67,x,x,19,x,x,x,0,x,x,x,0,89,x,x,100,x,x,x,0,x,x,x,0,21,11,x,x,x,0,x,0,x,x,x,0,6,x,x,x,0,0,0,0,0,0,0,0,13,x,x,9,0,0,0,0,x,x,0,0,x,0,x,0,16,9,x,x,0,0,0,0,0,0,0,0,x,x,x,0,x,x,x,0,x,x,x,0,x,x,x,0,28,32,x,x,x,0,x,0,x,x,x,0,8,x,x,x,0,0,0,0,0,0,0,0,17,x,x,47,0,0,0,0,x,x,0,0,x,0,x,0,21,26,x,x,0,0,0,0,0,0,0,0,x,x,x,0,x,x,x,0,x,x,x,0,x,x,x,0,24,13,11,x,x,x,x,x,x
31,E08000014,LA,343,Sefton,131,51,31,49,130,50,31,49,112,x,x,39,9,0,x,x,9,x,x,x,86,x,x,80,7,0,x,x,7,x,x,x,22,6,x,11,8,x,x,0,x,x,0,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0,0,0,0,0,42,13,10,19,0,0,0,0,0,0,0,0,8,0,x,x,22,13,x,x,9,x,x,x,9,x,x,x,17,12,x,22,6,x,x,0,x,x,0,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0,0,0,0,0,32,25,32,39,0,0,0,0,0,0,0,0,6,0,x,x,17,25,x,x,7,x,x,x,7,x,x,x,35,26,9,18,x,x,51,x,x
38,E08000015,LA,344,Wirral,191,60,61,70,191,60,61,70,176,x,x,63,x,x,x,x,x,0,x,x,92,x,x,90,x,x,x,x,x,0,x,x,43,20,10,13,6,0,x,x,10,x,x,x,8,x,x,x,0,0,0,0,0,0,0,0,7,x,x,x,0,0,0,0,x,0,0,x,x,0,0,x,64,16,19,29,x,0,0,x,0,0,0,0,7,x,x,x,30,11,12,7,9,x,6,x,x,0,x,x,23,33,16,19,3,0,x,x,5,x,x,x,4,x,x,x,0,0,0,0,0,0,0,0,4,x,x,x,0,0,0,0,x,0,0,x,x,0,0,x,34,27,31,41,x,0,0,x,0,0,0,0,4,x,x,x,16,18,20,10,5,x,10,x,x,0,x,x,55,28,27,21,10,11,38,36,41
18,E08000001,LA,350,Bolton,125,43,38,44,125,43,38,44,119,x,x,x,x,x,x,x,x,0,x,x,95,x,x,x,x,x,x,x,x,0,x,x,28,10,9,9,x,x,x,0,10,x,x,x,x,x,x,x,0,0,0,0,0,0,0,0,x,0,x,x,0,0,0,0,0,0,0,0,0,0,0,0,42,12,11,19,0,0,0,0,0,0,0,0,x,x,x,x,21,10,x,6,9,x,x,x,x,0,x,x,22,23,24,20,x,x,x,0,8,x,x,x,x,x,x,x,0,0,0,0,0,0,0,0,x,0,x,x,0,0,0,0,0,0,0,0,0,0,0,0,34,28,29,43,0,0,0,0,0,0,0,0,x,x,x,x,17,23,x,14,7,x,x,x,x,0,x,x,31,17,14,15,x,x,48,x,x
19,E08000002,LA,351,Bury,110,35,32,43,109,35,32,42,99,x,x,x,10,x,x,x,0,0,0,0,91,x,x,x,9,x,x,x,0,0,0,0,29,9,12,8,8,x,x,6,7,x,0,x,x,x,x,0,0,0,0,0,0,0,0,0,x,0,x,x,x,0,0,x,x,0,x,x,0,0,0,0,37,9,12,16,0,0,0,0,0,0,0,0,x,x,x,x,11,6,x,x,x,x,0,0,0,0,0,0,26,26,38,19,7,x,x,14,6,x,0,x,x,x,x,0,0,0,0,0,0,0,0,0,x,0,x,x,x,0,0,x,x,0,x,x,0,0,0,0,34,26,38,37,0,0,0,0,0,0,0,0,x,x,x,x,10,17,x,x,x,x,0,0,0,0,0,0,17,10,7,8,x,x,47,x,x
27,E08000003,LA,352,Manchester,465,157,148,160,462,156,147,159,358,121,116,121,47,18,11,18,57,17,20,20,77,78,79,76,10,12,7,11,12,11,14,13,70,21,22,27,19,10,x,6,35,16,12,7,40,14,20,6,0,0,0,0,0,0,0,0,7,x,0,x,x,x,x,x,10,x,x,x,15,8,x,x,107,20,32,55,7,x,0,x,x,x,0,0,16,x,x,8,56,26,18,12,19,6,8,x,57,17,20,20,15,13,15,17,4,6,x,4,8,10,8,4,9,9,14,4,0,0,0,0,0,0,0,0,2,x,0,x,x,x,x,x,2,x,x,x,3,5,x,x,23,13,22,34,2,x,0,x,x,x,0,0,3,x,x,5,12,17,12,8,4,4,5,x,12,11,14,13,100,51,49,39,22,17,39,43,35
28,E08000004,LA,353,Oldham,99,35,28,36,98,35,27,36,88,x,x,x,x,x,x,x,x,0,x,x,90,x,x,x,x,x,x,x,x,0,x,x,32,14,10,8,6,x,x,x,x,x,x,x,8,x,x,x,0,0,0,0,0,0,0,0,6,x,x,x,x,0,x,0,0,0,0,0,x,0,x,x,24,x,6,14,0,0,0,0,0,0,0,0,x,x,0,x,7,x,x,0,x,0,x,x,x,0,x,x,32,40,36,22,6,x,x,x,x,x,x,x,8,x,x,x,0,0,0,0,0,0,0,0,6,x,x,x,x,0,x,0,0,0,0,0,x,0,x,x,24,x,21,39,0,0,0,0,0,0,0,0,x,x,0,x,7,x,x,0,x,0,x,x,x,0,x,x,11,x,x,7,x,x,64,x,x
29,E08000005,LA,354,Rochdale,134,39,53,42,129,39,49,41,115,x,42,x,x,x,x,x,x,0,x,x,89,x,86,x,x,x,x,x,x,0,x,x,25,7,8,10,x,x,x,x,11,x,x,x,7,x,x,x,x,0,x,x,0,0,0,0,0,0,0,0,x,0,x,0,x,x,x,0,0,0,0,0,53,15,21,17,x,x,0,x,0,0,0,0,x,0,x,x,11,x,x,x,6,x,x,0,x,0,x,x,19,18,15,24,x,x,x,x,8,x,x,x,5,x,x,x,x,0,x,x,0,0,0,0,0,0,0,0,x,0,x,0,x,x,x,0,0,0,0,0,40,38,40,40,x,x,0,x,0,0,0,0,x,0,x,x,8,x,x,x,4,x,x,0,x,0,x,x,34,13,21,8,x,x,24,x,x
30,E08000006,LA,355,Salford,175,63,57,55,173,63,57,53,162,x,x,x,11,x,x,x,0,0,0,0,94,x,x,x,6,x,x,x,0,0,0,0,24,9,6,9,x,x,x,x,16,x,9,6,x,x,0,0,0,0,0,0,x,0,0,x,0,0,0,0,x,0,0,x,0,0,0,0,x,x,x,x,99,38,31,30,0,0,0,0,x,x,0,x,9,x,x,x,14,9,x,x,0,0,0,0,0,0,0,0,14,14,11,16,x,x,x,x,9,x,16,11,x,x,0,0,0,0,0,0,x,0,0,x,0,0,0,0,x,0,0,x,0,0,0,0,x,x,x,x,57,60,54,55,0,0,0,0,x,x,0,x,5,x,x,x,8,14,x,x,0,0,0,0,0,0,0,0,32,18,14,11,x,x,34,x,x
33,E08000007,LA,356,Stockport,130,29,43,58,127,28,42,57,105,x,x,39,x,0,x,x,x,x,x,x,83,x,x,68,x,0,x,x,x,x,x,x,11,x,x,x,x,x,x,x,x,x,x,0,x,0,x,x,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,x,0,0,0,0,x,0,x,0,52,7,23,22,0,0,0,0,0,0,0,0,x,0,x,0,21,9,x,8,7,x,x,x,19,x,x,17,8,x,x,x,x,x,x,x,x,x,x,0,x,0,x,x,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,x,0,0,0,0,x,0,x,0,40,24,53,38,0,0,0,0,0,0,0,0,x,0,x,0,16,31,x,14,5,x,x,x,15,x,x,29,29,17,12,13,x,x,45,x,x
34,E08000008,LA,357,Tameside,141,53,36,52,141,53,36,52,116,46,29,41,8,x,x,x,17,x,x,x,82,87,81,79,6,x,x,x,12,x,x,x,23,x,7,11,6,x,x,0,12,8,x,x,6,x,x,0,0,0,0,0,0,0,0,0,x,0,0,x,0,0,0,0,x,0,0,x,x,x,0,0,47,16,11,20,x,x,0,0,0,0,0,0,8,x,x,x,13,7,x,x,x,x,0,x,17,x,6,7,16,x,19,21,4,x,x,0,9,15,x,x,4,x,x,0,0,0,0,0,0,0,0,0,x,0,0,x,0,0,0,0,x,0,0,x,x,x,0,0,33,30,31,38,x,x,0,0,0,0,0,0,6,x,x,x,9,13,x,x,x,x,0,x,12,x,17,13,25,12,13,10,x,x,40,x,x
35,E08000009,LA,358,Trafford,107,34,38,35,106,34,38,34,92,x,32,x,7,x,x,x,7,x,x,x,87,x,84,x,7,x,x,x,7,x,x,x,18,8,6,x,x,x,x,0,12,x,8,x,x,x,x,x,0,0,0,0,0,0,0,0,x,x,0,x,x,0,0,x,x,0,0,x,x,x,x,x,32,x,12,16,0,0,0,0,x,x,0,0,x,x,x,x,7,x,x,x,7,x,x,x,7,x,x,x,17,24,16,x,x,x,x,0,11,x,21,x,x,x,x,x,0,0,0,0,0,0,0,0,x,x,0,x,x,0,0,x,x,0,0,x,x,x,x,x,30,x,32,46,0,0,0,0,x,x,0,0,x,x,x,x,7,x,x,x,7,x,x,x,7,x,x,x,28,14,14,6,x,x,21,x,x
37,E08000010,LA,359,Wigan,117,48,34,35,117,48,34,35,110,x,x,35,7,x,x,0,0,0,0,0,94,x,x,100,6,x,x,0,0,0,0,0,21,8,6,7,6,0,x,x,8,x,x,x,x,x,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,x,0,x,0,x,x,0,0,49,17,13,19,0,0,0,0,0,0,0,0,x,x,x,0,18,12,x,x,x,0,x,x,0,0,0,0,18,17,18,20,5,0,x,x,7,x,x,x,x,x,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,x,0,x,0,x,x,0,0,42,35,38,54,0,0,0,0,0,0,0,0,x,x,x,0,15,25,x,x,x,0,x,x,0,0,0,0,29,16,13,15,x,x,52,x,x
40,E08000016,LA,370,Barnsley,69,23,18,28,69,23,18,28,x,x,18,x,x,x,0,0,x,0,0,x,x,x,100,x,x,x,0,0,x,0,0,x,x,x,x,0,x,x,x,0,x,x,x,0,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,0,0,x,x,x,x,39,12,8,19,0,0,0,0,0,0,0,0,x,x,0,0,11,x,x,x,0,0,0,0,x,0,0,x,x,x,x,0,x,x,x,0,x,x,x,0,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,0,0,x,x,x,x,57,52,44,68,0,0,0,0,0,0,0,0,x,x,0,0,16,x,x,x,0,0,0,0,x,0,0,x,14,7,7,6,x,x,43,x,x
43,E08000017,LA,371,Doncaster,155,61,47,47,152,60,45,47,136,54,x,40,x,6,x,x,x,0,0,x,89,90,x,85,x,10,x,x,x,0,0,x,26,12,6,8,x,x,x,x,6,x,x,0,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,x,x,0,0,x,0,x,0,81,28,25,28,x,0,x,0,0,0,0,0,11,x,x,x,9,x,x,x,x,x,x,x,x,0,0,x,17,20,13,17,x,x,x,x,4,x,x,0,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,x,x,0,0,x,0,x,0,52,46,53,60,x,0,x,0,0,0,0,0,7,x,x,x,6,x,x,x,x,x,x,x,x,0,0,x,31,19,12,7,x,x,23,x,x
51,E08000018,LA,372,Rotherham,137,56,41,40,136,56,41,39,126,x,x,x,x,x,x,0,x,x,x,x,93,x,x,x,x,x,x,0,x,x,x,x,21,12,x,x,11,x,x,x,18,14,x,x,x,x,x,0,x,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,52,10,21,21,0,0,0,0,0,0,0,0,x,x,x,0,17,8,6,x,x,x,0,x,x,x,x,x,15,21,x,x,8,x,x,x,13,25,x,x,x,x,x,0,x,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,38,18,51,53,0,0,0,0,0,0,0,0,x,x,x,0,12,14,15,x,x,x,0,x,x,x,x,x,36,20,16,14,8,6,39,40,38
52,E08000019,LA,373,Sheffield,231,74,75,82,230,74,74,82,166,67,56,43,11,x,x,x,53,x,x,x,72,91,76,52,5,x,x,x,23,x,x,x,11,x,x,x,11,x,x,x,27,19,x,x,14,x,7,x,0,0,0,0,0,0,0,0,x,x,x,0,x,0,x,0,x,x,0,0,x,x,x,0,73,16,28,29,0,0,0,0,0,0,0,0,8,x,x,x,21,13,6,x,x,x,x,x,53,x,14,34,5,x,x,x,5,x,x,x,12,26,x,x,6,x,9,x,0,0,0,0,0,0,0,0,x,x,x,0,x,0,x,0,x,x,0,0,x,x,x,0,32,22,37,35,0,0,0,0,0,0,0,0,3,x,x,x,9,18,8,x,x,x,x,x,23,x,19,41,47,25,22,18,12,6,38,48,27
41,E08000032,LA,380,Bradford,212,67,77,68,212,67,77,68,196,59,x,62,7,x,x,x,9,x,x,x,92,88,x,91,3,x,x,x,4,x,x,x,30,9,9,12,8,x,x,x,11,x,6,x,10,7,x,x,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,0,x,84,21,31,32,x,x,0,0,0,0,0,0,x,0,0,x,35,10,13,12,19,8,8,x,9,6,x,x,14,13,12,18,4,x,x,x,5,x,8,x,5,10,x,x,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,0,x,40,31,40,47,x,x,0,0,0,0,0,0,x,0,0,x,17,15,17,18,9,12,10,x,4,9,x,x,51,23,28,22,10,12,43,43,43
42,E08000033,LA,381,Calderdale,77,30,24,23,76,29,24,23,70,x,x,x,x,x,x,0,x,x,0,x,92,x,x,x,x,x,x,0,x,x,0,x,9,x,x,x,x,x,x,0,6,x,x,x,x,0,x,0,0,0,0,0,0,0,0,0,x,x,0,0,x,x,0,0,x,x,0,0,0,0,0,0,37,12,11,14,0,0,0,0,0,0,0,0,x,x,x,0,12,x,x,x,x,x,0,0,x,x,0,x,12,x,x,x,x,x,x,0,8,x,x,x,x,0,x,0,0,0,0,0,0,0,0,0,x,x,0,0,x,x,0,0,x,x,0,0,0,0,0,0,48,40,46,61,0,0,0,0,0,0,0,0,x,x,x,0,16,x,x,x,x,x,0,0,x,x,0,x,25,14,11,8,x,x,32,x,x
46,E08000034,LA,382,Kirklees,196,74,64,58,196,74,64,58,175,68,58,49,x,6,x,x,x,0,x,x,89,92,91,84,x,8,x,x,x,0,x,x,27,9,10,8,14,x,x,7,x,x,x,x,10,x,6,x,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,x,0,0,91,35,32,24,x,0,0,x,0,0,0,0,17,x,x,7,16,9,x,x,9,x,x,x,x,0,x,x,14,12,16,14,7,x,x,12,x,x,x,x,5,x,9,x,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,x,0,0,46,47,50,41,x,0,0,x,0,0,0,0,9,x,x,12,8,12,x,x,5,x,x,x,x,0,x,x,43,23,20,11,x,x,26,x,x
47,E08000035,LA,383,Leeds,345,123,106,116,344,122,106,116,315,114,99,102,9,x,x,x,20,x,x,x,92,93,93,88,3,x,x,x,6,x,x,x,50,23,14,13,19,6,8,x,6,x,x,0,8,6,x,0,0,0,0,0,0,0,0,0,x,0,0,x,x,x,0,0,x,0,x,x,x,x,x,0,177,50,51,76,x,0,x,0,x,x,x,0,x,x,0,x,41,19,14,8,11,x,6,x,20,x,6,9,14,19,13,11,6,5,8,x,2,x,x,0,2,5,x,0,0,0,0,0,0,0,0,0,x,0,0,x,x,x,0,0,x,0,x,x,x,x,x,0,51,41,48,66,x,0,x,0,x,x,x,0,x,x,0,x,12,15,13,7,3,x,6,x,6,x,6,8,98,54,44,31,17,14,32,31,32
53,E08000036,LA,384,Wakefield,146,53,48,45,146,53,48,45,131,x,x,36,x,x,0,x,x,x,x,x,90,x,x,80,x,x,0,x,x,x,x,x,12,6,x,x,6,x,x,x,20,9,7,x,6,x,x,x,0,0,0,0,0,0,0,0,x,0,x,x,0,0,0,0,x,x,0,0,x,x,0,0,40,11,20,9,x,0,x,0,x,x,0,0,x,x,0,x,13,10,x,x,27,x,8,15,13,x,x,8,8,11,x,x,4,x,x,x,14,17,15,x,4,x,x,x,0,0,0,0,0,0,0,0,x,0,x,x,0,0,0,0,x,x,0,0,x,x,0,0,27,21,42,20,x,0,x,0,x,x,0,0,x,x,0,x,9,19,x,x,18,x,17,33,9,x,x,18,34,15,19,10,x,x,29,x,x
5,E08000037,LA,390,Gateshead,118,43,39,36,118,43,39,36,100,x,29,x,x,x,x,0,x,x,x,x,85,x,74,x,x,x,x,0,x,x,x,x,17,8,x,6,x,x,x,x,x,x,0,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,18,15,17,0,0,0,0,0,0,0,0,x,x,x,0,15,6,7,x,6,x,x,x,15,x,8,x,14,19,x,17,x,x,x,x,x,x,0,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,38,47,0,0,0,0,0,0,0,0,x,x,x,0,13,14,18,x,5,x,x,x,13,x,21,x,45,20,25,13,6,7,29,30,28
8,E08000021,LA,391,Newcastle upon Tyne,217,62,80,75,217,62,80,75,201,56,x,69,x,x,x,x,x,x,x,x,93,90,x,92,x,x,x,x,x,x,x,x,25,6,8,11,11,x,x,x,x,x,0,x,13,6,6,x,0,0,0,0,0,0,0,0,x,x,x,x,0,0,0,0,0,0,0,0,16,x,7,6,90,19,35,36,0,0,0,0,0,0,0,0,x,x,x,x,22,11,7,x,17,x,8,x,11,x,x,x,12,10,10,15,5,x,x,x,x,x,0,x,6,10,8,x,0,0,0,0,0,0,0,0,x,x,x,x,0,0,0,0,0,0,0,0,7,x,9,8,41,31,44,48,0,0,0,0,0,0,0,0,x,x,x,x,10,18,9,x,8,x,10,x,5,x,x,x,x,x,x,0,0,0,0,0,0
9,E08000022,LA,392,North Tyneside,100,38,40,22,100,38,40,22,90,x,x,x,x,x,0,0,x,x,x,x,90,x,x,x,x,x,0,0,x,x,x,x,14,x,6,x,x,0,0,x,14,6,8,0,x,x,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,40,13,16,11,0,0,0,0,0,0,0,0,x,x,0,0,13,7,x,x,0,0,0,0,9,x,x,x,14,x,15,x,x,0,0,x,14,16,20,0,x,x,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,40,34,40,50,0,0,0,0,0,0,0,0,x,x,0,0,13,18,x,x,0,0,0,0,9,x,x,x,35,17,18,10,x,x,29,x,x
12,E08000023,LA,393,South Tyneside,83,25,31,27,83,25,31,27,x,25,x,27,x,0,x,0,0,0,0,0,x,100,x,100,x,0,x,0,0,0,0,0,20,9,6,x,x,x,x,0,11,x,x,x,x,0,0,x,0,0,0,0,0,0,0,0,x,0,0,x,0,0,0,0,x,0,x,0,x,0,0,x,33,7,14,12,0,0,0,0,0,0,0,0,0,0,0,0,9,x,x,x,x,0,x,x,0,0,0,0,24,36,19,x,x,x,x,0,13,x,x,x,x,0,0,x,0,0,0,0,0,0,0,0,x,0,0,x,0,0,0,0,x,0,x,0,x,0,0,x,40,28,45,44,0,0,0,0,0,0,0,0,0,0,0,0,11,x,x,x,x,0,x,x,0,0,0,0,19,8,11,6,x,x,32,x,x
