time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,school_phase,revenue_state,number_schools,PercSchools,total_revenue_balance,average_revenue_balance,B01,B02,B06,total_income,perc_BalanceofIncome,NumOverThresh,PercOverThresh,ValueOverThresh,AveValueOverThresh
201617,Financial year,Regional,E92000001,England,E12000005,West Midlands,,,,Primary,Deficit,100,7.1,-6.225065,-0.062251,-4527973.265991,-1560699.348183,-136392.512108,126.298152,-4.9289,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000005,West Midlands,,,,Primary,Surplus,1304,92.7,173.353511,0.132940,108817588.445374,58570080.525598,5965841.899697,1792.503403,9.6710,659,46.9,61.6412,93538
201617,Financial year,Regional,E92000001,England,E12000005,West Midlands,,,,Primary,Total,1406,100.0,167.128446,0.118868,104289615.179382,57009381.177415,5829449.387589,1919.677961,8.7061,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000005,West Midlands,,,,Pupil referral unit,Deficit,6,19.4,-0.621503,-0.103584,-407554.644531,-213947.937500,0.000000,5.921396,-10.4959,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000005,West Midlands,,,,Pupil referral unit,Surplus,22,71.0,6.264615,0.284755,4034144.492188,2230470.684570,0.000000,37.382383,16.7582,17,54.8,3.6542,214950
201617,Financial year,Regional,E92000001,England,E12000005,West Midlands,,,,Pupil referral unit,Total,31,100.0,5.643113,0.182036,3626589.847656,2016522.747070,0.000000,44.725882,12.6171,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000005,West Midlands,,,,Secondary,Deficit,37,27.0,-15.386486,-0.415851,-11076309.938477,-4306344.066025,-3832.409912,163.121684,-9.4325,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000005,West Midlands,,,,Secondary,Surplus,99,72.3,43.682099,0.441233,36017444.515723,6930363.974070,734290.697876,468.296818,9.3279,64,46.7,23.8152,372113
201617,Financial year,Regional,E92000001,England,E12000005,West Midlands,,,,Secondary,Total,137,100.0,28.295613,0.206537,24941134.577246,2624019.908044,730458.287964,638.940964,4.4285,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000005,West Midlands,,,,Special,Deficit,16,16.7,-2.037080,-0.127318,-1798833.674316,-238246.495117,0.000000,38.847050,-5.2438,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000005,West Midlands,,,,Special,Surplus,80,83.3,22.094314,0.276179,15653213.468262,6421446.532734,19653.709961,205.342340,10.7597,53,55.2,8.4697,159806
201617,Financial year,Regional,E92000001,England,E12000005,West Midlands,,,,Special,Total,96,100.0,20.057234,0.208930,13854379.793945,6183200.037617,19653.709961,244.189390,8.2138,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000005,West Midlands,,,,Total,Deficit,166,9.6,-24.590846,-0.148138,-18094183.614136,-6295122.756189,-201539.513573,337.557387,-7.2849,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000005,West Midlands,,,,Total,Surplus,1558,90.1,251.155942,0.161204,167905748.291205,75509150.648247,7741043.349150,2536.999234,9.8997,833,48.2,101.1097,121380
201617,Financial year,Regional,E92000001,England,E12000005,West Midlands,,,,Total,Total,1730,100.0,226.565096,0.130962,149811564.677069,69214027.892058,7539503.835578,2884.377593,7.8549,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000006,East of England,,,,Nursery,Deficit,2,5.3,-0.025288,-0.012644,-90895.994141,0.000000,65607.609680,1.037718,-2.4369,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000006,East of England,,,,Nursery,Surplus,36,94.7,4.093113,0.113698,603747.102051,2393870.296875,1095495.112305,27.066423,15.1225,24,63.2,2.1861,91087
201617,Financial year,Regional,E92000001,England,E12000006,East of England,,,,Nursery,Total,38,100.0,4.067824,0.107048,512851.107910,2393870.296875,1161102.721985,28.104140,14.4741,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000006,East of England,,,,Primary,Deficit,53,3.4,-1.213114,-0.022889,-1390014.007080,-757220.455045,934120.763985,61.093776,-1.9857,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000006,East of England,,,,Primary,Surplus,1500,94.9,170.159818,0.113440,46436013.015121,121856703.100378,1867102.244562,1744.054342,9.7566,788,49.9,59.0708,74963
201617,Financial year,Regional,E92000001,England,E12000006,East of England,,,,Primary,Total,1580,100.0,168.946705,0.106928,45044684.058089,121099482.645333,2802537.958498,1818.270522,9.2916,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000006,East of England,,,,Pupil referral unit,Deficit,3,10.0,-0.116067,-0.038689,0.000000,-116066.701172,0.000000,1.801225,-6.4438,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000006,East of England,,,,Pupil referral unit,Surplus,24,80.0,7.397060,0.308211,3093281.454102,4309675.298828,-5896.700195,38.722319,19.1028,21,70.0,4.4168,210324
201617,Financial year,Regional,E92000001,England,E12000006,East of England,,,,Pupil referral unit,Total,30,100.0,7.280993,0.242700,3093281.454102,4193608.597656,-5896.700195,40.746714,17.8689,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000006,East of England,,,,Secondary,Deficit,15,19.0,-4.866673,-0.324445,-1776184.273438,-3077324.683594,-13164.500000,65.809821,-7.3951,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000006,East of England,,,,Secondary,Surplus,58,73.4,20.765791,0.358031,8313309.949463,12553643.020947,-101161.870605,277.866356,7.4733,38,48.1,9.3449,245918
201617,Financial year,Regional,E92000001,England,E12000006,East of England,,,,Secondary,Total,79,100.0,15.899118,0.201255,6537829.876038,9476318.337354,-115030.570618,350.568882,4.5352,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000006,East of England,,,,Special,Deficit,2,2.9,-0.093590,-0.046795,0.000000,-93589.826172,0.000000,3.469852,-2.6972,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000006,East of England,,,,Special,Surplus,67,97.1,15.773110,0.235420,3878231.678711,11721338.538691,173540.334106,162.087299,9.7312,37,53.6,5.8004,156768
201617,Financial year,Regional,E92000001,England,E12000006,East of England,,,,Special,Total,69,100.0,15.679521,0.227239,3878231.678711,11627748.712520,173540.334106,165.557151,9.4708,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000006,East of England,,,,Total,Deficit,75,4.2,-6.314732,-0.084196,-3257094.274658,-4044201.665982,986563.873665,133.212392,-4.7403,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000006,East of England,,,,Total,Surplus,1685,93.8,218.188893,0.129489,62324583.199447,152835230.255720,3029079.120172,2249.796739,9.6982,908,50.6,80.8190,89008
201617,Financial year,Regional,E92000001,England,E12000006,East of England,,,,Total,Total,1796,100.0,211.874160,0.117970,59066878.174850,148791028.589738,4016253.743776,2403.247410,8.8162,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000008,South East,,,,Nursery,Deficit,12,27.9,-0.429763,-0.035814,-62636.398041,-346874.838135,-20251.760696,9.678750,-4.4403,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000008,South East,,,,Nursery,Surplus,31,72.1,2.573618,0.083020,581156.816406,1611209.807617,381251.704041,22.871572,11.2525,18,41.9,1.0474,58187
201617,Financial year,Regional,E92000001,England,E12000008,South East,,,,Nursery,Total,43,100.0,2.143855,0.049857,518520.418365,1264334.969482,360999.943344,32.550322,6.5863,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000008,South East,,,,Primary,Deficit,150,7.0,-5.735488,-0.038237,-2649892.420120,-3754731.195435,669135.148773,180.973882,-3.1692,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000008,South East,,,,Primary,Surplus,1968,91.9,178.338720,0.090619,80407415.188636,93374803.912339,4556501.263309,2394.358909,7.4483,718,33.5,44.4178,61863
201617,Financial year,Regional,E92000001,England,E12000008,South East,,,,Primary,Total,2142,100.0,172.603232,0.080580,77757522.768516,89620072.716904,5225636.412083,2590.566076,6.6628,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000008,South East,,,,Pupil referral unit,Deficit,4,10.3,-0.309887,-0.077472,-222728.750000,-87157.853516,0.000000,10.857398,-2.8542,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000008,South East,,,,Pupil referral unit,Surplus,32,82.1,6.492752,0.202899,3759578.738281,2690650.227188,42523.168751,50.008177,12.9834,19,48.7,3.1927,168039
201617,Financial year,Regional,E92000001,England,E12000008,South East,,,,Pupil referral unit,Total,39,100.0,6.182866,0.158535,3536849.988281,2603492.373672,42523.168751,63.410808,9.7505,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000008,South East,,,,Secondary,Deficit,41,22.5,-21.936243,-0.535030,-16863847.246094,-5047569.814453,-24825.558607,202.011123,-10.8589,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000008,South East,,,,Secondary,Surplus,136,74.7,40.375560,0.296879,26280934.823334,13745750.642944,348874.600391,779.198811,5.1817,60,33.0,13.5325,225542
201617,Financial year,Regional,E92000001,England,E12000008,South East,,,,Secondary,Total,182,100.0,18.439317,0.101315,9417087.577240,8698180.828491,324049.041784,990.025778,1.8625,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000008,South East,,,,Special,Deficit,20,16.0,-3.017604,-0.150880,-2432266.113281,-537990.557495,-47347.648132,44.664565,-6.7561,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000008,South East,,,,Special,Surplus,103,82.4,24.195314,0.234906,10679942.106079,13512540.583984,2831.589090,278.813741,8.6779,54,43.2,7.5966,140678
201617,Financial year,Regional,E92000001,England,E12000008,South East,,,,Special,Total,125,100.0,21.177710,0.169422,8247675.992798,12974550.026489,-44516.059043,327.162207,6.4732,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000008,South East,,,,Total,Deficit,227,9.0,-31.428985,-0.138454,-22231370.927536,-9774324.259033,576710.181337,448.185719,-7.0125,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000008,South East,,,,Total,Surplus,2270,89.7,251.975965,0.111003,121709027.672737,124934955.174072,5331982.325581,3525.251209,7.1477,869,34.3,69.7870,80307
201617,Financial year,Regional,E92000001,England,E12000008,South East,,,,Total,Total,2531,100.0,220.546980,0.087138,99477656.745200,115160630.915039,5908692.506918,4003.715191,5.5086,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000009,South West,,,,Nursery,Deficit,7,41.2,-0.854545,-0.122078,-508332.728516,-278902.283203,-67310.000000,5.243426,-16.2975,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000009,South West,,,,Nursery,Surplus,10,58.8,0.592271,0.059227,285046.888672,103898.326904,203325.285156,6.706682,8.8311,4,23.5,0.2376,59409
201617,Financial year,Regional,E92000001,England,E12000009,South West,,,,Nursery,Total,17,100.0,-0.262275,-0.015428,-223285.839844,-175003.956299,136015.285156,11.950108,-2.1947,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000009,South West,,,,Primary,Deficit,87,6.7,-2.830447,-0.032534,-1651267.483925,-1121075.093018,-58104.519775,82.075645,-3.4486,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000009,South West,,,,Primary,Surplus,1195,92.2,99.078080,0.082911,37016941.771378,60210980.398003,1850158.218441,1175.598017,8.4279,564,43.5,27.7498,49202
201617,Financial year,Regional,E92000001,England,E12000009,South West,,,,Primary,Total,1296,100.0,96.247633,0.074265,35365674.287453,59089905.304985,1792053.698666,1266.205464,7.6013,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000009,South West,,,,Pupil referral unit,Deficit,6,27.3,-0.936524,-0.156087,-413663.015625,-531079.300781,8218.120117,7.757725,-12.0722,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000009,South West,,,,Pupil referral unit,Surplus,16,72.7,3.353481,0.209593,1375370.588867,1978110.847656,0.000000,25.486670,13.1578,10,45.5,1.5900,159004
201617,Financial year,Regional,E92000001,England,E12000009,South West,,,,Pupil referral unit,Total,22,100.0,2.416957,0.109862,961707.573242,1447031.546875,8218.120117,33.244395,7.2703,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000009,South West,,,,Secondary,Deficit,30,35.3,-13.526958,-0.450899,-3951321.390625,-10242128.757813,666492.437500,119.540857,-11.3158,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000009,South West,,,,Secondary,Surplus,53,62.4,16.547534,0.312218,4869120.804688,11644531.679688,33881.049805,263.579869,6.2780,33,38.8,5.1491,156035
201617,Financial year,Regional,E92000001,England,E12000009,South West,,,,Secondary,Total,85,100.0,3.020576,0.035536,917799.414063,1402402.921875,700373.487305,390.277090,0.7740,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000009,South West,,,,Special,Deficit,5,7.1,-0.775882,-0.155176,-627575.404297,-148306.757813,0.000000,7.924072,-9.7915,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000009,South West,,,,Special,Surplus,65,92.9,11.126810,0.171182,5034335.692383,6034192.033203,58282.729061,162.966451,6.8277,21,30.0,2.7764,132211
201617,Financial year,Regional,E92000001,England,E12000009,South West,,,,Special,Total,70,100.0,10.350928,0.147870,4406760.288086,5885885.275391,58282.729061,170.890523,6.0571,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000009,South West,,,,Total,Deficit,135,9.1,-18.924356,-0.140180,-7152160.022987,-12321492.192627,549296.037842,222.541725,-8.5037,:,:,:,:
201617,Financial year,Regional,E92000001,England,E12000009,South West,,,,Total,Surplus,1339,89.9,130.698176,0.097609,48580815.745987,79971713.285454,2145647.282463,1634.337689,7.9970,632,42.4,37.5031,59340
201617,Financial year,Regional,E92000001,England,E12000009,South West,,,,Total,Total,1490,100.0,111.773820,0.075016,41428655.723000,67650221.092827,2694943.320305,1872.567580,5.9690,:,:,:,:
201617,Financial year,Regional,E92000001,England,E13000001,Inner London,,,,Nursery,Deficit,5,10.2,-0.107456,-0.021491,439524.992676,-331500.187500,-215480.968750,6.892696,-1.5590,:,:,:,:
201617,Financial year,Regional,E92000001,England,E13000001,Inner London,,,,Nursery,Surplus,43,87.8,6.782613,0.157735,1551562.127441,3144637.656555,2086413.196289,49.282213,13.7628,29,59.2,3.6545,126017
201617,Financial year,Regional,E92000001,England,E13000001,Inner London,,,,Nursery,Total,49,100.0,6.675157,0.136228,1991087.120117,2813137.469055,1870932.227539,56.174912,11.8828,:,:,:,:
201617,Financial year,Regional,E92000001,England,E13000001,Inner London,,,,Primary,Deficit,74,11.7,-5.989870,-0.080944,-2269423.323975,-2070866.526154,-1649580.282056,178.343103,-3.3586,:,:,:,:
201617,Financial year,Regional,E92000001,England,E13000001,Inner London,,,,Primary,Surplus,555,88.0,116.988531,0.210790,60726203.025215,56572686.357264,-310357.924599,1389.220869,8.4212,236,37.4,38.5549,163368
201617,Financial year,Regional,E92000001,England,E13000001,Inner London,,,,Primary,Total,631,100.0,110.998661,0.175909,58456779.701241,54501819.831111,-1959938.206655,1570.164494,7.0692,:,:,:,:
201617,Financial year,Regional,E92000001,England,E13000001,Inner London,,,,Pupil referral unit,Deficit,2,14.3,-0.165197,-0.082599,-181438.000000,16241.000000,0.000000,5.063014,-3.2628,:,:,:,:
201617,Financial year,Regional,E92000001,England,E13000001,Inner London,,,,Pupil referral unit,Surplus,10,71.4,3.089455,0.308946,790093.000000,2299162.109375,200.000000,27.325206,11.3062,8,57.1,1.1224,140300
201617,Financial year,Regional,E92000001,England,E13000001,Inner London,,,,Pupil referral unit,Total,14,100.0,2.924258,0.208876,608655.000000,2315403.109375,200.000000,34.571543,8.4586,:,:,:,:
201617,Financial year,Regional,E92000001,England,E13000001,Inner London,,,,Secondary,Deficit,21,24.4,-6.560255,-0.312393,-1628562.734375,-4320553.554688,-611138.969727,160.150534,-4.0963,:,:,:,:
201617,Financial year,Regional,E92000001,England,E13000001,Inner London,,,,Secondary,Surplus,64,74.4,41.787166,0.652924,19099620.697266,21943192.333984,744353.603027,500.606589,8.3473,38,44.2,21.9748,578283
201617,Financial year,Regional,E92000001,England,E13000001,Inner London,,,,Secondary,Total,86,100.0,35.226911,0.409615,17471057.962891,17622638.779297,133214.633301,664.359404,5.3024,:,:,:,:
201617,Financial year,Regional,E92000001,England,E13000001,Inner London,,,,Special,Deficit,7,13.0,-1.668943,-0.238420,-614248.023438,-1486380.328125,431685.379883,27.366674,-6.0985,:,:,:,:
201617,Financial year,Regional,E92000001,England,E13000001,Inner London,,,,Special,Surplus,46,85.2,17.876151,0.388612,5237354.160645,13251449.352266,-612652.316875,142.744000,12.5232,31,57.4,7.9502,256458
201617,Financial year,Regional,E92000001,England,E13000001,Inner London,,,,Special,Total,54,100.0,16.207208,0.300133,4623106.137207,11765069.024141,-180966.936992,171.046561,9.4753,:,:,:,:
201617,Financial year,Regional,E92000001,England,E13000001,Inner London,,,,Total,Deficit,109,13.1,-14.491722,-0.132952,-4254147.089111,-8193059.596466,-2044514.840649,377.816022,-3.8357,:,:,:,:
201617,Financial year,Regional,E92000001,England,E13000001,Inner London,,,,Total,Surplus,718,86.1,186.523917,0.259783,87404833.010567,97211127.809445,1907956.557842,2109.178877,8.8434,342,41.0,73.2568,214201
201617,Financial year,Regional,E92000001,England,E13000001,Inner London,,,,Total,Total,834,100.0,172.032196,0.206274,83150685.921455,89018068.212979,-136558.282807,2496.316914,6.8914,:,:,:,:
201617,Financial year,Regional,E92000001,England,E13000002,Outer London,,,,Nursery,Deficit,6,19.4,-0.378891,-0.063149,-170872.826172,-175427.898438,-32590.450547,5.686725,-6.6627,:,:,:,:
201617,Financial year,Regional,E92000001,England,E13000002,Outer London,,,,Nursery,Surplus,25,80.6,3.856474,0.154259,1117718.453712,1846248.072266,892507.113281,22.370227,17.2393,19,61.3,2.2572,118802
201617,Financial year,Regional,E92000001,England,E13000002,Outer London,,,,Nursery,Total,31,100.0,3.477582,0.112180,946845.627541,1670820.173828,859916.662734,28.056952,12.3947,:,:,:,:
201617,Financial year,Regional,E92000001,England,E13000002,Outer London,,,,Primary,Deficit,54,6.4,-4.402403,-0.081526,-2764147.059326,-1710574.997803,72319.270111,131.115452,-3.3577,:,:,:,:
201617,Financial year,Regional,E92000001,England,E13000002,Outer London,,,,Primary,Surplus,795,93.6,146.954570,0.184849,73723476.864746,70785238.190385,2445854.931342,1845.686253,7.9621,328,38.6,43.3161,132061
201617,Financial year,Regional,E92000001,England,E13000002,Outer London,,,,Primary,Total,849,100.0,142.552167,0.167906,70959329.805420,69074663.192582,2518174.201454,1976.801706,7.2113,:,:,:,:
201617,Financial year,Regional,E92000001,England,E13000002,Outer London,,,,Pupil referral unit,Deficit,1,3.7,-0.000205,-0.000205,-204.779999,0.000000,0.000000,0.739723,-0.0277,:,:,:,:
201617,Financial year,Regional,E92000001,England,E13000002,Outer London,,,,Pupil referral unit,Surplus,25,92.6,3.639414,0.145577,2106569.121399,1505594.630859,27250.000000,47.108098,7.7257,9,33.3,1.1275,125281
201617,Financial year,Regional,E92000001,England,E13000002,Outer London,,,,Pupil referral unit,Total,27,100.0,3.639209,0.134786,2106364.341400,1505594.630859,27250.000000,47.975085,7.5856,:,:,:,:
201617,Financial year,Regional,E92000001,England,E13000002,Outer London,,,,Secondary,Deficit,28,30.4,-12.283720,-0.438704,-5765830.918091,-6995602.171875,477713.018555,170.732086,-7.1947,:,:,:,:
201617,Financial year,Regional,E92000001,England,E13000002,Outer London,,,,Secondary,Surplus,63,68.5,30.228739,0.479821,14584835.210938,15618534.997297,25368.346680,478.782389,6.3137,28,30.4,13.1314,468978
201617,Financial year,Regional,E92000001,England,E13000002,Outer London,,,,Secondary,Total,92,100.0,17.945019,0.195055,8819004.292847,8622932.825422,503081.365234,651.666812,2.7537,:,:,:,:
201617,Financial year,Regional,E92000001,England,E13000002,Outer London,,,,Special,Deficit,3,5.2,-0.091531,-0.030510,-87301.418945,-4229.200195,0.000000,6.058813,-1.5107,:,:,:,:
201617,Financial year,Regional,E92000001,England,E13000002,Outer London,,,,Special,Surplus,55,94.8,15.936309,0.289751,6712034.487366,8755424.721484,468849.455933,190.181149,8.3795,22,37.9,4.6437,211078
201617,Financial year,Regional,E92000001,England,E13000002,Outer London,,,,Special,Total,58,100.0,15.844778,0.273186,6624733.068420,8751195.521289,468849.455933,196.239962,8.0742,:,:,:,:
201617,Financial year,Regional,E92000001,England,E13000002,Outer London,,,,Total,Deficit,92,8.7,-17.156749,-0.186486,-8788357.002533,-8885834.268311,517441.838119,314.332800,-5.4581,:,:,:,:
201617,Financial year,Regional,E92000001,England,E13000002,Outer London,,,,Total,Surplus,963,91.1,200.615505,0.208323,98244634.138161,98511040.612291,3859829.847236,2584.128116,7.7634,406,38.4,64.4759,158808
201617,Financial year,Regional,E92000001,England,E13000002,Outer London,,,,Total,Total,1057,100.0,183.458755,0.173566,89456277.135628,89625206.343981,4377271.685355,2900.740517,6.3245,:,:,:,:
201617,Financial year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Primary,Deficit,2,8.0,-0.143355,-0.071677,12494.148438,0.000000,-155848.937500,3.096306,-4.6299,:,:,:,:
201617,Financial year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Primary,Surplus,21,84.0,2.222701,0.105843,2189949.167969,0.000000,32752.230469,30.590744,7.2659,9,36.0,0.4702,52249
201617,Financial year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Primary,Total,25,100.0,2.079347,0.083174,2202443.316406,0.000000,-123096.707031,35.122550,5.9203,:,:,:,:
201617,Financial year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Pupil referral unit,Deficit,1,100.0,-0.026234,-0.026234,-26234.250000,0.000000,0.000000,0.875270,-2.9973,:,:,:,:
201617,Financial year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Pupil referral unit,Total,1,100.0,-0.026234,-0.026234,-26234.250000,0.000000,0.000000,0.875270,-2.9973,:,:,:,:
201617,Financial year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Secondary,Deficit,1,50.0,-0.866456,-0.866456,-866455.937500,0.000000,0.000000,4.314001,-20.0847,:,:,:,:
201617,Financial year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Secondary,Surplus,1,50.0,0.045308,0.045308,49247.148438,0.000000,-3939.080078,5.570223,0.8134,0,0.0,0.0000,0
201617,Financial year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Secondary,Total,2,100.0,-0.821148,-0.410574,-817208.789063,0.000000,-3939.080078,9.884225,-8.3077,:,:,:,:
201617,Financial year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Special,Surplus,1,100.0,0.151950,0.151950,151950.156250,0.000000,0.000000,1.657255,9.1688,1,100.0,0.0194,19370
201617,Financial year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Special,Total,1,100.0,0.151950,0.151950,151950.156250,0.000000,0.000000,1.657255,9.1688,:,:,:,:
201617,Financial year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Total,Deficit,4,13.8,-1.036045,-0.259011,-880196.039063,0.000000,-155848.937500,8.285578,-12.5042,:,:,:,:
201617,Financial year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Total,Surplus,23,79.3,2.419960,0.105216,2391146.472656,0.000000,28813.150391,37.818222,6.3989,10,34.5,0.4896,48961
201617,Financial year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Total,Total,29,100.0,1.383915,0.047721,1510950.433594,0.000000,-127035.787109,47.539299,2.9111,:,:,:,:
201617,Financial year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Primary,Deficit,2,10.5,-0.102056,-0.051028,-102056.480469,0.000000,0.000000,6.401258,-1.5943,:,:,:,:
201617,Financial year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Primary,Surplus,17,89.5,3.435769,0.202104,3435769.488281,0.000000,0.000000,33.120137,10.3737,11,57.9,1.0869,98809
201617,Financial year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Primary,Total,19,100.0,3.333713,0.175459,3333713.007813,0.000000,0.000000,39.521396,8.4352,:,:,:,:
201617,Financial year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Secondary,Surplus,1,100.0,0.299621,0.299621,299620.750000,0.000000,0.000000,8.568346,3.4968,0,0.0,0.0000,0
201617,Financial year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Secondary,Total,1,100.0,0.299621,0.299621,299620.750000,0.000000,0.000000,8.568346,3.4968,:,:,:,:
201617,Financial year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Special,Surplus,4,100.0,0.767348,0.191837,767347.500000,0.000000,0.000000,9.327144,8.2270,2,50.0,0.2206,110290
201617,Financial year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Special,Total,4,100.0,0.767348,0.191837,767347.500000,0.000000,0.000000,9.327144,8.2270,:,:,:,:
201617,Financial year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Total,Deficit,2,8.3,-0.102056,-0.051028,-102056.480469,0.000000,0.000000,6.401258,-1.5943,:,:,:,:
201617,Financial year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Total,Surplus,22,91.7,4.502738,0.204670,4502737.738281,0.000000,0.000000,51.015627,8.8262,13,54.2,1.3075,100575
201617,Financial year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Total,Total,24,100.0,4.400681,0.183362,4400681.257813,0.000000,0.000000,57.416886,7.6644,:,:,:,:
201617,Financial year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Primary,Deficit,2,6.1,-0.085104,-0.042552,-85104.159363,0.000000,0.000000,1.682536,-5.0581,:,:,:,:
201617,Financial year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Primary,Surplus,31,93.9,3.276166,0.105683,3276166.258911,0.000000,0.000000,42.231434,7.7576,12,36.4,0.9291,77422
201617,Financial year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Primary,Total,33,100.0,3.191062,0.096699,3191062.099548,0.000000,0.000000,43.913970,7.2666,:,:,:,:
201617,Financial year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Pupil referral unit,Total,1,100.0,0.000000,0.000000,0.000000,0.000000,0.000000,1.889180,0.0000,:,:,:,:
201617,Financial year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Secondary,Surplus,3,100.0,0.495172,0.165057,495172.101563,0.000000,0.000000,16.623607,2.9787,1,33.3,0.0161,16090
201617,Financial year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Secondary,Total,3,100.0,0.495172,0.165057,495172.101563,0.000000,0.000000,16.623607,2.9787,:,:,:,:
201617,Financial year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Special,Surplus,2,100.0,0.297137,0.148569,297137.414063,0.000000,0.000000,4.314906,6.8863,1,50.0,0.0339,33922
201617,Financial year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Special,Total,2,100.0,0.297137,0.148569,297137.414063,0.000000,0.000000,4.314906,6.8863,:,:,:,:
201617,Financial year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Total,Deficit,2,5.1,-0.085104,-0.042552,-85104.159363,0.000000,0.000000,1.682536,-5.0581,:,:,:,:
201617,Financial year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Total,Surplus,36,92.3,4.068476,0.113013,4068475.774536,0.000000,0.000000,63.169947,6.4405,14,35.9,0.9791,69934
