Stat-Xplore

"Relative Low Income (I II III IV V VI)"
"National - Regional - LA - OAs by Year by Age of Child (years and bands)"
"Counting: Relative Low Income"

Filters:
"Default Summation","Relative Low Income"
"Age of Child (years and bands)","11-15"

"Year","2014/15","2014/15 - Annotations","2015/16","2015/16 - Annotations","2016/17","2016/17 - Annotations","2017/18","2017/18 - Annotations","2018/19","2018/19 - Annotations","2019/20","2019/20 - Annotations","2020/21","2020/21 - Annotations","2021/22 (p)","2021/22 - Annotations",
"E08000002",2070,,2245,,2436,,2697,,2787,,2802,,2850,,3161,,
"E08000003",8117,,8685,,9957,,11510,,12270,,12624,,12461,,13841,,
"E08000004",4609,,5153,,5764,,6362,,6459,,6591,,6605,,7322,,
"E08000005",3498,,3591,,3878,,4295,,4590,,4608,,4676,,5378,,
"E08000006",2572,,2633,,3011,,3363,,3552,,3561,,3456,,4270,,
"E08000007",2057,,2096,,2278,,2577,,2658,,2665,,2729,,3134,,
"E08000008",2385,,2435,,2756,,3088,,3144,,3335,,3253,,3770,,
"E08000009",1764,,1875,,1962,,2135,,2196,,2186,,2205,,2359,,
"E08000010",2654,,2785,,3071,,3348,,3491,,3518,,3477,,3922,,
"E10000017",11483,,11934,,13401,,14826,,15335,,15463,,15260,,17366,,
"E08000011",1533,,1492,,1775,,2016,,1990,,1999,,1900,,2193,,
"E08000012",4492,,4748,,5209,,6125,,6436,,6514,,6417,,7436,,
"E08000014",2004,,2177,,2214,,2501,,2482,,2453,,2437,,2843,,
"E08000013",1430,,1457,,1578,,1784,,1858,,1902,,1833,,2076,,
"E08000015",2314,,2436,,2676,,3003,,3184,,3143,,3015,,3648,,
"E06000011",2210,,2233,,2161,,2395,,2622,,2970,,3139,,2751,,
"E06000010",3222,,3440,,3599,,3958,,4374,,4950,,5191,,4623,,
"E06000012",1617,,1679,,1789,,1914,,2111,,2451,,2559,,2175,,
"E06000013",1492,,1620,,1670,,1765,,1998,,2295,,2375,,2143,,
"E06000014",1025,,1032,,971,,1059,,1164,,1311,,1438,,1283,,
"E10000023",3531,,3623,,3632,,3838,,4004,,4664,,4768,,4186,,
"E08000016",2134,,2185,,2263,,2489,,2697,,3136,,3281,,2942,,
"E08000017",3291,,3498,,3576,,3869,,4253,,4735,,4998,,4480,,
"E08000018",2863,,2926,,3140,,3341,,3622,,4192,,4389,,3938,,
"E08000019",5678,,6156,,6261,,6891,,7631,,8435,,9217,,8090,,
"E08000032",11783,,12287,,12809,,13773,,15100,,16549,,17090,,15873,,
"E08000033",2304,,2304,,2461,,2703,,2893,,3263,,3291,,3095,,
"E08000034",5830,,5999,,6279,,6802,,7508,,8303,,8696,,7956,,
"E08000035",7047,,7541,,8090,,8978,,9908,,11243,,11977,,10887,,
"E08000036",2811,,2931,,3058,,3314,,3812,,4225,,4417,,3979,,
"E06000015",3323,,3738,,4066,,3957,,3738,,3996,,3995,,6175,,
"E06000016",6205,,7873,,8489,,8165,,7625,,8353,,7633,,11552,,
"E06000061",2589,,3009,,3310,,3151,,2874,,3269,,3111,,5058,,
"E06000018",3869,,4646,,5196,,5247,,4723,,5043,,5026,,8151,,
"E06000017",144,,212,,207,,192,,150,,194,,194,,266,,
"E06000062",2909,,3333,,3639,,3560,,3189,,3560,,3840,,5869,,
"E10000007",5549,,6147,,6700,,6429,,5716,,6177,,5945,,10016,,
"E10000018",4144,,4788,,5094,,4966,,4508,,4868,,4856,,7901,,
"E10000019",5658,,6414,,6887,,6748,,6118,,6703,,6353,,10908,,
"E10000024",5703,,6678,,7159,,6928,,6312,,6852,,6828,,11442,,
"E06000019",1338,,1469,,1497,,1611,,1626,,1745,,1758,,1936,,
"E06000051",2126,,2301,,2381,,2584,,2515,,2874,,2859,,3251,,
"E06000021",3333,,3758,,4057,,4519,,4702,,5497,,5541,,6133,,
"E06000020",1400,,1578,,1755,,1941,,2018,,2513,,2512,,2895,,
"E10000028",5722,,6174,,6494,,7104,,7285,,8595,,8480,,9729,,
"E10000031",3243,,3698,,3742,,3974,,4098,,4751,,4634,,5262,,
"E08000025",21999,,24709,,26205,,28675,,29910,,32641,,32667,,35640,,
"E08000026",3492,,4197,,4302,,4807,,4909,,5664,,5600,,6371,,
"E08000027",3347,,3728,,3905,,4247,,4333,,4951,,4985,,5507,,
"E08000028",4938,,5894,,6308,,6885,,7220,,8271,,8281,,9166,,
"E08000029",1332,,1377,,1493,,1623,,1592,,1846,,1835,,2067,,
"E08000030",4057,,4472,,4768,,5200,,5358,,6099,,6081,,6774,,
"E08000031",3268,,3687,,3892,,4369,,4633,,5394,,5294,,6129,,
"E10000034",3788,,4298,,4428,,4819,,4737,,5625,,5664,,6272,,
"E06000055",1534,,1689,,1715,,1919,,1991,,1999,,1869,,2058,,
"E06000056",1614,,1680,,1680,,1865,,1881,,2060,,2033,,2093,,
"E06000032",3953,,4549,,4749,,5386,,5452,,5562,,5252,,5507,,
"E06000031",2651,,3066,,3095,,3713,,3896,,4095,,3662,,4080,,
"E06000033",1357,,1569,,1628,,1800,,1817,,1856,,1599,,1713,,
"E06000034",1623,,1767,,1826,,2075,,2099,,2128,,1981,,2069,,
"E10000003",3617,,3959,,3963,,4639,,4693,,4830,,4363,,4751,,
"E10000012",10283,,11008,,11031,,12325,,12286,,12582,,11886,,12241,,
"E10000015",6783,,7375,,7436,,8248,,8426,,8544,,8086,,8491,,
"E10000020",6832,,7455,,7731,,8567,,8690,,9071,,8062,,8868,,
"E10000029",5366,,5865,,6143,,7047,,7213,,7229,,6404,,7066,,
"E09000007",1678,,1823,,1991,,2463,,2682,,2750,,2466,,2449,,
"E09000001",17,,11,,14,,18,,21,,24,,28,,78,,
"E09000012",2979,,3201,,3288,,4239,,4634,,4965,,4476,,4338,,
"E09000013",1104,,1177,,1236,,1412,,1611,,1717,,1581,,1501,,
"E09000014",2634,,2709,,2817,,3512,,3726,,3904,,3384,,3356,,
"E09000019",1548,,1618,,1697,,2158,,2286,,2391,,2226,,2202,,
"E09000020",618,,630,,668,,785,,788,,860,,812,,811,,
"E09000022",2494,,2553,,2934,,3629,,3762,,4065,,3764,,3474,,
"E09000023",2562,,2680,,2946,,3608,,4012,,4319,,3939,,3660,,
"E09000025",5429,,5550,,5951,,6713,,7199,,7628,,7232,,6878,,
"E09000028",2766,,2948,,3022,,3588,,3896,,4090,,3627,,3542,,
"E09000030",4602,,4911,,5278,,6281,,6606,,6981,,6359,,5840,,
"E09000032",1509,,1569,,1602,,2025,,2306,,2615,,2536,,2457,,
"E09000033",1134,,1232,,1317,,1615,,1647,,1656,,1474,,1481,,
"E09000002",3051,,3363,,3735,,4481,,4846,,5511,,5083,,4857,,
"E09000003",2630,,2678,,2811,,3365,,3517,,3918,,3799,,3558,,
"E09000004",1920,,1910,,1997,,2361,,2517,,2793,,2576,,2390,,
"E09000005",2988,,3228,,3349,,4015,,4289,,4759,,4588,,4400,,
"E09000006",1970,,1910,,1986,,2525,,2636,,2843,,2658,,2364,,
"E09000008",3337,,3299,,3655,,4198,,4643,,4897,,4501,,4443,,
"E09000009",3114,,3119,,3559,,4047,,4517,,4839,,4701,,4357,,
"E09000010",3363,,3555,,3782,,4452,,4560,,4949,,4437,,4347,,
"E09000011",2671,,2789,,3073,,3836,,4175,,4581,,4336,,3977,,
"E09000015",1733,,1885,,1920,,2258,,2576,,2868,,2976,,2734,,
"E09000016",1933,,1942,,2022,,2430,,2661,,2933,,2786,,2613,,
"E09000017",2324,,2297,,2552,,3125,,3668,,4046,,4056,,3783,,
"E09000018",2217,,2318,,2687,,3177,,3609,,3982,,3873,,3567,,
"E09000021",805,,854,,876,,1066,,1171,,1253,,1179,,1104,,
"E09000024",1594,,1711,,1759,,2194,,2361,,2499,,2302,,2173,,
"E09000026",3582,,3612,,3613,,4199,,4514,,4876,,4367,,4245,,
"E09000027",726,,647,,684,,844,,895,,983,,935,,777,,
"E09000029",1276,,1313,,1413,,1560,,1744,,1910,,1796,,1718,,
"E09000031",3518,,3599,,3713,,4477,,4872,,5152,,4763,,4319,,
"E06000036",558,,581,,667,,728,,780,,834,,907,,1043,,
"E06000043",1581,,1629,,1985,,2069,,2108,,2117,,2417,,2541,,
"E06000060",3320,,3593,,4092,,4274,,4446,,4656,,5230,,5485,,
"E06000046",1061,,1112,,1345,,1450,,1473,,1492,,1645,,1820,,
"E06000035",2263,,2482,,2786,,3073,,3200,,3233,,3664,,3874,,
"E06000042",2407,,2521,,3123,,3409,,3682,,3797,,4125,,4448,,
"E06000044",1716,,1810,,2203,,2317,,2460,,2636,,2791,,3141,,
"E06000038",1015,,1170,,1432,,1495,,1548,,1583,,1810,,2041,,
"E06000039",1695,,1850,,2156,,2359,,2587,,2744,,3180,,3531,,
"E06000045",1796,,1956,,2429,,2715,,2945,,3179,,3379,,3839,,
"E06000037",675,,701,,858,,874,,891,,1013,,1112,,1202,,
"E06000040",723,,751,,870,,887,,838,,849,,1027,,1018,,
"E06000041",592,,635,,700,,768,,864,,850,,1009,,1038,,
"E10000011",3851,,4036,,4595,,4841,,4946,,5087,,5549,,6084,,
"E10000014",7071,,7598,,8428,,8789,,9155,,9618,,10893,,12161,,
"E10000016",11049,,11667,,13857,,14688,,15093,,15890,,17441,,18860,,
"E10000025",3233,,3394,,4094,,4379,,4603,,4673,,5092,,5869,,
"E10000030",5057,,5313,,5864,,6268,,6388,,6798,,7850,,8251,,
"E10000032",4934,,5235,,5936,,6331,,6602,,6972,,8027,,8838,,
"E06000022",1012,,1013,,899,,880,,890,,937,,1048,,1273,,
"E06000058",2548,,2499,,2311,,2397,,2485,,2779,,3034,,3507,,
"E06000023",4005,,4118,,3780,,4138,,4500,,4825,,4957,,6190,,
"E06000052",5396,,5289,,4916,,5202,,5437,,5842,,5839,,7358,,
"E06000059",2566,,2440,,2245,,2427,,2482,,2581,,2668,,3379,,
"E06000053",17,,12,,12,,10,,10,,10,,9,,15,,
"E06000024",1417,,1426,,1257,,1333,,1357,,1411,,1529,,1880,,
"E06000026",2366,,2316,,2078,,2250,,2397,,2603,,2561,,3315,,
"E06000025",1739,,1585,,1496,,1565,,1615,,1728,,1795,,2277,,
"E06000030",1793,,1751,,1578,,1786,,1797,,1965,,2028,,2492,,
"E06000027",1259,,1240,,1122,,1175,,1227,,1342,,1307,,1667,,
"E06000054",3030,,2883,,2570,,2741,,2779,,2910,,2988,,3928,,
"E10000008",6362,,6215,,5717,,5917,,6176,,6616,,6632,,8309,,
"E10000013",4621,,4521,,4140,,4509,,4514,,4900,,5009,,6170,,
"E10000027",4485,,4336,,4117,,4307,,4383,,4622,,4676,,5947,,
"W06000001",661,,658,,638,,675,,680,,811,,1146,,996,,
"W06000002",1130,,1139,,1147,,1227,,1241,,1406,,1991,,1667,,
"W06000003",1023,,969,,943,,1088,,1071,,1231,,1733,,1495,,
"W06000004",841,,755,,834,,877,,910,,1066,,1559,,1357,,
"W06000005",1206,,1245,,1211,,1272,,1253,,1455,,2041,,1808,,
"W06000006",1125,,1087,,1082,,1214,,1245,,1681,,2040,,1767,,
"W06000023",1273,,1282,,1290,,1337,,1313,,1440,,1938,,1754,,
"W06000008",621,,680,,659,,747,,689,,767,,1033,,952,,
"W06000009",1299,,1264,,1314,,1479,,1433,,1622,,2043,,1848,,
"W06000010",1866,,1884,,1838,,1949,,2015,,2348,,3052,,2710,,
"W06000011",2032,,2052,,2111,,2181,,2220,,2461,,3337,,3025,,
"W06000012",1276,,1234,,1196,,1276,,1350,,1541,,2152,,1900,,
"W06000013",1181,,1163,,1115,,1289,,1322,,1530,,2150,,1830,,
"W06000014",952,,923,,870,,942,,1014,,1129,,1556,,1423,,
"W06000015",3514,,3397,,3564,,3947,,4032,,4533,,6124,,5297,,
"W06000016",2520,,2455,,2445,,2687,,2599,,3077,,4281,,3528,,
"W06000024",725,,665,,615,,665,,646,,699,,1021,,887,,
"W06000018",1936,,1872,,1758,,1995,,1916,,2240,,2940,,2428,,
"W06000019",861,,810,,735,,756,,782,,876,,1175,,993,,
"W06000020",914,,845,,772,,913,,927,,1077,,1464,,1250,,
"W06000021",595,,601,,605,,639,,601,,703,,984,,892,,
"W06000022",1909,,1760,,1784,,1938,,1928,,2127,,2977,,2640,,
"S12000033",813,,879,,1181,,1358,,1366,,1479,,1357,,1807,,
"S12000034",1148,,1217,,1442,,1621,,1552,,1669,,1580,,2051,,
"S12000041",762,,757,,925,,1019,,1055,,1025,,911,,1236,,
"S12000035",510,,532,,602,,727,,682,,718,,618,,792,,
"S12000036",2191,,2209,,2528,,2874,,2811,,3138,,2968,,3978,,
"S12000005",429,,443,,466,,531,,508,,575,,501,,755,,
"S12000006",1146,,1195,,1338,,1528,,1545,,1747,,1474,,1965,,
"S12000042",1078,,1066,,1331,,1500,,1508,,1572,,1361,,1962,,
"S12000008",1074,,1096,,1199,,1400,,1383,,1423,,1228,,1631,,
"S12000045",541,,527,,635,,642,,621,,662,,552,,804,,
"S12000010",738,,725,,824,,864,,875,,944,,839,,1074,,
"S12000011",530,,577,,620,,693,,678,,752,,702,,866,,
"S12000014",1180,,1206,,1349,,1495,,1555,,1650,,1428,,2060,,
"S12000047",2836,,3033,,3391,,3837,,3914,,4110,,3485,,4899,,
"S12000049",5905,,6084,,6930,,8325,,8396,,8998,,7897,,10509,,
"S12000017",1649,,1644,,1883,,1972,,1952,,2104,,1906,,2412,,
"S12000018",527,,552,,612,,712,,747,,766,,554,,842,,
"S12000019",597,,600,,662,,783,,791,,830,,726,,1033,,
"S12000020",580,,597,,741,,776,,768,,835,,813,,1061,,
"S12000013",158,,172,,177,,203,,183,,189,,158,,225,,
"S12000021",1264,,1323,,1489,,1687,,1639,,1715,,1485,,2085,,
"S12000050",3255,,3316,,3548,,4004,,3992,,4330,,3733,,4875,,
"S12000023",132,,134,,165,,172,,195,,215,,170,,220,,
"S12000048",856,,909,,1000,,1178,,1129,,1190,,1027,,1430,,
"S12000038",1063,,1080,,1252,,1532,,1569,,1671,,1424,,2013,,
"S12000026",772,,793,,898,,1044,,996,,1049,,945,,1250,,
"S12000027",62,,82,,101,,127,,138,,126,,202,,160,,
"S12000028",833,,794,,904,,985,,1046,,1107,,913,,1298,,
"S12000029",2397,,2367,,2645,,3039,,2922,,3075,,2667,,3564,,
"S12000030",588,,561,,616,,719,,710,,750,,636,,829,,
"S12000039",681,,690,,831,,1002,,997,,1067,,945,,1321,,
"S12000040",1332,,1434,,1609,,1743,,1826,,1954,,1729,,2362,,
"N09000001",1335,,1374,,1353,,1322,,1469,,1495,,1645,,1590,,
"N09000011",1452,,1445,,1494,,1401,,1496,,1547,,1723,,1552,,
"N09000002",2612,,2618,,2658,,2497,,2713,,2853,,3286,,3062,,
"N09000003",4079,,4248,,4305,,3976,,4568,,4372,,4572,,4538,,
"N09000004",2078,,1991,,1880,,1754,,1852,,1939,,2105,,1935,,
"N09000005",2752,,2691,,2656,,2488,,2551,,2414,,2508,,2390,,
"N09000006",1716,,1676,,1605,,1511,,1577,,1724,,1883,,1812,,
"N09000007",1081,,1054,,1081,,977,,1114,,1252,,1376,,1286,,
"N09000008",1436,,1454,,1465,,1385,,1548,,1616,,1692,,1518,,
"N09000009",2102,,2066,,1987,,1870,,2031,,2166,,2430,,2321,,
"N09000010",2689,,2640,,2531,,2535,,2717,,2859,,3216,,3125,,
"ZZXXXXXXX",..,,..,,..,,..,,..,,..,,..,,..,,
"Total",564626,,596960,,637566,,698282,,722971,,781420,,795212,,860857,,


"INFO","Statistical disclosure control has been applied to this table to avoid the release of confidential data.  Totals may not sum due to the disclosure control applied."


Symbol,Description
"I",""".."" denotes a nil or negligible number of children."
"II","Relative low-income is defined as a family whose equivalised income is below 60 per cent of contemporary median income. Gross income measure is Before Housing Costs (BHC) and includes contributions from earnings, state support and pensions."
"III","Income is equivalised to adjust for household size and family composition."
"IV","Child age is derived as the duration from Date of Birth to 31 March in each year. A child is defined as an individual aged under 16 or 16-19 and they are not married, in a civil partnership nor living with a partner; and are still living with parents/a responsible adult; and are in full-time non-advanced education or in unwaged government training."
"V","Families “in-work” are those to have had an accumulated period of at least 26 weeks paid employment or self-employment within the 52 week tax year. Employment activity is accumulated from either (or both) the adult claimant of Child Benefit and any partner(s) in the tax year."
"VI","Only families to have claimed Child Benefit and at least one other household benefit (Universal Credit, Tax Credit or Housing Benefit) will be included in the statistics."
"p","Figures marked ""p"" are provisional. These figures will be subject to revision in subsequent releases."


Source: Department for Work and Pensions
