Stat-Xplore

"Population Estimates"
"National - Regional - LAs by Year by Age"
"Counting: Population"

Filters:
"Default Summation","Population"
"Age","5-9"

"Year","Mid-2008","Mid-2009","Mid-2010","Mid-2011","Mid-2012","Mid-2013","Mid-2014","Mid-2015","Mid-2016","Mid-2017","Mid-2018","Mid-2019","Mid-2020",
"Coventry",17584,17855,18135,18553,19407,20407,21149,22181,22969,23657,24171,24304,24350,
"Dudley",17475,17521,17768,18057,18197,18703,18944,19148,19369,19797,20084,20248,20128,
"Sandwell",18671,19027,19571,20261,20820,21658,22488,22952,23221,23870,24367,24257,24358,
"Solihull",11738,11527,11587,11688,12060,12295,12441,12674,13127,13605,13695,13986,14145,
"Walsall",16509,16507,16642,17072,17322,17694,18239,18599,19054,19620,19733,19992,20105,
"Wolverhampton",14084,14004,14250,14497,14915,15656,16133,16681,17364,17973,18259,18868,19058,
"Bromsgrove",4956,4922,4955,4941,5152,5320,5390,5464,5567,5625,5803,5973,6014,
"Malvern Hills",3732,3713,3678,3639,3651,3718,3772,3759,3824,3992,4054,4075,4122,
"Redditch",4731,4758,4832,4934,5138,5377,5392,5391,5501,5582,5530,5573,5593,
"Worcester",5375,5404,5460,5562,5635,5788,5942,6002,6109,6130,6126,6038,5940,
"Wychavon",6215,6106,6033,6094,6150,6318,6397,6477,6608,6872,7144,7204,7380,
"Wyre Forest",5076,4957,4896,4920,5084,5141,5279,5440,5572,5603,5711,5792,5771,
"Bedford",9285,9223,9264,9429,9580,9958,10390,10805,11095,11467,11706,11877,11961,
"Central Bedfordshire",14912,14852,14840,15001,15614,16196,16693,17258,17789,18232,18569,18891,19331,
"Luton",13125,13386,13841,14323,14668,15236,15814,16264,16696,16980,17052,17190,17510,
"Peterborough",10824,11035,11258,11492,11930,12530,13051,13647,14310,15060,15702,16152,16497,
"Southend-on-Sea",9490,9400,9431,9606,9964,10404,10882,11211,11416,11604,11716,11704,11601,
"Thurrock",9750,9703,9921,10273,10798,11421,11798,12144,12551,12854,12953,13148,13530,
"Cambridge",4715,4868,4916,5081,5463,5860,6216,6586,6812,7019,7157,7135,7146,
"East Cambridgeshire",4747,4762,4860,5074,5181,5308,5576,5763,5924,6064,6145,5964,5808,
"Fenland",5112,5014,4917,4881,4934,5057,5109,5319,5457,5698,5833,6050,6162,
"Huntingdonshire",9931,9752,9753,9688,9827,9984,10214,10360,10439,10578,10775,10814,10860,
"South Cambridgeshire",8610,8706,9003,9128,9387,9522,9910,10081,10345,10446,10451,10495,10589,
"Basildon",10505,10442,10493,10750,11018,11345,11602,11825,12033,12346,12597,12757,12899,
"Braintree",8630,8592,8613,8710,8954,9197,9393,9692,9774,9760,9614,9470,9221,
"Brentwood",4026,4052,4097,4069,4108,4196,4234,4291,4315,4411,4460,4496,4603,
"Castle Point",4631,4527,4457,4336,4407,4478,4496,4601,4742,4845,4947,5005,5067,
"Chelmsford",9306,9353,9402,9590,9752,9982,10178,10445,10597,10971,10938,11045,11042,
"Colchester",9172,9191,9326,9467,9967,10223,10611,11029,11323,11728,12074,12202,12238,
"Epping Forest",6917,6816,6774,6844,7042,7245,7483,7619,7677,7898,8083,8006,8006,
"Harlow",4816,4827,4851,4957,5163,5491,5660,5905,6116,6332,6475,6699,6844,
"Maldon",3522,3325,3323,3273,3282,3283,3392,3282,3372,3421,3445,3409,3423,
"Rochford",4550,4499,4409,4390,4524,4553,4643,4827,4862,4818,4842,4822,4747,
"Tendring",6901,6760,6628,6513,6644,6865,7068,7306,7523,7729,7853,7939,8034,
"Uttlesford",4685,4736,4842,5008,5125,5336,5358,5480,5546,5623,5691,5917,6000,
"Broxbourne",5497,5494,5471,5593,5730,5886,6023,6189,6318,6333,6389,6436,6490,
"Dacorum",8362,8364,8415,8412,8642,9065,9430,9889,10276,10438,10411,10442,10292,
"East Hertfordshire",8196,8181,8186,8275,8401,8656,8802,9155,9388,9637,9560,9524,9469,
"Hertsmere",5807,5874,5898,6055,6211,6517,6725,7004,7223,7413,7287,7283,7322,
"North Hertfordshire",7373,7368,7439,7444,7617,7819,8117,8381,8574,8824,8897,8796,8543,
"St Albans",8676,8784,8974,9174,9560,10119,10436,10792,11107,11340,11171,10994,10842,
"Stevenage",4934,5022,4940,5040,5213,5342,5432,5692,6008,6087,6086,6136,6067,
"Three Rivers",5238,5270,5238,5243,5479,5658,5802,6066,6256,6307,6318,6353,6237,
"Watford",4951,5085,5237,5482,5725,6171,6443,6736,6908,7093,7082,7027,7018,
"Welwyn Hatfield",5875,5863,5918,6057,6269,6588,6826,7117,7224,7515,7666,7854,7873,
"Breckland",6804,6638,6481,6554,6789,7087,7377,7662,7882,7984,8006,8047,8102,
"Broadland",6485,6325,6353,6211,6385,6386,6531,6535,6771,6837,7002,7001,7052,
"Great Yarmouth",5043,5031,4971,4896,5038,5198,5292,5586,5734,5830,5750,5787,5630,
"King's Lynn and West Norfolk",7373,7398,7349,7294,7477,7730,7959,8252,8483,8630,8767,8870,8964,
"North Norfolk",4291,4165,4145,4199,4225,4417,4503,4610,4730,4838,4734,4793,4696,
"Norwich",5784,5922,6071,6354,6762,7179,7574,7728,7855,8051,8010,7913,7764,
"South Norfolk",6376,6373,6342,6402,6698,7016,7230,7602,7831,8040,8264,8321,8338,
"Babergh",4825,4849,4781,4887,4977,5080,4986,4982,5030,4964,4898,4978,4908,
"East Suffolk",12674,12488,12260,12370,12636,12909,13164,13356,13745,13794,13747,13528,13335,
"Ipswich",6932,7092,7318,7706,7973,8312,8521,8819,8912,9096,9077,9091,9003,
"Mid Suffolk",5337,5302,5348,5395,5487,5562,5643,5670,5680,5720,5635,5618,5504,
"West Suffolk",9186,9242,9325,9337,9367,9585,9926,10564,10977,11396,11515,11678,11235,
"Camden",10530,10860,10890,10907,11394,12099,12703,13511,14367,14987,15567,15902,16334,
"City of London",177,167,178,186,195,208,243,278,352,405,474,544,646,
"Hackney",14607,14865,15061,15539,16172,16612,16956,17482,17821,18115,18511,18472,18589,
"Hammersmith and Fulham",8366,8403,8523,8667,9201,9515,9982,10308,10710,11078,11408,11313,11105,
"Haringey",15046,15495,15633,15817,16055,16324,16621,16930,16707,16848,16986,17115,17086,
"Islington",9373,9398,9498,9581,10114,10570,10894,11347,11772,12185,12355,12542,12666,
"Kensington and Chelsea",7754,7678,7700,7689,7915,8137,8310,8417,8415,8642,8749,8674,8796,
"Lambeth",15599,15886,16031,16470,16983,17457,17917,18162,18026,18311,18405,18125,17981,
"Lewisham",15546,15883,16208,16885,17635,18649,19294,19849,20063,20346,20375,20459,20239,
"Newham",19548,19828,20349,20974,21648,22424,22959,23113,23601,24392,24966,25495,26097,
"Southwark",14876,14939,15332,15580,16399,17037,17538,18012,18696,19122,19709,19888,20208,
"Tower Hamlets",14121,14653,15190,15679,16373,17024,17735,18474,18962,19919,21062,21597,22212,
"Wandsworth",13788,14147,14403,14659,15462,16081,16819,17728,18527,18992,19602,19846,20063,
"Westminster",9047,9167,9531,9753,10331,10860,11566,12439,13233,14063,14739,15244,15597,
"Barking and Dagenham",12503,12967,13727,14497,15724,16917,18010,18773,19296,19367,19188,19137,19042,
"Barnet",21038,21319,21683,22651,23713,24628,25541,26288,27013,27672,27839,27799,27699,
"Bexley",13775,13760,13925,14073,14512,15232,15684,16056,16511,16692,16465,16609,16759,
"Brent",17069,17714,18183,18770,19524,20013,20535,21012,21304,22094,22447,22741,22934,
"Bromley",17955,17847,17906,18267,19019,19747,20275,21034,21415,21992,22263,22163,22041,
"Croydon",21847,21979,22489,23341,24690,25796,26549,27160,27749,27789,27394,27271,26998,
"Ealing",18897,19325,19843,20508,21327,22350,23020,23533,23988,24414,24470,24736,24561,
"Enfield",19286,19733,20398,21177,22154,23120,23893,24562,24953,25085,24947,24671,24519,
"Greenwich",14966,15090,15603,16458,17296,18228,19098,19535,19794,20293,20584,20493,20682,
"Harrow",13485,13843,14225,14551,14907,15310,15698,16056,16125,16645,16783,17137,17429,
"Havering",12974,12975,13165,13307,13710,14222,14814,15198,15648,16191,16510,16824,17251,
"Hillingdon",16038,16293,16553,17065,17874,18805,19642,20341,21024,21635,21776,22126,22455,
"Hounslow",13614,13886,14496,15064,15883,16914,17681,18208,18707,19370,19871,19895,19955,
"Kingston upon Thames",8475,8665,8837,9055,9554,10186,10812,11225,11622,11848,11896,11959,12116,
"Merton",10871,10997,11276,11452,12095,12667,12972,13377,13777,14123,14324,14423,14340,
"Redbridge",17649,18131,18613,19274,19879,20608,21174,21635,21742,21729,21677,21591,21544,
"Richmond upon Thames",10748,10778,10941,11258,11865,12424,13014,13658,14072,14363,14297,14102,13736,
"Sutton",10826,10857,11003,11165,11830,12322,12813,13282,13817,14294,14506,14580,14806,
"Waltham Forest",15049,15521,16192,16633,17335,17905,18283,18606,18972,19614,19710,19519,19847,
"Bracknell Forest",6666,6603,6621,6722,7132,7550,7969,8271,8478,8489,8472,8236,8139,
"Brighton and Hove",12855,13005,13213,13275,13577,14092,14355,14646,14615,14788,14713,14438,14446,
"Buckinghamshire",30935,30863,30788,31030,31924,33047,33934,34917,36039,36651,36951,36999,37013,
"Isle of Wight",6888,6661,6569,6568,6729,6794,6869,6904,6887,6980,7031,7172,7232,
"Medway",15868,15883,15830,16136,16445,16816,17245,17842,18133,18608,18864,19107,19186,
"Milton Keynes",15223,15597,15988,16711,17531,18491,19236,20139,20866,21244,21235,21097,20962,
"Portsmouth",10308,10509,10712,11121,11614,12098,12432,12912,13147,13191,13187,12996,12902,
"Reading",7953,8103,8318,8622,9203,9832,10392,10899,11047,11190,11198,11135,11059,
"Slough",8703,9057,9476,10080,10725,11280,11838,12335,12675,12884,13027,13065,13070,
"Southampton",11164,11339,11435,11917,12441,13169,13717,14272,14815,15242,15475,15600,15791,
"West Berkshire",9159,9159,9017,9050,9394,9761,9880,10146,10421,10459,10315,10255,10055,
"Windsor and Maidenhead",8323,8361,8420,8698,8864,9085,9311,9666,9842,9902,9852,9755,9554,
"Wokingham",9367,9416,9495,9644,10026,10419,10663,11035,11598,11965,12239,12350,12380,
"Eastbourne",4894,4867,4840,4861,5039,5117,5252,5438,5590,5708,5952,6003,6006,
"Hastings",4860,4804,4729,4782,4934,5139,5300,5477,5567,5640,5668,5634,5635,
"Lewes",5111,5143,5223,5218,5410,5473,5580,5752,5906,5878,5898,5758,5605,
"Rother",4258,4117,4065,4082,4210,4326,4447,4633,4774,4827,4801,4788,4711,
"Wealden",8170,8011,7959,8138,8312,8599,8683,8889,8932,9020,8848,8863,8868,
"Basingstoke and Deane",9996,9802,9790,10077,10465,10778,10995,11397,11743,11941,11958,12104,11963,
"East Hampshire",6517,6503,6547,6506,6539,6729,6765,6894,6957,7113,7153,7225,7167,
"Eastleigh",6737,6705,6806,7109,7416,7648,7898,8150,8286,8441,8444,8503,8487,
"Fareham",6163,6061,5927,5812,5863,6048,6049,6116,6289,6439,6463,6446,6388,
"Gosport",4727,4678,4709,4762,4981,5104,5131,5316,5366,5289,5190,5050,4864,
"Hart",5617,5551,5736,5751,5908,6089,6147,6237,6354,6449,6448,6416,6353,
"Havant",6483,6373,6323,6443,6550,6774,6869,6944,7095,7131,7164,7215,7140,
"New Forest",8777,8593,8596,8560,8695,8926,9208,9313,9465,9493,9510,9337,9221,
"Rushmoor",5358,5288,5387,5630,5834,5943,6015,6077,6029,6141,6122,6070,6182,
"Test Valley",6717,6644,6537,6597,6706,6952,7169,7403,7577,7686,7841,7874,7919,
"Winchester",6157,6282,6352,6557,6833,7028,7117,7272,7348,7559,7561,7578,7574,
"Ashford",7489,7455,7442,7418,7595,7865,8061,8187,8399,8629,8782,8773,8841,
"Canterbury",7493,7391,7438,7577,7741,7797,7928,8095,8231,8587,8470,8592,8542,
"Dartford",5612,5672,5832,6007,6193,6459,6668,6903,7194,7644,7878,8201,8357,
"Dover",5865,5748,5767,5888,6009,6199,6396,6452,6462,6533,6625,6673,6682,
"Folkestone and Hythe",5641,5564,5523,5573,5652,5790,5965,6201,6329,6353,6425,6414,6237,
"Gravesham",5935,5906,6007,6260,6433,6586,6833,7112,7106,7208,7230,7487,7454,
"Maidstone",8788,8727,8705,8796,9201,9500,9796,10070,10549,10713,10998,11073,11417,
"Sevenoaks",6874,6782,6870,6934,7124,7360,7517,7709,8031,8149,8127,8094,8096,
"Swale",7959,7864,7844,8016,8272,8638,8858,9245,9550,9804,9923,10055,10004,
"Thanet",7246,7204,7140,7330,7579,7913,8155,8385,8602,8752,8776,8759,8688,
"Tonbridge and Malling",7455,7514,7574,7712,7813,7963,8054,8276,8341,8445,8598,8688,8600,
"Tunbridge Wells",6802,6811,6860,6999,7287,7418,7563,7706,7850,7840,7748,7623,7523,
"Cherwell",8270,8184,8210,8345,8733,9043,9324,9465,9755,9706,9687,9681,9713,
"Oxford",6637,6851,7199,7389,7857,8206,8452,8565,8848,8991,9015,8848,8870,
"South Oxfordshire",7893,7896,7787,7919,8104,8292,8343,8581,8700,8900,8835,8981,9028,
"Vale of White Horse",6774,6858,6750,6819,7101,7334,7442,7623,7918,8114,8274,8489,8660,
"West Oxfordshire",5734,5767,5756,5785,6047,6223,6288,6491,6719,6835,6972,6917,6864,
"Elmbridge",8351,8393,8554,8675,8878,9298,9530,9775,10144,10448,10473,10559,10391,
"Epsom and Ewell",4345,4268,4330,4445,4538,4691,4925,5014,5130,5266,5464,5538,5610,
"Guildford",7137,7205,7346,7553,7928,8169,8439,8548,8767,8838,8757,8692,8514,
"Mole Valley",4873,4797,4694,4731,4767,4902,4947,5088,5199,5218,5120,5006,4917,
"Reigate and Banstead",7946,8016,8025,8161,8427,8780,9036,9432,9712,10049,10112,10198,10247,
"Runnymede",4014,4069,4087,4134,4346,4562,4739,4874,4881,4998,4945,4974,5099,
"Spelthorne",5032,5010,5061,5208,5525,5655,5794,5984,6143,6193,6339,6372,6459,
"Surrey Heath",5168,5128,5122,5170,5269,5333,5398,5444,5577,5634,5612,5577,5542,
"Tandridge",4827,4736,4767,4742,4871,5054,5181,5323,5448,5492,5440,5494,5493,
"Waverley",7150,7182,7297,7342,7561,7885,7885,8132,8221,8235,8212,8150,8075,
"Woking",5668,5685,5820,5987,6309,6694,6915,7210,7338,7332,7253,7226,7060,
"Adur",3084,3044,3030,3126,3268,3372,3515,3668,3797,3928,3956,4064,4074,
"Arun",7018,6922,6961,6965,7206,7440,7750,7977,8193,8477,8696,8588,8582,
"Chichester",5620,5552,5595,5660,5815,5971,6131,6276,6389,6637,6627,6592,6710,
"Crawley",6161,6260,6359,6551,6856,7207,7424,7836,8045,8274,8294,8325,8220,
"Horsham",7501,7339,7256,7293,7497,7611,7778,8001,8182,8299,8315,8382,8333,
"Mid Sussex",7946,8050,8081,8209,8535,8784,8973,9275,9611,9739,9790,9905,9739,
"Worthing",5372,5470,5480,5612,5799,6092,6223,6347,6487,6523,6494,6436,6421,
"Bath and North East Somerset",8865,8736,8749,8740,9073,9297,9613,9887,10185,10312,10502,10562,10628,
"Bournemouth, Christchurch and Poole",17205,17272,17493,17771,18642,19579,20393,20993,21757,22471,22544,22609,22673,
"Bristol, City of",21308,21675,22208,23069,24086,25202,26052,26985,27645,28141,28151,28160,28043,
"Cornwall",26762,26227,26004,26213,27161,27825,28621,29327,30134,31085,31853,32157,32354,
"Dorset",17898,17542,17451,17601,17964,18244,18627,19098,19329,19596,19433,19362,19083,
"Isles of Scilly",110,105,103,105,118,124,114,113,126,119,123,114,120,
"North Somerset",11172,11096,11015,11093,11263,11619,11886,12250,12537,12867,12940,13030,12910,
"Plymouth",12686,12657,12730,13067,13438,13890,14294,14704,15245,15809,15831,15996,16096,
