time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,school_phase,number_schools,number_schools_with_surplus,number_schools_with_deficit,PC_schools_with_surplus,PC_schools_with_deficit,total_revenue_balance,average_revenue_balance,revenue_balance_as_pc_total_income,total_revenue_reserve_schools_surplus,total_revenue_reserve_schools_deficit,number_schools_with_surplus_over_threshold,pc_schools_with_surplus_over_threshold,school_surplus_over_threshold,school_over_threshold_av_per_school,committed_revenue_balances(B01),uncommitted_revenue_balances(B02),devolved_formula_capital_balance(B03),other_capital_balances(B05),community_focussed_school_revenue_balance(B06),outstanding_balance_of_capital_loans_to_school(B07),opening_pupil_focussed_revenue_balance(OB01),opening_community_focussed_revenue_balance(OB02),opening_capital_balance(OB03),total_income
202122,Financial year,Local authority,England,E92000001,East of England,E12000006,Peterborough,874,E06000031,Secondary,2,2,0,100,0,919937,459968,6.7,919937,0,2,100,919937,459969,0,796233,0,25732,123704,0,655790,60382,28507,13712642
202122,Financial year,Local authority,England,E92000001,East of England,E12000006,Peterborough,874,E06000031,Special,3,3,0,100,0,590674,196891,7.2,590674,0,1,33.3,124842,124842,0,590674,30482,288654,0,0,792219,0,310717,8222979
202122,Financial year,Local authority,England,E92000001,East of England,E12000006,Essex,881,E10000012,All LA maintained schools,238,235,3,98.7,1.3,49138697,206465,13.3,49161272,-22575,164,69.8,44827357,273338,48742833,-22575,780057,0,418439,0,42894951,451990,548347,370064815
202122,Financial year,Local authority,England,E92000001,East of England,E12000006,Essex,881,E10000012,Nursery,2,2,0,100,0,211827,105913,14.5,211827,0,1,50,166221,166221,211827,0,3997,0,0,0,125638,0,9462,1461745
202122,Financial year,Local authority,England,E92000001,East of England,E12000006,Essex,881,E10000012,Primary,222,219,3,98.6,1.4,40045538,180385,13,40068113,-22575,152,69.4,36192744,238110,39649674,-22575,752933,0,418439,0,35571667,451990,515816,307197448
202122,Financial year,Local authority,England,E92000001,East of England,E12000006,Essex,881,E10000012,PRU,3,3,0,100,0,1664822,554941,24.3,1664822,0,3,100,1664822,554941,1664822,0,3582,0,0,0,1384823,0,3853,6859100
202122,Financial year,Local authority,England,E92000001,East of England,E12000006,Essex,881,E10000012,Secondary,4,4,0,100,0,2990152,747538,11.3,2990152,0,3,75,2757356,919119,2990152,0,0,0,0,0,2179885,0,0,26541588
202122,Financial year,Local authority,England,E92000001,East of England,E12000006,Essex,881,E10000012,Special,7,7,0,100,0,4226358,603765,15.1,4226358,0,5,71.4,4046214,809243,4226358,0,19545,0,0,0,3632937,0,19216,28004934
202122,Financial year,Local authority,England,E92000001,East of England,E12000006,Southend-on-Sea,882,E06000033,All LA maintained schools,12,12,0,100,0,5321518,443460,17.9,5321518,0,11,91.7,5226665,475151,1444469,3861125,34886,21102,15924,0,4673512,-17561,98553,29651851
202122,Financial year,Local authority,England,E92000001,East of England,E12000006,Southend-on-Sea,882,E06000033,Primary,12,12,0,100,0,5321518,443460,17.9,5321518,0,11,91.7,5226665,475151,1444469,3861125,34886,21102,15924,0,4673512,-17561,98553,29651851
202122,Financial year,Local authority,England,E92000001,East of England,E12000006,Thurrock,883,E06000034,All LA maintained schools,1,1,0,100,0,138641,138641,3.4,138641,0,0,0,0,0,57746,80895,10946,0,0,0,-13233,0,4294,4061218
202122,Financial year,Local authority,England,E92000001,East of England,E12000006,Thurrock,883,E06000034,Secondary,1,1,0,100,0,138641,138641,3.4,138641,0,0,0,0,0,57746,80895,10946,0,0,0,-13233,0,4294,4061218
202122,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,All LA maintained schools,379,370,9,97.6,2.4,89764488,236846,15,90488448,-723961,288,77.8,84249524,292533,15588079,74016645,1627593,957283,159764,0,81015018,99868,3000939,599913534
202122,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Nursery,14,14,0,100,0,1721744,122982,17.3,1721744,0,12,85.7,1644377,137031,140336,1581408,13346,7089,0,0,1613025,0,45920,9956945
202122,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Primary,327,320,7,97.9,2.1,66338711,202871,15.2,66708859,-370148,248,77.5,61954986,249818,11792970,54385977,1289223,147859,159764,0,62877579,99868,1924436,436151307
202122,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,PRU,5,5,0,100,0,3600379,720076,31,3600379,0,4,80,3506928,876732,1176648,2423731,1484,0,0,0,2710175,0,13910,11613672
202122,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Secondary,14,13,1,92.9,7.1,10710553,765039,11.6,11009894,-299342,11,84.6,10435426,948675,1904338,8806214,251578,27334,0,0,7471570,0,308287,92641666
202122,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Special,19,18,1,94.7,5.3,7393100,389111,14.9,7447572,-54471,13,72.2,6707807,515985,573786,6819314,71962,775000,0,0,6342669,0,708385,49549944
202122,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,All LA maintained schools,158,154,4,97.5,2.5,18038755,114169,8,18590085,-551329,87,56.5,13517964,155379,16162417,-5831157,2229917,2893790,7707494,120441,10421865,6749707,4503712,226017677
202122,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Nursery,3,3,0,100,0,252064,84021,14.7,252064,0,2,66.7,199004,99502,0,-1522660,31443,8669,1774724,0,-1284328,1373479,34891,1717326
202122,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Primary,145,141,4,97.2,2.8,14791623,102011,8,15342952,-551329,79,56,10944701,138541,13467178,-3169252,1885126,2036494,4493696,120441,10520605,4020426,3690123,184822681
202122,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Secondary,1,1,0,100,0,144115,144115,1.6,144115,0,0,0,0,0,0,-1064195,38384,0,1208310,0,-881771,1124637,82422,9277546
202122,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Special,9,9,0,100,0,2850953,316773,9.4,2850953,0,6,66.7,2374259,395710,2695239,-75050,274964,848627,230764,0,2067359,231165,696277,30200124
202122,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,All LA maintained schools,108,95,5,88,4.6,18542869,171693,12.4,18735205,-192336,82,86.3,17774106,216757,4794661,13748208,1551811,0,0,0,16372473,0,1621981,149362365
202122,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Nursery,1,1,0,100,0,232646,232646,29.8,232646,0,1,100,232646,232646,27262,205384,26563,0,0,0,231306,0,29014,781068
202122,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Primary,98,88,5,89.8,5.1,14660331,149595,13.3,14852667,-192336,75,85.2,13891568,185221,4075789,10584541,1321874,0,0,0,14030192,0,1360892,109953965
202122,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,PRU,4,1,0,25,0,478191,119548,11.4,478191,0,1,100,478191,478191,0,478191,78095,0,0,0,172255,0,64397,4184265
202122,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Secondary,4,4,0,100,0,2619220,654805,8.1,2619220,0,4,100,2619220,654805,499241,2119979,81226,0,0,0,1364484,0,127765,32501863
202122,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Special,1,1,0,100,0,552482,552482,28.5,552482,0,1,100,552482,552482,192369,360113,44052,0,0,0,574236,0,39914,1941204
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Buckinghamshire,825,E06000060,All LA maintained schools,162,144,18,88.9,11.1,23608065,145729,8.9,25114401,-1506337,85,59,21568776,253750,0,21549695,1966547,42257,2058369,9000,17641191,1222379,1974377,264837919
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Buckinghamshire,825,E06000060,Nursery,2,2,0,100,0,176702,88351,13,176702,0,2,100,176702,88351,0,100052,23443,572,76650,0,60967,146857,31105,1363477
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Buckinghamshire,825,E06000060,Primary,144,128,16,88.9,11.1,16961732,117790,9,17768231,-806500,74,57.8,14891295,201234,0,15349571,1581272,24124,1612160,9000,14004150,803831,1586388,188356807
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Buckinghamshire,825,E06000060,PRU,2,2,0,100,0,514948,257474,21.2,514948,0,2,100,514948,257474,0,514948,66155,0,0,0,438340,0,77845,2429635
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Buckinghamshire,825,E06000060,Secondary,6,6,0,100,0,4520470,753412,10.7,4520470,0,3,50,4036497,1345499,0,4520470,120458,17560,0,0,2263978,0,102801,42231972
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Buckinghamshire,825,E06000060,Special,8,6,2,75,25,1434213,179277,4.7,2134050,-699837,4,66.7,1949334,487334,0,1064653,175219,0,369560,0,873756,271690,176239,30456028
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Milton Keynes,826,E06000042,All LA maintained schools,70,64,6,91.4,8.6,13605695,194367,10,13866529,-260835,41,64.1,12105548,295257,1767817,11735934,314012,310903,101943,0,11867157,83528,575805,135708191
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Milton Keynes,826,E06000042,Nursery,2,1,1,50,50,90110,45055,12.3,90470,-360,1,100,90470,90470,0,76684,666,0,13426,0,41868,8069,12119,734246
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Milton Keynes,826,E06000042,Primary,60,55,5,91.7,8.3,9624417,160407,10.7,9884892,-260474,34,61.8,8479268,249390,596949,8938951,297026,309470,88517,0,9021126,75459,543572,89776167
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Milton Keynes,826,E06000042,PRU,1,1,0,100,0,65867,65867,16.5,65867,0,1,100,65867,65867,0,65867,5949,1433,0,0,103376,0,11308,399666
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Milton Keynes,826,E06000042,Secondary,2,2,0,100,0,1751662,875831,7.9,1751662,0,2,100,1751662,875831,1142925,608737,0,0,0,0,1039029,0,0,22168882
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Milton Keynes,826,E06000042,Special,5,5,0,100,0,2073639,414728,9.2,2073639,0,3,60,1718281,572760,27944,2045695,10372,0,0,0,1661758,0,8806,22629230
202122,Financial year,Local authority,England,E92000001,South East,E12000008,East Sussex,845,E10000011,All LA maintained schools,119,118,1,99.2,0.8,23361577,196316,11.7,23362324,-747,75,63.6,20094021,267920,22669060,-747,997062,0,693264,0,21595209,568667,789463,200374657
202122,Financial year,Local authority,England,E92000001,South East,E12000008,East Sussex,845,E10000011,Primary,109,108,1,99.1,0.9,16624510,152518,12.2,16625257,-747,69,63.9,13829268,200424,15985522,-747,810849,0,639735,0,15663740,504837,692983,136670033
202122,Financial year,Local authority,England,E92000001,South East,E12000008,East Sussex,845,E10000011,Secondary,9,9,0,100,0,6575933,730659,10.8,6575933,0,6,66.7,6264754,1044126,6522404,0,167568,0,53529,0,5735325,63830,71434,60825012
202122,Financial year,Local authority,England,E92000001,South East,E12000008,East Sussex,845,E10000011,Special,1,1,0,100,0,161135,161135,5.6,161135,0,0,0,0,0,161135,0,18645,0,0,0,196144,0,25046,2879612
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Brighton and Hove,846,E06000043,All LA maintained schools,63,47,15,74.6,23.8,8135267,129131,4.6,9035186,-899918,9,19.1,5764478,640498,9035186,-899918,0,0,0,614827,6911726,0,0,177983816
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Brighton and Hove,846,E06000043,Nursery,2,1,1,50,50,-20120,-10060,-1.4,7136,-27257,0,0,0,0,7136,-27257,0,0,0,0,33654,0,0,1418537
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Brighton and Hove,846,E06000043,Primary,50,39,10,78,20,3685407,73708,3.9,4096860,-411453,5,12.8,1357239,271448,4096860,-411453,0,0,0,64836,3526660,0,0,95288442
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Brighton and Hove,846,E06000043,PRU,1,1,0,100,0,34585,34585,1.8,34585,0,0,0,0,0,34585,0,0,0,0,0,10781,0,0,1927248
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Brighton and Hove,846,E06000043,Secondary,7,6,1,85.7,14.3,4560774,651539,6.8,4896605,-335831,4,66.7,4407239,1101810,4896605,-335831,0,0,0,527744,3277563,0,0,66843398
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Brighton and Hove,846,E06000043,Special,3,0,3,0,100,-125378,-41793,-1,0,-125378,0,0,0,0,0,-125378,0,0,0,22247,63067,0,0,12506191
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Hampshire,850,E10000014,All LA maintained schools,463,442,21,95.5,4.5,83903264,181217,9.8,92309404,-8406140,281,63.6,81184740,288914,92309404,-8406140,6786431,0,0,0,66381537,0,6471497,852742331
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Hampshire,850,E10000014,Nursery,3,3,0,100,0,704686,234895,19.4,704686,0,2,66.7,680251,340126,704686,0,39368,0,0,0,316593,0,24662,3629468
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Hampshire,850,E10000014,Primary,395,380,15,96.2,3.8,58724987,148671,10.8,59099329,-374342,235,61.8,49836928,212072,59099329,-374342,5093353,0,0,0,51779867,0,4932570,543556367
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Hampshire,850,E10000014,PRU,5,5,0,100,0,2951368,590274,31.1,2951368,0,4,80,2854339,713585,2951368,0,82250,0,0,0,2335048,0,97088,9479623
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Hampshire,850,E10000014,Secondary,37,31,6,83.8,16.2,14583380,394145,6.1,22615178,-8031797,25,80.6,21657028,866281,22615178,-8031797,900214,0,0,0,6683526,0,810702,240963646
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Hampshire,850,E10000014,Special,23,23,0,100,0,6938843,301689,12.6,6938843,0,15,65.2,6156194,410413,6938843,0,671247,0,0,0,5266503,0,606476,55113227
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Portsmouth,851,E06000044,All LA maintained schools,20,19,1,95,5,5086596,254330,10.2,5104851,-18255,12,63.2,4474802,372900,852645,4182477,122711,2912979,51474,0,4835755,58054,2356974,49639886
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Portsmouth,851,E06000044,Primary,18,17,1,94.4,5.6,4239252,235514,12.1,4257507,-18255,11,64.7,3690728,335521,726725,3480192,171894,314555,32335,0,3978247,37096,532657,35063517
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Portsmouth,851,E06000044,Secondary,2,2,0,100,0,847344,423672,5.8,847344,0,1,50,784073,784073,125920,702284,-49183,2598424,19140,0,857508,20957,1824317,14576369
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Southampton,852,E06000045,All LA maintained schools,44,30,14,68.2,31.8,4289839,97496,3.2,8616638,-4326799,16,53.3,7090878,443180,8391707,-4400664,344275,0,298796,0,3674958,360382,787,132382645
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Southampton,852,E06000045,Nursery,1,0,1,0,100,-690637,-690637,-82.6,0,-690637,0,0,0,0,0,-690637,2518,0,0,0,-510981,0,202,836082
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Southampton,852,E06000045,Primary,31,23,8,74.2,25.8,1722015,55549,2.5,3675051,-1953036,11,47.8,2606737,236976,3481233,-1957142,346542,0,197924,0,3157098,258189,417421,67749444
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Southampton,852,E06000045,PRU,1,0,1,0,100,-350455,-350455,-19.6,0,-350455,0,0,0,0,0,-350455,27443,0,0,0,-222310,0,22343,1791039
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Southampton,852,E06000045,Secondary,7,5,2,71.4,28.6,3482785,497541,7,4291983,-809198,4,80,3924810,981203,4278039,-867782,36717,0,72528,0,1197001,65025,-386481,49926371
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Southampton,852,E06000045,Special,4,2,2,50,50,126130,31533,1,649604,-523474,1,50,559330,559330,632434,-534649,-68945,0,28345,0,54150,37168,-52698,12079709
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Bracknell Forest,867,E06000036,All LA maintained schools,28,23,5,82.1,17.9,2816689,100596,3.8,3426157,-609468,7,30.4,1615277,230754,3231063,-409902,336438,17610,-4472,0,2178849,-37577,465180,73956374
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Bracknell Forest,867,E06000036,Primary,23,19,4,82.6,17.4,1935746,84163,4.4,2453534,-517788,7,36.8,1615277,230754,2258441,-327834,266726,17610,5139,0,1549968,12423,335715,44040332
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Bracknell Forest,867,E06000036,PRU,1,1,0,100,0,47037,47037,3.8,47037,0,0,0,0,0,47037,0,7165,0,0,0,34116,0,5618,1250234
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Bracknell Forest,867,E06000036,Secondary,3,2,1,66.7,33.3,607168,202389,2.7,698848,-91679,0,0,0,0,698848,-82068,61987,0,-9611,0,318341,-50000,112610,22897064
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Bracknell Forest,867,E06000036,Special,1,1,0,100,0,226737,226737,3.9,226737,0,0,0,0,0,226737,0,560,0,0,0,276424,0,11238,5768744
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Windsor and Maidenhead,868,E06000040,All LA maintained schools,37,28,9,75.7,24.3,3013267,81440,5.4,4420074,-1406807,16,57.1,4130587,258162,1690600,1322667,392083,0,0,0,2293016,0,361808,56213141
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Windsor and Maidenhead,868,E06000040,Nursery,3,3,0,100,0,65578,21859,4.4,65578,0,0,0,0,0,59747,5831,13746,0,0,0,129679,0,19712,1496256
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Windsor and Maidenhead,868,E06000040,Primary,31,23,8,74.2,25.8,2480065,80002,6.4,3317000,-836935,14,60.9,3093091,220935,1376829,1103236,378337,0,0,0,2054645,0,324056,38563504
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Windsor and Maidenhead,868,E06000040,Secondary,2,1,1,50,50,-436298,-218149,-7.6,133574,-569872,1,100,133574,133574,82024,-518322,0,0,0,0,-530213,0,0,5725873
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Windsor and Maidenhead,868,E06000040,Special,1,1,0,100,0,903922,903922,8.7,903922,0,1,100,903922,903922,172000,731922,0,0,0,0,638905,0,18041,10427508
202122,Financial year,Local authority,England,E92000001,South East,E12000008,West Berkshire,869,E06000037,All LA maintained schools,61,55,6,90.2,9.8,9703039,159066,9.3,9866134,-163095,22,40,8502742,386488,123471,9393504,1085048,0,186064,0,6999557,109385,742643,104802883
202122,Financial year,Local authority,England,E92000001,South East,E12000008,West Berkshire,869,E06000037,Nursery,2,2,0,100,0,144719,72360,11,144719,0,1,50,102280,102280,0,141119,50851,0,3600,0,168193,3600,64763,1317003
202122,Financial year,Local authority,England,E92000001,South East,E12000008,West Berkshire,869,E06000037,Primary,53,47,6,88.7,11.3,4185181,78966,6.4,4348276,-163095,15,31.9,3027324,201822,123471,3891921,452072,0,169789,0,3550720,93411,537570,65117984
202122,Financial year,Local authority,England,E92000001,South East,E12000008,West Berkshire,869,E06000037,PRU,1,1,0,100,0,445348,445348,15.9,445348,0,1,100,445348,445348,0,445348,22936,0,0,0,371095,0,47269,2799159
202122,Financial year,Local authority,England,E92000001,South East,E12000008,West Berkshire,869,E06000037,Secondary,3,3,0,100,0,1977557,659186,8.1,1977557,0,3,100,1977557,659186,0,1977557,407606,0,0,0,1377682,0,26553,24472756
202122,Financial year,Local authority,England,E92000001,South East,E12000008,West Berkshire,869,E06000037,Special,2,2,0,100,0,2950233,1475117,26.6,2950233,0,2,100,2950233,1475117,0,2937559,151583,0,12674,0,1531867,12373,66487,11095981
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Reading,870,E06000038,All LA maintained schools,34,26,8,76.5,23.5,3012425,88601,4.7,4396782,-1384357,11,42.3,2966402,269673,0,3042808,184454,165231,-30383,0,3402325,-54625,446866,64514149
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Reading,870,E06000038,Nursery,5,1,4,20,80,-400882,-80176,-11,96543,-497425,0,0,0,0,0,-370498,17935,-4762,-30384,0,-164146,-54626,12985,3657414
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Reading,870,E06000038,Primary,27,23,4,85.2,14.8,2677903,99182,5,3564836,-886932,9,39.1,2230998,247889,0,2677903,166519,150780,0,0,2908686,0,410728,53953722
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Reading,870,E06000038,Secondary,1,1,0,100,0,619712,619712,10.7,619712,0,1,100,619712,619712,0,619712,0,0,0,0,514987,0,0,5813858
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Reading,870,E06000038,Special,1,1,0,100,0,115692,115692,10.6,115692,0,1,100,115692,115692,0,115692,0,19213,0,0,142797,0,23153,1089155
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Slough,871,E06000039,All LA maintained schools,16,13,3,81.3,18.8,9532370,595773,18.8,9984333,-451963,10,76.9,9533056,953306,312154,9232960,388939,350402,-12744,0,7916802,-12744,654663,50632481
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Slough,871,E06000039,Nursery,5,2,3,40,60,-199876,-39975,-6.2,252087,-451963,2,100,252087,126044,0,-199876,125790,-55952,0,0,-387198,0,59866,3220302
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Slough,871,E06000039,Primary,9,9,0,100,0,7748303,860923,22.2,7748303,0,6,66.7,7297025,1216171,312154,7448893,103614,255923,-12744,0,6760323,-12744,397559,34906070
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Slough,871,E06000039,Secondary,2,2,0,100,0,1983943,991972,15.9,1983943,0,2,100,1983943,991972,0,1983943,159536,150431,0,0,1543677,0,197238,12506109
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Wokingham,872,E06000041,All LA maintained schools,36,31,4,86.1,11.1,7065849,196274,10,7163713,-97863,19,61.3,6135730,322933,435142,6629785,1181574,4885,922,0,5436930,922,1053193,70603981
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Wokingham,872,E06000041,Nursery,1,0,1,0,100,-80824,-80824,-7.8,0,-80824,0,0,0,0,0,-81746,19956,0,922,0,-96768,922,21067,1034333
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Wokingham,872,E06000041,Primary,31,28,3,90.3,9.7,5092017,164259,9.9,5109056,-17039,17,60.7,4487594,263976,435142,4656875,923288,-3250,0,0,4269043,0,765294,51438520
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Wokingham,872,E06000041,PRU,2,1,0,50,0,387058,193529,21.7,387058,0,1,100,387058,387058,0,387058,169853,0,0,0,511790,0,163811,1783954
202122,Financial year,Local authority,England,E92000001,South East,E12000008,Wokingham,872,E06000041,Secondary,1,1,0,100,0,406521,406521,4.9,406521,0,0,0,0,0,0,406521,22936,8135,0,0,-78944,0,62832,8367909
