time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,school_phase,number_schools,number_schools_with_surplus,number_schools_with_deficit,PC_schools_with_surplus,PC_schools_with_deficit,total_revenue_balance,average_revenue_balance,revenue_balance_as_pc_total_income,total_revenue_reserve_schools_surplus,total_revenue_reserve_schools_deficit,number_schools_with_surplus_over_threshold,pc_schools_with_surplus_over_threshold,school_surplus_over_threshold,school_over_threshold_av_per_school,committed_revenue_balances(B01),uncommitted_revenue_balances(B02),devolved_formula_capital_balance(B03),other_capital_balances(B05),community_focussed_school_revenue_balance(B06),outstanding_balance_of_capital_loans_to_school(B07),opening_pupil_focussed_revenue_balance(OB01),opening_community_focussed_revenue_balance(OB02),opening_capital_balance(OB03),total_income
202021,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,Secondary,32,26,6,81.3,18.8,17137893,535559,8.4,19441388,-2303495,18,69.2,18086590,1004811,9266402,8184285,2850202,1092306,-312794,x,9979248,-190427,3549091,203473256
202021,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,Special,37,30,7,81.1,18.9,9553627,258206,9,11638415,-2084789,19,63.3,10049844,528939,5418177,4144026,1357112,313905,-8577,x,6964340,636,2035811,105968552
202021,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,All LA maintained schools,1288,1162,115,90.2,8.9,260119933,201956,11,283439385,-23319452,812,69.9,255007303,314048,95007209,160221149,17251029,291080,4891576,x,175669603,5908921,18112434,2369732961
202021,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,Nursery,56,43,13,76.8,23.2,5360590,95725,14.8,6794720,-1434131,35,81.4,6604857,188710,2723994,2543504,711237,-2796,93092,x,4004258,290329,676791,36120741
202021,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,Primary,1063,981,73,92.3,6.9,197812760,186089,11.8,204323331,-6510571,676,68.9,182640880,270179,70143428,123249415,13591922,290061,4419916,x,140415896,5282725,14060393,1675421165
202021,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,PRU,26,19,6,73.1,23.1,2927802,112608,6.6,3840514,-912711,13,68.4,3119202,239939,2936122,545,364996,0,-8864,x,3267212,-12047,311387,44229591
202021,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,Secondary,69,55,14,79.7,20.3,28800223,417395,7.6,38674736,-9874512,38,69.1,35577856,936259,10451731,17939856,1180905,3815,408637,x,16583552,381704,1553776,380382614
202021,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,Special,74,64,9,86.5,12.2,25218558,340791,10.8,29806084,-4587526,50,78.1,27064507,541290,8751934,16487829,1401969,0,-21205,x,11398685,-33790,1510088,233578850
202021,Financial year,Regional,England,E92000001,East of England,E12000006,,,,All LA maintained schools,1257,1203,49,95.7,3.9,222399116,176928,11.9,226339485,-3940369,862,71.7,200274709,232337,85284268,128926817,10374514,4147289,8188031,x,161791727,7080370,15810985,1876722309
202021,Financial year,Regional,England,E92000001,East of England,E12000006,,,,Nursery,37,34,3,91.9,8.1,4825775,130426,17.9,4913476,-87701,29,85.3,4646508,160224,787108,2280759,265849,30043,1757909,x,3866059,1562508,345156,26979656
202021,Financial year,Regional,England,E92000001,East of England,E12000006,,,,Primary,1116,1069,42,95.8,3.8,174788522,156621,12.1,177592947,-2804426,767,71.7,157591189,205464,69508210,100331400,9443710,2572522,4948912,x,129148735,4653594,12619288,1443628564
202021,Financial year,Regional,England,E92000001,East of England,E12000006,,,,PRU,16,15,1,93.8,6.3,5311953,331997,19.3,5513863,-201910,13,86.7,5419149,416858,2879737,2432216,128672,2170,0,x,3786297,0,133668,27476832
202021,Financial year,Regional,England,E92000001,East of England,E12000006,,,,Secondary,38,35,3,92.1,7.9,20313245,534559,8.9,21159577,-846332,23,65.7,18684755,812381,5069333,14058890,90550,113053,1185021,x,12558860,597908,1189472,228200516
202021,Financial year,Regional,England,E92000001,East of England,E12000006,,,,Special,50,50,0,100,0,17159621,343192,11.4,17159621,0,30,60,13933109,464437,7039879,9823552,445734,1429501,296190,x,12431776,266361,1523400,150436741
202021,Financial year,Regional,England,E92000001,South East,E12000008,,,,All LA maintained schools,2138,1938,182,90.6,8.5,296053898,138472,7.6,338892503,-42838605,1163,60,277752899,238825,183783510,106159518,22715980,5214519,6110870,x,192953530,9888867,30311166,3881266823
202021,Financial year,Regional,England,E92000001,South East,E12000008,,,,Nursery,42,26,16,61.9,38.1,590606,14062,2,2913465,-2322858,16,61.5,2634943,164684,646284,-429741,544311,-62881,374062,x,1082285,511985,547567,30188033
202021,Financial year,Regional,England,E92000001,South East,E12000008,,,,Primary,1816,1675,129,92.2,7.1,220930138,121658,8.9,229512036,-8581898,986,58.9,182889125,185486,115758222,98227636,19699178,2349680,6944281,x,151639333,9088125,23864252,2476614246
202021,Financial year,Regional,England,E92000001,South East,E12000008,,,,PRU,32,27,2,84.4,6.3,6607480,206484,13.3,7129514,-522034,21,77.8,6575797,313133,4030557,2590334,630985,19337,-13410,x,5503368,-13871,782245,49573420
202021,Financial year,Regional,England,E92000001,South East,E12000008,,,,Secondary,144,119,25,82.6,17.4,40970963,284521,4.3,66826684,-25855721,84,70.6,59530773,708700,49170866,-6687636,637000,2385687,-1512267,x,14753131,-15545,3149629,956529004
202021,Financial year,Regional,England,E92000001,South East,E12000008,,,,Special,104,91,10,87.5,9.6,26954710,259180,7.3,32510805,-5556095,56,61.5,26122261,466469,14177581,12458926,1204505,522697,318204,x,19975413,318173,1967473,368362120
202021,Financial year,Regional,England,E92000001,South West,E12000009,,,,All LA maintained schools,1024,907,115,88.6,11.2,122565316,119693,8.2,137202245,-14636929,592,65.3,114551764,193500,59023317,61908776,11550823,2105126,1633223,x,78699746,1739977,13494051,1498255447
202021,Financial year,Regional,England,E92000001,South West,E12000009,,,,Nursery,17,6,11,35.3,64.7,-2377560,-139857,-20.8,490971,-2868531,4,66.7,448201,112050,132030,-2650820,185628,41629,141230,x,-817468,53322,179234,11453064
202021,Financial year,Regional,England,E92000001,South West,E12000009,,,,Primary,891,814,76,91.4,8.5,98508373,110559,9.7,102595396,-4087024,531,65.2,84194063,158558,46797717,50153607,8239647,1041845,1557049,x,67574353,1720214,9904986,1018842578
202021,Financial year,Regional,England,E92000001,South West,E12000009,,,,PRU,17,8,8,47.1,47.1,1648272,96957,4.9,3022810,-1374538,6,75,2931540,488590,773784,869488,260198,13297,5000,x,315962,5000,299384,33511565
202021,Financial year,Regional,England,E92000001,South West,E12000009,,,,Secondary,48,37,11,77.1,22.9,9689100,201856,3.6,15124764,-5435664,25,67.6,13150255,526010,5574992,4206166,879688,653586,-92058,x,988127,-81321,1565472,269576461
202021,Financial year,Regional,England,E92000001,South West,E12000009,,,,Special,51,42,9,82.4,17.6,15097132,296022,9.2,15968304,-871172,26,61.9,13827705,531835,5744794,9330335,1985662,354769,22003,x,10638772,42762,1544975,164871779
202021,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,All LA maintained schools,747,630,114,84.3,15.3,199202907,266671,8.6,223896610,-24693704,394,62.5,195286507,495651,59099869,140319224,7347601,4238182,-216186,x,158560063,724798,11833498,2308680862
202021,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,Nursery,48,36,12,75,25,6522345,135882,12.2,8570546,-2048201,27,75,8096598,299874,2022499,5922239,425993,376415,-1422393,x,7167225,-934191,671385,53331149
202021,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,Primary,565,477,87,84.4,15.4,118087486,209004,8.3,133821549,-15734063,288,60.4,113453776,393937,34752060,81336795,4122293,2634454,1998631,x,98513945,2201309,7404263,1423462625
202021,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,PRU,14,13,0,92.9,0,5372780,383770,14.3,5372780,0,7,53.8,4637990,662570,195018,5177762,51816,44422,0,x,4073383,0,69865,37473412
202021,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,Secondary,72,62,10,86.1,13.9,46991975,652666,7.8,51705733,-4713757,40,64.5,46108414,1152710,15899019,31638015,998247,865743,-545059,x,31960383,-365103,1978200,604638549
202021,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,Special,48,42,5,87.5,10.4,22228321,463090,11.7,24426003,-2197682,32,76.2,22989729,718429,6231273,16244413,1749253,317148,-247365,x,16845127,-177217,1709785,189775127
202021,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,All LA maintained schools,881,780,99,88.5,11.2,194641409,220932,7,225355991,-30714582,395,50.6,176064800,445734,97983868,96809539,8236412,21145611,-151997,x,143875214,601296,14290107,2799852098
202021,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,Nursery,28,19,9,67.9,32.1,1419274,50688,5.2,2836950,-1417676,11,57.9,2552371,232034,881224,2914069,267113,123840,-2376019,x,4493007,-2083928,398268,27165727
202021,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,Primary,715,645,69,90.2,9.7,146296386,204610,7.9,155601343,-9304957,315,48.8,117881917,374228,62258604,82561864,5262633,2723197,1475919,x,114968914,2083424,9313823,1857026990
202021,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,PRU,16,15,1,93.8,6.3,4502583,281411,11.1,5984446,-1481864,11,73.3,5442569,494779,2553334,1949382,182389,49237,-133,x,3594274,27117,228720,40736794
202021,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,Secondary,78,61,16,78.2,20.5,25372049,325283,3.7,42443136,-17071086,33,54.1,35006620,1060807,24419979,757622,2235580,17489740,194449,x,9211961,221188,3601907,683652729
202021,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,Special,44,40,4,90.9,9.1,17051117,387525,8.9,18490117,-1438999,25,62.5,15181324,607253,7870727,8626602,288698,759597,553788,x,11607058,353494,747387,191269858
202122,Financial year,Regional,England,E92000001,North East,E12000001,,,,All LA maintained schools,662,584,66,88.2,10,98430738,148687,8.9,121515231,-23084493,405,69.3,107495298,265420,92711798,5679600,7747945,29311,39340,11935243,88435856,33802,8354109,1107133271
202122,Financial year,Regional,England,E92000001,North East,E12000001,,,,Nursery,30,21,8,70,26.7,2213921,73797,14.1,2640741,-426820,19,90.5,2577884,135678,2812609,-407980,386965,0,-190708,0,2638829,-144641,377841,15734597
202122,Financial year,Regional,England,E92000001,North East,E12000001,,,,Primary,544,492,43,90.4,7.9,78801992,144857,10.7,82003842,-3201850,332,67.5,70659105,212829,60708041,17377157,5027489,23164,716795,2736564,76043197,452897,5472909,739194276
202122,Financial year,Regional,England,E92000001,North East,E12000001,,,,PRU,9,6,1,66.7,11.1,528372,58708,2.5,566354,-37982,2,33.3,218617,109309,369495,158876,189590,0,0,0,307417,-6320,193973,21536246
202122,Financial year,Regional,England,E92000001,North East,E12000001,,,,Secondary,41,33,8,80.5,19.5,4672580,113965,2.2,22391881,-17719301,29,87.9,21355338,736391,18647486,-13442412,1337283,0,-532494,6904555,-1527120,-324185,1578181,208701094
